Air,BaseJump,BearPark,Bike,Bus
0,-0.00241419,0,0,0
0,-0.0770048,0,0,0.00713379
0,-0.01929785,0.00080124,0,0.02729806
0,-0.04251444,0.00753706,0,0
-0.00840773,-0.14855399,0.00406943,0,0
-0.00156042,-0.03766456,0,0,-0.01243066
-0.00904197,0,0,0.00015008,0
-0.00582876,0,-0.00772721,0,0
0,0,0,0,0
0,0,0,-0.01301543,0
0,0,0,0,0
0,0,0,0,0
0.00407528,0,0,-0.00362522,-0.03738554
0.01789522,0,0.01572224,0,0
0.00295205,0,0,0,0
0,0.0193935,0,0.00638914,0.01691729
0,0,-0.02409514,0.03377823,0
0,0.00161901,-0.00226398,0,0.01907357
0,0,-0.03640126,0,0.01071849
0,0,-0.00030187,-0.05209617,0
0,0.00472874,0,-0.01531768,0
0.00779451,0,0,-0.04591325,-0.01443191
0.01412783,0,0.03144395,0,-0.01414631
0,-0.07432866,0,0,-0.00471614
0,-0.00070369,0.04935006,0,-0.02013913
-0.00066901,-0.0390043,0,0,-9.29E-05
0,0,0,-0.00242771,0
0,-0.0035478,0,-0.04467043,0
0,-0.00584401,-0.00921855,0,0
0,0,0,-0.02505827,0.00070107
0.00694076,0,0,-0.00218487,0.01846839
0.00911188,0,0.01090359,0,0.02651599
0.01520107,0,0,0,0
0.00249566,0.03119384,0,0.02666211,0
0.01115984,0.03014754,-0.00451623,0,-0.01359282
0.00923612,0.00358396,0,0,0
0,0.00100014,0,0,-0.01670851
0,0.05330847,0.08027691,0,-0.00897583
-0.00154449,0.01499371,0,0.04489044,-0.00879918
0,0.00661919,0,0.02125716,0
0,0.00951112,0,0.00609528,0
0,0,0,0.00470909,0.0089258
-0.00398436,0,0,0.00044158,0.0006715
-0.00334397,0,0,0,0.00624838
-0.01219541,0,0.037691,0,0.0115513
-0.01898006,0.04020406,0.01289922,-0.0117803,0.03063674
-0.02216611,0,0,0,0.00630354
-0.01569658,0.03641897,0,-0.03463539,0
0,0,-0.01255213,0,0
-0.00383441,0,0,0,0
0,0,0,0.06963121,-0.00653072
0,0,0,0.02929978,0
0.00679153,0.03853123,0.015006,0.03171429,-0.07065267
0.00038431,0,0,0,-0.01171888
0,0,0,0,0
0.00417127,0,0,0,0
0.00919084,0,0,0,0.01437325
0.01226496,0,0,0,0
0.00547814,-0.03944088,-0.00780187,0,0
0,0,-0.0450259,-0.00021823,0.0226848
0,0,-0.04664937,-0.01359685,0.00254521
0,0,-0.00919975,-0.02126267,0
0,0,-0.02477843,0,0
-0.01144599,-0.01221275,-0.04475373,0,0
-0.00265794,0,0,0,0
0,0,-0.02305769,0,0
0,-0.00061255,0,0,0
0,-0.04612389,0,0,0
0,-0.06830768,0,0.03121145,-0.00992619
-0.00075159,-0.01569473,0,0,-0.01074316
-0.01915067,0,0,0.02377174,-0.02364144
-0.00589033,0,0,0,-0.02020616
0,0.00053806,0,0,0
0,0.02171405,-0.00377411,-0.01115299,0
0,0.0408211,0,-0.01156285,0
0,0,0,-0.02164478,0
0,0.03247625,0,-0.02624455,-0.01695384
0,0,0.04009119,-0.05359996,0
0,0,0.01956365,-0.01765715,0
0.01400395,-0.02496123,0,-0.02736938,0
0,-0.03718633,0.02707945,0,0.01167257
0.01643803,-0.03968816,0,0,0
0,-0.02831674,0.02061908,0,0
0.00187229,-0.05167646,0,0.05288991,0
0.00868737,-0.00225089,0,0.03275522,0
0,0,0,0.00126153,0
3.73E-05,0,0,0.06086832,0
0,0.0226037,-0.00816121,0.0012755,0.01665753
0,0,0,0.02265912,0
0,0,0,0.05860172,0
0,0,-0.04025983,0.00312475,0
0.00698459,0,-0.02889718,0.02722481,0
0.01365007,0,0,0.01713285,0.02241038
0,0,0,0,0
0,0,-0.00143058,0,0.00137048
0,0,0,0.03603557,0
-0.00725371,0,0,0,0.02925718
0,0,0,0.06006098,0.01895928
0,0.01485007,0,0.03194651,0.01335727
0.00442554,0,-0.02629673,0.04797028,0.0453263
0,0,0,0.05846326,0.00321276
0,-0.00405903,0,0.0172071,0
0,0,-0.06874099,0.01926434,0
0,0,0,0.03952508,-0.04246083
0.00220951,0.00330351,0,0.01241116,-0.05307388
0.00083853,0.00261149,0,0.02721379,0
0.01362942,0.00623293,0,0.03698274,0
0,0,0.01198818,0.01008291,0.02020104
0,0,0.0714771,0.0104977,0
0,-0.01763451,0,0.0030243,0
0,0,0.02891706,0,0.02310167
-0.00647568,-0.02131296,0,0,0
-0.00327841,0,0,-0.00029918,0
0,0,0.04056006,0,0.00301864
0,0,0,0,0.00582872
0,0.02363816,0,0,0.00580148
0,0,0,0,0
0,0,0,0,0
0.00089938,-0.01309991,0.02358896,0,0
0,-0.011823,0,-0.00827443,0
0,0,0,0,0
-0.02099506,0,-0.01264558,0,-0.00372808
-0.00426327,0.02672439,-0.01054561,0,0
0,0.01714578,0,-0.03051679,0
0,0.00071569,0,-0.00957968,0.03398449
-0.00165061,0,0,0,0.02415094
0,0,0,0,0
-0.02936621,0,0,0,0
-0.02893663,0,-0.06079936,-0.01778458,-0.06268701
0,0,-0.00556977,-0.00147246,0
0,-0.0036876,-0.01235979,0,0
0.00087186,-0.00768415,0,0,0
0.01653003,0,0,0.00383321,-0.00288456
0.00218778,0,0,0,-0.02809107
0,0,-0.04149507,0,-0.00816677
0,0.02428504,0,0,0
0,0.0323846,0,-0.00162846,0
0,0.05068316,0,-0.00522492,0
-0.00194038,0,0.02935623,0,0
0,0,0,0,-0.0130605
-0.00118481,-0.02888896,0,0.00118037,-0.00169843
-0.00087946,-0.0249849,0,0,0
-0.00471205,-0.00076552,0,0,0
0,-0.01568357,0,0.02320194,0
-0.00110005,-5.32E-05,0,0,-0.01034817
-0.00223921,0,0.03324941,0,0
0,0,0.03891643,-0.01631094,0
0,0.01185449,0,0,0.02560707
0,0.00681715,0,0,0
0,0,-0.04946041,-0.00818718,0
0,0,0,0,-0.00579707
0,0.00430699,0,0,0
0,3.70E-05,0.06885623,0.01734241,0
0,0.02270885,0,0.01966712,0
0.01515616,0.00354813,0,0,0.00149501
0.02127397,0.01169636,-0.00573949,0.00286988,0
0.01096279,0.06161716,0,0.02166664,0
0,0,-0.02415045,0.02678678,0
0,0,0,0,0
0.01691472,-0.00323869,0,0,0.01213319
0,0,0,0.01337626,0.03778752
0,0,0,0,0
0,0,0,0,0
0,0,0,0,-0.02604885
-0.00135179,-0.00655088,0,0,0
-0.0012069,-0.02354685,0,0,0
-0.0062109,0,0,0,0.04131357
0,0,0,0,0.04707105
0,0.00261732,0,0,0.01016802
0.00014561,0,-0.0042972,0.00969943,0
0,0,0,0,0
0,-0.01608732,0,0,-0.00578845
0,0,0,-0.00228453,0
0,0,0,0,0
0,0,-0.00308702,-0.02281688,0.00797475
0,0,-0.01501335,0,0.0019675
0.0024243,0.00805674,0,0,0
0,0,0,0,0
0.00100841,0,-0.0326969,0,0.00633264
0.0001275,0,0,0.01863171,0
0,-0.00585351,0,0,0
0,-0.00059655,0,0,-0.0113651
0,-0.01634227,0,-0.00450031,-0.01383605
0.00284375,0,0,0,0
0,-0.04031104,0,0,0
0,-0.01141758,0.01086246,-0.02793131,0
0,-0.0470747,0,0,0
0.00849032,0,0,0,0
0.00847184,0,0,0,0
0,0.02839006,0,0,0
0,0.00710759,0,0,-0.02797724
0,0,0,0,0
0.00361237,0,0,0,0
0.01214978,0,-0.01484553,0,-0.01356186
0.0029832,0,0,0,-0.01070267
0.01091281,0,0,-0.00162097,0
0,-0.01018948,0,0,0
0,0,0,0,0.02036979
-0.00106926,-0.00197361,0,0,0
0,0,0,0.00787067,0
0,-0.02989177,0,0,-0.00420569
0,0,-0.00213157,0,-0.04835053
0,0,0,-0.00549436,-0.00596465
-0.00751741,0.00778663,0,0,0
-0.01438717,0,-0.01620174,0,0
0,0.00468941,-0.06373463,0,0
0,0.03463216,0,0,0
0,0,0,-0.0228092,0
0,0,0,-0.01838807,0.00069222
0,-0.01405189,-0.00226943,0,0
0,-0.06153552,-0.02375568,0,0
0.00178245,0,-0.06967737,0.00472859,-0.0027079
0.02317415,0,0,0.00657921,0
0.00258911,0,0,0,0
0,0.04849426,0.01402004,0,0.00081581
0,0.01587703,0,0.00555975,0.01892646
0,0,0,0,0
0,0,-0.0398983,0,0
-0.00330086,0,0,-0.02050853,0.00072504
-0.03250408,0,0,0,0
0,0,0,0,0
0,0.01440965,0.04989004,0,0
0,0,0.03216073,-0.00409122,0
0.00725154,0,0.10261592,-0.08175776,0
0.00564657,-0.00291925,0.07001246,0,0.00207876
0,0,0.07543267,0,0
0,0,0.00757056,0.0595999,0
-0.00689114,0,0,0.03509036,0
0,0,0.02206274,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0.01892533,0,-0.00458276
0,0,0,0.02160125,0
0.00210302,0.03409926,0,0.00946387,0
0.00520358,0,-0.00918287,0,0.01510644
0,0,0,0,0
0,-0.00101863,0,-0.00966063,0
0,-0.02273518,0.04347571,-0.00965373,0
0.0093437,-0.01454629,0.0082296,-0.03971043,0
0,0,0.00765747,0,0.01435044
0,-0.00687897,0,0,0
0,0,0,0,0
-0.00487686,0,-0.0053717,0,-0.00461139
0,0,-0.02591313,0,-0.01670409
0,0,0,0,0
0,0.01779115,0,0,0
0,0,-0.01003479,0,0.00066359
0.00911115,0.00198627,0,-0.13879425,0
0.00084396,0.05404733,-0.08612266,-0.1534466,0
0,0,0,-0.07340592,0
0,0,0,-0.00581186,0
0,0.05572899,0.01224345,-0.08018051,0
0.01016955,0,0,0,0.0197609
0,0,0.10794948,0,0.0149328
0.00979755,0.04195988,0,-0.03761164,0.00394292
0.00674951,0,0,0,0
0,0,-0.00884232,-0.05858753,0
0,-0.02404158,0,-0.00515678,0
-0.00771482,0,0,0,0
0,0,-0.00815931,-0.0093189,-0.00619299
-0.00141082,0.03516172,-0.02801392,0,0
-0.00600951,0,-0.03255223,-0.01222543,0
-0.01226423,0,0,-0.00153608,0
0,-0.0006782,0,0,0.02194347
0,-0.00838818,0,0,0
0.00131375,0,0,-0.02925231,0
0.00579906,0,0,-0.01041261,0
0,0,0,0,0
0.00170241,0,0,0,0
0.01596281,0.00429282,0,0.00225576,0
0,0,0.02653485,0,0
0,0,0,0,0.01188251
-0.00052231,-0.01642809,0,0.02495802,0.01788185
0,0,-0.00616396,0.00145888,0.01188786
-0.00252609,0,0,0,0
0,0.01215094,0,0,0.01001929
0,0,0,0,0
0,0,0,0.01786533,0
-0.00046472,0,-0.04619821,0,-0.01216392
-0.00379384,0.01120745,0,0,-0.00471543
-0.01187811,0,0,0,0
-0.00663216,0,0.03069337,0,0
0,-0.02298163,0,-0.05909096,0
-0.00330267,0,0.02044881,0,0
-0.03859436,0,0.01481774,0,0
-0.00178391,0,0.00029696,0.04103891,0
0,0,0,0,0
-0.01527424,0,0.0459996,0,0
0,0,0,0,0
0,0,0,0,0
0.01423359,0,-0.03010789,0,0
0,0.01160754,-0.07162886,0,-0.07880199
0,0.00339283,-0.04988623,0,0
0.01471317,0,-0.01895583,0.00751693,0
0.00287563,0,0,0,0
0,0,0,0,0
0,0,0.03603156,0,0.00728764
-0.00385614,0,0,0,0.05067438
0,0,0,0.0150504,0
0,-0.02823725,-0.01094719,0,0
0,0,-0.01873053,0.00347278,-0.00446755
-0.00992795,0,-0.03965746,0,0
-0.04251715,0.00678099,-0.03207056,0,-0.00074529
-0.00424153,0,0,0,-0.01576817
0,0.0124947,0,0,-0.00297278
0,0.01013067,0,0,-0.00389776
0.02430715,0,0.01705066,0,0
0.00610767,0,0.02037307,0,0
0.01667492,-0.01344385,0,-0.00483849,0
0,-0.00302623,0,-0.00353501,-0.00250261
0,-0.01383161,-0.04906427,0,-0.00797824
-0.00594068,0,0,0,0
0,-0.01381727,0,0.00807905,0
0,-0.0028771,0.00943677,0,0
0.00889962,-0.02883247,0,0,-0.00146777
0,-0.0003426,0,0,0
0,0,0.01213067,0,0
-0.00316467,0,0,0.00493283,0
-0.00561434,-0.02784733,0,0.01366598,0
0,0,-0.05351486,0,0
0,0,0,0,0.01653883
0.0028289,0,0,0,0.01355535
0,0,0,0,0
0,0,0.01079163,0.00919639,0.00637057
0,0,0.05478715,0,0
0.0299856,0,0.0286972,0,0
0,0.03061179,0,0,0
0.00271299,0,0,0.01678837,0
0.00569076,0,-0.01633305,0.01910972,0
0.005999,0,0,0,0.00117334
0,0,0,0,0
0.00396662,0,0,0,0
0,0,-0.01720786,-0.05137254,-0.02310679
0,0.03998027,-0.00065004,-0.0280487,-0.03025455
-0.00795895,0.02590271,0,0,0
0,0,0,0,0
0,0,0,0,0
-0.00455666,0.00647356,0,0,0
0,0,0,0,0
0,0,0,0.00644548,0
-0.00976966,0.02433103,0.03538451,0.00546383,0
0,0,0,0.02298489,0
-0.01376127,0,0,0,0
0,0.00110145,0,0,0.02992752
0,0,0,-0.02313123,0.00184344
0,0.02461897,0.04014813,0,0.00523007
-0.00148037,0,0.03619122,0,0.00251425
-0.01399599,0,0,0.0030373,0
-0.00066213,0.05681711,0.01002307,0.00630662,0.01409348
-0.01027386,0.03998677,0,0.01660953,0.00401903
-0.03226683,0,0,0,0
-0.01563211,0,0.00266119,0,0
0,0,0,-0.00604073,0
0,0,0,-0.00383124,0
0.00767027,0.00526563,0.00830016,0,-0.00929355
0.02079475,0.02483309,0,-0.0159316,0
0.01785647,0,0.07219798,-0.01594853,0
0.00790933,0,0,0,0
0,0.00137056,0,0,0
0.00420495,0,0,0.02391433,0
0,0,-0.09336903,0,-0.00531456
0,0.00225189,0,0,-0.02150519
-0.00699835,0,0,0,-0.01278375
-0.00363737,0.0174144,0,0,0
-0.00472907,0,0,-0.00414578,0
0,0,0.03442717,0,0
0,0,0,0,-0.00713518
-0.00352291,-0.03169708,0,-5.53E-05,-0.00659194
-0.00479174,0,0,0,0
0,0,0.09332979,0,0
-0.00237178,0,0,0,0
0,0,0,0,0
-0.00022059,0,-0.02347534,0.00106791,0
0,-0.02907909,-0.00681863,0.00046955,0
-0.01773766,-0.00039392,-0.00460751,0,-0.05555694
0,-0.00987138,-0.05955594,0,-0.01696733
0,0,0,0,0
0,-0.00386857,-0.06978253,0,0
0,-0.05591413,0,0,0.01922276
0,-0.02880881,0,0,0.01765071
0,0,0.06187713,-0.0033739,0
0,0,0.03736979,-0.00044197,0.02151776
0,-0.00996619,0,-0.00766721,0
0.0166713,-0.02314143,0,0,0
0,-0.01061207,0,0,0.01609845
0,0,-0.0406298,-0.00753919,0
0.01455633,0,-0.00495351,0,0
0,0,-0.01922392,0,0
0,0,0,0,0.01867741
0,0,0,0,0
0,-0.02858936,0.0165412,0,0
0,0,0,0,0
-0.03715202,-0.01032229,0,-0.01132985,0
0,-0.06097596,0,-0.00989541,-0.01091238
0,0,0.05388838,0,-0.00373949
0.00792889,0,0,0,0
0,0.00866529,0,0,0
0,0.02021967,0,0.05103437,0
0.00909376,0.00418501,-0.00762805,0.0014053,0
0.01813103,0.01371946,0,0,0
0,0,0,0,0
0.00745728,0,0,-0.01033068,0
0.00284411,0.00394805,0,0,-1.58E-05
0.00752502,0,-0.04950591,0,-0.00946766
0.00055093,0.00159102,0,0,-0.02824584
0,0.00544609,0,0,0
0,0,0,0,0
-0.00350117,0,-0.04053717,0,0
-0.00143908,-0.0009983,0,0,-0.0157698
-0.0071465,0,0,0,0
0,0,0,0,0
0,0,0,0.02153094,0.04336765
0,-0.00680083,-0.00457373,0.01073031,0
0,0,0,0,0.00142983
0,0,0,0,0
-0.00896736,0.00085467,0,0,0
0,0.0004969,0,0,0.01899349
0,0.02712614,-0.00661893,0,0.00634637
0.00572227,0,0,-0.03677613,0
0.01153401,0,0,0,0.00555779
0,0,0.0379806,0,0
0,-0.02151925,0,0,0
0,0,0,0.00088769,0
0,0,-0.01523594,0,0
0.01136812,0.00386174,0,0,0
0,0.00165034,0,0,0
0,0,0.04009637,0,-0.01595484
0,0.06517529,0,0,0
0.00522386,0,0,0,-0.01473566
0.02365263,0.00249701,0,0,0
0.00391663,0,-0.10289162,-0.00058477,0
0.01372469,0,-0.05747859,0,0
0.00013728,0.00731356,0,0,0.00229942
0,0.02841555,0,0,0.00646275
0,0,-0.02242809,-0.00167474,0
0.02052708,0,0,0,0
0,0,0,0,-0.03781824
0,0,0,0.00074588,0
0,0,0,0,0
-0.00815781,0,-0.01573505,0,0
0,0,0,0,0.01769005
0,-0.02033515,0,0,0.00699018
0.00479501,-0.02981144,0,0.00817733,0
0.01553684,0,0,0,0
0.01110805,0,0,0,-0.00963268
0.01058935,-0.00057689,0,-0.00138521,0
0.00043755,0,0,0,0
0,0,0,0,0.03056178
0,0,0.04153731,0,0
0,0,0.00864452,0,0
-0.00344683,0,0,-0.02351667,-0.00140143
-0.00955849,0,0,0,0
0,0,0.04963504,-0.00622941,-0.01157178
-0.00083092,0,0,0,0
0,0,0,-0.0095137,0
0,0,0,0,0.00637058
0,0,0.01056986,-0.00321437,0.00410631
0,0.0104541,0.0098359,0,0.02453569
0.00672307,0,0.0130586,0,0
0,0,0.04047261,0,0
0,0,0,0.00821811,-0.05799531
-0.00884855,0,0,0,0
-6.77E-05,0,0.04145448,0.00142637,-0.00947999
0,0,0,0,0
0,-0.00178148,0.0052224,0,0
0,-0.01572523,0,-0.00979062,0.02874814
0,-0.00705394,0,-0.00117171,0
0.01249243,0,-0.07694143,0,0
0,-0.0158432,0,-0.01026096,0
0,-0.01005352,0,0,0
-0.01700708,-6.28E-05,0,-0.0076481,0
-0.01843783,-0.03599655,-0.01452814,0,0
-0.01323786,0,-0.01185169,0,0.00249679
0,0,0,0.02002164,0.01144889
0,0.01691399,0,0,0
0,0,0,0,0
0,0,0.00567302,0,0.03786525
0,-0.01251636,0.01420965,0,0
0,0,0.03032613,-0.00519675,0
0.00046943,-0.02908276,0,-0.00237986,-0.00786534
0,0,0,0,-0.01287011
0.00198819,0,0,-0.00680374,0
0,0,0.020606,0,-0.00797637
0,0,0,0,0
0,-0.00672984,0.03654729,0.009002,0
0.00541331,-0.00720741,0,0,0.01497633
0,0,0,0,0.00047273
0,-0.005053,0,0,0
-0.02740084,0,0,0,0.01932121
-0.0095085,0,0,0,0.00396154
0,0.00113978,-0.01227833,0,0.00108442
0,0,-0.01470386,0,0.00387006
0,0,0,0,0
0,-0.02723396,0,0,0
0,-0.00196261,0,0,-0.00059795
0,0,0,0.00145474,-0.01293272
0,0,0.00380326,0,0
0,0.0160285,0,0,-0.01708861
0,0.02339571,0,0,0
-0.00485549,0,0,0,0
0,0,0,0.00349818,0
0,-0.00258915,-0.00130662,0,0
0,-0.03206434,-0.0020888,0,0
-0.00074942,-0.01125227,0,-0.00074056,0
-0.00263367,0,0,-0.01854544,-0.00141772
0,0,0,0,-9.96E-05
0,0,0,0,0
0.00129456,0,0,0.02494029,0
0.00182194,0.01656939,0,0,0
0,0.00270363,-0.02239539,0,0
0,0.00559673,0,0,0
0.03183724,0.03265055,-0.03802337,0.01239186,0
0,0,0,0.00267588,0
0,0,0,0,0
-0.01519238,0,0,0,0
0,0,0,-0.0174143,-0.00854221
0,-0.02407574,0,-0.00955999,-0.00381048
0,0,0,-0.00098814,0
0.00290641,-0.00095365,0,0,0
0,0,0,0,0
0,0,-0.01497848,0,0
0,0.0148469,0,0,0.01621949
0,0.02832224,0,0.00141417,0.01264061
0,0,0,0,0
0,0,0.02239811,0,0.0014126
0,0.0048837,0.00707227,0,0
-0.00024377,0,0,0,0
-0.02825711,0,0,0,0
0,-0.01655339,0,0,0
0,-0.00558707,-0.00412882,-0.00111932,0
0.00019488,0,-0.00448628,-0.00936499,-0.02400802
0.00609136,0,-0.01820608,0,0
0.01226062,0,0,-0.0064764,0
0.00437338,0,0,0,-0.00349416
0,0,0,0,0
0,0.00789911,0,0,0
-0.00400791,0,0.02111765,0,0
-0.00076319,0,0,0.01304261,0
0,0,0.02770416,0.00195777,-0.01459624
0,0,0,0,0
0,-0.00028028,0,0.00602772,0
0,0,0,0,0.00321951
-0.0053941,0,0,0,0
0,0,0,0,0
0,-0.0187048,-0.00361991,0,0.02486387
-0.00909268,0,-0.00720032,0,0.02728526
0,0,-0.01149043,0,0
0,-0.01646475,-0.00834293,0,0
0,-0.00013347,0,0,-0.00866185
0.0278728,0,0,0,-0.0007418
0,0,-0.02190282,0,0
0,-0.00651272,-0.06047816,0,0
-0.02102296,0,-0.05274903,0,0
0,0,0,0.02719094,0
0,0.01051592,0,0,0
0,0.00153187,0.04772524,0,-0.00930914
0,0,0,-0.00692152,-0.00369247
-0.020476,0,0,0,-0.00979887
-0.00288468,-0.0001508,0,0,0
-0.01096787,0,0.03656064,0,0
0,0,0.06311946,0,0.00846936
0,0,0,0.00758901,0
0,0.00733355,0,0,0
0,0,0.00366595,0,0
0.01191868,0,0.00902703,-0.00449282,0.02454593
0.02793075,0,0,-0.00098243,0
0.02512106,-0.00040292,0,0,0
0.00958855,-0.0005039,0,0,-0.01021667
0.00978125,-0.00709794,0.02006249,0,0
0.01575454,0,0.01413746,0.03239518,0
0.00654703,0,0,0.00585322,0
0,0,0.03769372,0,0.00171636
0,0.0163876,0,0.01051996,0
0,0,0,0.00049751,0
-0.0022153,0,-0.00133741,0,0
-0.00722909,-0.01823173,-0.0579747,0,0
0,0,-0.00067838,0,0.00884875
0,0,-0.01176641,0,0.00853522
0,0,-0.005524,0,0
-0.00382209,0,-0.00602283,0,0
-0.0202652,0,0,0,0
-0.00175892,0.00904271,-0.00246014,-0.02681593,0.00399925
-0.01882322,0.0022139,0,-0.00154199,0.01204823
0,0,0,-0.0253411,0.01021109
0,0.00310872,0,0,0
0.01970123,0.00107395,0.0168022,0,0
0.02029708,0.02373482,0.00076746,0.03011656,-0.00907546
0.01135978,0,0,0,-0.00393058
0.01442702,0,0,0,-0.01551028
0.01349214,0,0,0,0
0,0.01221592,0,0,0
0.00075884,0.00022412,-0.02092748,0,-0.00892858
0,0,0,0.01533856,0
0,0,0,0.02259766,0
-0.01225771,0,0,0,0
-0.00343489,0,0,0,0
-0.00430745,0,0,0,0
0,0,0.04186532,0.05034265,0
0,0,0.01131907,0,-0.00013826
-0.03577778,0,0.00093883,0,-0.00542582
0,0,0,0,0
-0.01056617,0,0,0.02948137,0
0,-0.00433615,0,0,0.00444312
0,-0.00054056,0,0,0.00355397
0.00293358,0,0.00857232,0,0
0,-0.02632263,0,0,0
0,-0.00282794,0,0.0247457,-0.00029979
0.01400866,0,0.01313815,0,0
0,0,0.00318701,0,0
0,-0.00164601,0,0,0
0.00593996,-0.00188113,0,0.02239303,0
0,-0.00032727,-0.02006848,0.0004014,0
0,0,-0.01115724,0,0.02530193
0.00961355,0,-0.02234663,0,0.00732093
0.01194874,0,0,-0.02229297,0
0.00970664,0,0,0,0
0,0,0,0,0.01490906
0,0.02483976,0,0,0.03053293
0,0,0,0,0.011039
0,0,0,0,0.02348781
-0.00267496,-0.013468,-0.02116886,0.05008759,0
-0.02206251,-0.00087866,0,0.03372662,0
0,0,-0.02732683,0.09048264,-0.00074669
0,0,0,0,-0.0464049
0.00681073,0,-0.02119638,0,-0.00661498
0,0,0,0,0
0,0,0,0,0
0.0089496,0,-0.018023,0.01896318,0.00240462
0,0,0,0.03510888,0
0,0,0,0,0
0.01600918,0,0,0,0
0,0,0,0,-0.01411
0.01471896,0,0.01430201,-0.00793507,-0.01078157
0,0,0.01014812,0,0
0,0.02782134,0.07125806,0,0
0.01353887,0,0.03441027,-0.0205491,0
0,0,0,0,0
0,0.01665387,0,0,0
-0.01847224,0,0.00071271,0.0365189,0
-0.0032947,0,0.00679874,0,0
-0.01484683,0,0,0,-0.00398388
-0.00610368,-0.01174551,0,0,0
-0.00546474,-0.02700817,0,0,-0.04612001
-0.00310853,-0.03581526,0,0,0
-9.71E-05,0,0.00380054,-0.0092675,0
0,0,0,-0.0044233,0.00128645
-0.00717693,0,0,0,0.00156436
-0.05809383,0,0,-0.05937281,0.00710493
0,-0.00683148,0,-0.05939054,0
0,0,0,-0.08551061,0
0.02305932,-0.00393806,0,0,0
0.02587446,-0.0038394,0,0,0
0,0,0,0,0
0.00425675,0,0,0,0
0.00100696,0.02034031,0,0.05088862,0
0.00491018,0.01478842,0,0,0
0.00876488,0,0,0.06756334,0.00829293
0.00149848,0.00120392,0,0,0
0,0.04369171,-0.00097997,0,0
0,0.05008344,0,-0.0559869,0
-0.01738016,0,0,-0.00144646,-0.01886711
-0.01377358,0,0,-0.00937977,0
0,-0.0025295,-0.00275083,0,0
0,-6.58E-05,0,-0.00962931,0
0,0,-0.0012633,-0.08102133,0
0,-0.03884666,0,-0.0540177,0.00933638
0,0,-0.01568601,0,0.0026546
0,-0.09581774,-0.00258273,0,0.02062745
0,0,-0.01112945,0.00181399,0
0,0,0,0,0
0,0.02371281,-0.00855271,0,-0.00947184
0,0,0,0.09490515,0
0,0,0,0.02384224,-2.68E-05
0,-0.00598332,0.03727171,0.05291277,0
0.00100478,0,0.0064116,0,-0.00529547
0,0,0,0,0
0,0.00219907,0.01980531,0.01870517,0
-0.01193969,0.05886154,0,0,0
0,0,0,0,0
