aesthetics,memory,motion,quality,visual_verbal,frame
-0.04818202,-0.00156042,0,0.01999612,-0.01423564,78
-0.00795044,-0.00904197,0.01876079,0.00759947,-0.03748839,79
-0.00169885,-0.00582876,0,0.02421414,-0.01773092,80
0,0,0,0,0.08269121,81
0,0,0,0.03936177,-0.03906411,82
0.00584287,0,0,0,-0.09764421,83
0.01370377,0,0,0,0.00424149,84
0,0.00407528,-0.00416005,0,0.0129945,85
0,0.01789522,0,0,-0.01145118,86
0,0.00295205,0,-0.04309101,0.00015735,87
-0.00201875,0,0,-0.01465631,-0.06889523,88
-0.03589623,0,0,-0.04523139,0.04105989,89
-0.00709871,0,-0.04560756,0,-0.04004253,90
0,0,0,0,0.03109513,91
0,0,0,-0.01506035,-0.02032237,92
0,0,0,-0.04495317,0.03267575,93
0,0.00779451,0,0,-0.11024587,94
-0.02247075,0.01412783,0,0,0.12731961,95
0,0,0,0.02051215,0.02567077,96
0,0,0,0.04402046,0.02637478,97
0.0058049,-0.00066901,0,0.00831971,-0.0671412,98
0,0,0,0,0.00464086,99
0.04103227,0,0,0,-0.00373703,100
0.00918037,0,0,0.01831277,-0.05980027,101
0.0417305,0,0,0.01431598,0.05331445,102
0.03353241,0.00694076,0.01002689,0,0.06461809,103
0.00131694,0.00911188,0,0,0.01707673,104
0,0.01520107,0,-0.04535413,0.03774838,105
0,0.00249566,0,0,-0.05682117,106
-0.04768253,0.01115984,0,-0.01739281,0.00679264,107
0,0.00923612,0,0,-0.07762049,108
-0.03061461,0,0,0,0.05314893,109
0,0,-0.00853211,0.0415477,-0.0936589,110
0,-0.00154449,0,0.01586939,0.03066363,111
0,0,0,0.00726746,-0.04401341,112
0,0,0.01341598,0,0.12112917,113
0.00347105,0,0,0,-0.05375249,114
0.01464042,-0.00398436,0,0,-0.00705071,115
0,-0.00334397,0,-0.03024209,-0.08223032,116
0,-0.01219541,0,0,0.08682898,117
0,-0.01898006,0,-0.00631712,-0.02027527,118
0,-0.02216611,0,0,-0.03485339,119
-0.17998844,-0.01569658,0,-0.10570856,-0.09948917,120
0,0,0,0,-0.04119302,121
0,-0.00383441,0,0,0.0361792,122
0,0,0,0,0.02933456,123
0,0,0,0,-0.01180347,124
0,0.00679153,0,0,0.06146366,125
0.06130599,0.00038431,0,0,0.01207761,126
0,0,-0.01561833,0,0.05044396,127
0,0.00417127,0,0,0.00186266,128
-0.02026353,0.00919084,0,0,0.02295601,129
0,0.01226496,0,0,0.00157898,130
0,0.00547814,0,0.0233357,-0.00216484,131
0,0,0,0,0.07304143,132
0,0,9.67E-05,0.00802653,0.02895479,133
0.0340064,0,0,0.01381327,-0.02831557,134
0.03265837,0,0,0.00385187,-0.03844586,135
0.01629106,-0.01144599,0,0.03051231,0.136481,136
0,-0.00265794,0,0.02069175,-0.10683173,137
0,0,0.03739306,0,0.08823454,138
-0.01894121,0,0,0,-0.00956402,139
-0.01643529,0,0,-0.02317281,0.02736627,140
0,0,0,0,0.07590348,141
0,-0.00075159,0,0,0.07006205,142
0,-0.01915067,0.01134678,-0.03734931,-0.20645539,143
0,-0.00589033,0,0,0.03452535,144
-0.00316802,0,0,0,-0.04292446,145
0,0,0,0.00762812,-0.01839464,146
0,0,0,0,0.06035537,147
0,0,0,0.00641779,-0.00182563,148
-0.02733296,0,0,0,0.02425567,149
-0.00166262,0,0,0.01321061,-0.03611413,150
0,0,0,0,-0.02662143,151
0,0.01400395,0,0,-0.16019001,152
0,0,0,-0.03523749,0.02728678,153
0,0.01643803,0.01218798,0,0.05957159,154
0,0,0,0,0.01863149,155
0.03080509,0.00187229,0.00607998,0,-0.09990297,156
0,0.00868737,0,0.03924395,0.02143391,157
0.04066846,0,0,0,-0.11499726,158
0.00474953,3.73E-05,0,0,0.08775404,159
0.02800227,0,0,-0.00098338,-0.06224062,160
0.00241753,0,0,-0.01142256,-0.05096476,161
0.01793244,0,0,0,-0.08876677,162
0,0,0.04210346,-3.94E-05,0.05192386,163
0,0.00698459,0,-0.00275428,0.06523307,164
-0.05552837,0.01365007,0,-0.03372854,0.05355947,165
-0.008922,0,-0.05931551,0,-0.1094199,166
-0.00703947,0,0,0,0.0094456,167
0,0,-0.00950728,0.02616989,-0.10710124,168
0,-0.00725371,0,0,0.02499071,169
0,0,0,0,0.03001135,170
0,0,0,0,-0.03363784,171
0.00134047,0.00442554,0,-0.00513032,-0.05827029,172
0.01429072,0,0,-0.00678337,-0.00387315,173
0,0,0,0,-0.04324107,174
0,0,0.04463123,0,0.0005031,175
0.01536137,0,0,0.03712543,0.08228884,176
0,0.00220951,0,0,-0.07167669,177
0,0.00083853,-0.04430055,0,-0.02027527,178
-0.01590207,0.01362942,0,0,0.08459307,179
0,0,0,0,0.02741038,180
-0.001552,0,-0.00336737,-0.00261587,0.04906943,181
0,0,0,-0.00410916,0.11924691,182
0,0,0,0,0.02229038,183
0.01174342,-0.00647568,0,0,0.00285769,184
0,-0.00327841,0,0,0.03175559,185
0,0,0,0,-0.04603016,186
0.03423391,0,0,0,-0.04709979,187
0,0,0,0,0.02271263,188
0,0,0,0,-0.03503035,189
0,0,0,0,0.0397458,190
0,0.00089938,-0.00067269,-0.0017865,0.02323341,191
0,0,0,-0.03908005,0.09155749,192
0,0,0,0,-0.01465272,193
0,-0.02099506,0,-0.06658214,0.02184282,194
0,-0.00426327,-0.01964466,0,0.01372765,195
0.00067327,0,-0.00688674,0,-0.00603145,196
0.01172642,0,0,0,-0.00552346,197
0,-0.00165061,0,0.02879754,-0.01482804,198
0,0,0,0.0009018,-0.02312615,199
-0.11278348,-0.02936621,0,0,0.0179645,200
0,-0.02893663,0,0.01250764,0.01297491,201
0,0,0,0,0.03381153,202
0.07164925,0,0.00063629,0,-0.0531149,203
0,0.00087186,0,0.01913136,0.01075834,204
0.0481324,0.01653003,0,0,-0.01592163,205
0.00850978,0.00218778,0,0,0.01216691,206
0.00150996,0,0,0,0.04285449,207
0,0,0,0,-0.12000456,208
0.01942544,0,0,0,0.13974297,209
0,0,0,-0.00198017,-0.0815881,210
0,-0.00194038,0,0,-0.03758912,211
0,0,0.02621834,0,0.05000593,212
0,-0.00118481,0,-0.00389382,-0.04994086,213
0,-0.00087946,0,0,0.01151271,214
0,-0.00471205,0,0,0.07955311,215
0,0,0,0.02035754,-0.07184548,216
-0.04473288,-0.00110005,0,0,0.08304839,217
0,-0.00223921,0,0,0.00958825,218
0,0,0,-0.0178542,-0.00350644,219
0,0,0,0,-0.05735502,220
-0.0190039,0,-0.03045493,0,0.02817128,221
0,0,0,0.03288141,-0.04035751,222
-0.0346421,0,0,0,-0.04860227,223
0,0,0.02922442,0,0.09179461,224
0,0,0.00292258,0.00230168,-0.03353576,225
0.05227542,0,0,0,0.01235502,226
0.03294254,0.01515616,0,0,-0.05733215,227
0,0.02127397,-0.01304433,0,-0.01145282,228
0,0.01096279,0,0,-0.00234316,229
0,0,0,0,0.033294,230
0,0,0,0,-0.02970317,231
0,0.01691472,0.03040904,0.00126182,-0.01764163,232
-0.01607263,0,0,0.06240992,-0.0386748,233
0,0,0,0,0.00411026,234
0,0,-0.03184387,0,-0.04717901,235
-4.60E-07,0,0,-0.0113101,-0.07695677,236
0,-0.00135179,0,-0.00501102,0.10179966,237
0,-0.0012069,0,0,0.03165023,238
0,-0.0062109,0,0,0.0059035,239
-0.07088339,0,0,-0.01720309,0.09414893,240
0,0,0,0,-0.00344028,241
0,0.00014561,0.00127261,-0.02248815,0.05188329,242
-0.00592384,0,0.00827617,-0.01192509,0.00118152,243
0,0,0.00333449,0,-0.09428859,244
-0.0009128,0,0,0,-0.01158921,245
0,0,0,0,0.07824038,246
0,0,0.01747026,0,0.01662263,247
0.02095609,0,0.00835736,0,-0.01439136,248
0.0026848,0.0024243,0,0,-0.00981721,249
0.0696543,0,0,-0.05324129,-0.08888029,250
0,0.00100841,-0.02394592,0,-0.05671554,251
0,0.0001275,0,-0.00439181,0.06941957,252
-0.00370707,0,0,0,-0.02327398,253
-0.00334959,0,0,0,0.10111825,254
-0.01940251,0,0,-0.00116303,-0.05373153,255
0,0.00284375,0,0,-0.03687667,256
0,0,0,0,0.01121897,257
0,0,0,0,-0.06632176,258
0,0,0.01028202,0,0.04050507,259
0,0.00849032,0,0,0.03485666,260
0,0.00847184,0,0,-0.02159944,261
-0.00490546,0,0,-0.02262284,0.03095901,262
-0.00454662,0,0,-0.01116298,-0.0282976,263
-0.01387885,0,0,0,-0.0211987,264
-0.00130487,0.00361237,0,-0.01020124,0.05512212,265
0,0.01214978,0,0,0.09571812,266
0,0.0029832,-0.00995646,0,-0.0302904,267
-0.01268106,0.01091281,-0.01223897,0,0.03646151,268
-0.00267407,0,-0.01925839,0,0.00064738,269
0,0,0,0,-0.09782279,270
0,-0.00106926,0,0.0270297,-0.02814189,271
0,0,0.03471468,0,-0.02061447,272
-0.00830004,0,0,0,0.02291217,273
-0.02597778,0,0,0,-0.05999983,274
0,0,0,0.02827035,0.07809582,275
0,-0.00751741,0.00923513,0,-0.02937349,276
0.03611283,-0.01438717,0,0,-0.04850971,277
0,0,0,0.00794876,0.08117403,278
0,0,0,0,0.01983696,279
-0.02369029,0,0,0.01442133,0.02635382,280
0,0,0,0.01892957,0.02680655,281
0,0,-0.00929606,0,0.02067137,282
0.0297745,0,0,0.01497367,-0.00526728,283
0,0.00178245,0,0.00277642,-0.09129641,284
0,0.02317415,0.01176081,0,0.03682984,285
0,0.00258911,0,0.06975376,0.05038054,286
-0.0158398,0,0,0,-0.10106135,287
0,0,-0.01653894,0,-0.02580853,288
0,0,0,-0.02655384,0.0459749,289
0,0,0,0,0.03275197,290
0,-0.00330086,0,-0.00988179,0.01420652,291
0,-0.03250408,-0.01591766,0,0.04856661,292
0,0,0,0,0.01288071,293
0,0,0,0,0.05802337,294
0,0,0,-0.00171444,-0.00457416,295
0.04035478,0.00725154,0,-0.03187879,-0.00022732,296
0.00935944,0.00564657,0,-0.03229305,0.00396598,297
0,0,0,-0.0217867,-0.02541922,298
0,0,0,-0.00562468,-0.05810123,299
0,-0.00689114,0,-0.00850841,0.02460277,300
0,0,0,0,-0.00683455,301
0,0,0.00655846,0,-0.04032349,302
0.02475673,0,0,0,-0.06445719,303
0.00958545,0,0,0.02722512,0.0233178,304
0,0,0,0.01747688,0.00508543,305
0.01116309,0.00210302,0,0,0.12214653,306
0,0.00520358,0,0,-0.11620111,307
0,0,0,-0.03090785,-0.04173667,308
-0.03129952,0,0,0,0.01563441,309
0,0,0.03203712,0,0.01441096,310
0,0.0093437,0,0,0.05076685,311
-0.00129157,0,0,0,0.02639438,312
0,0,0,0,0.06697077,313
-0.0058053,0,0,0.00188927,0.00292575,314
0,-0.00487686,0.00584262,0,-0.06871201,315
-0.01568956,0,0.00638446,0.0234267,0.02678858,316
-0.01468566,0,0.06775325,0,-0.05077501,317
0,0,0,0,0.07152261,318
0,0,0,0,-0.03313012,319
0,0.00911115,-0.04478423,0,0.07530646,320
0,0.00084396,0,0.00206393,-0.0237915,321
0,0,0,0.00521572,-0.10754254,322
0,0,0.01751811,0,0.04434745,323
0,0,0,0,-0.02288441,324
0,0.01016955,0,0,0.04673934,325
0.02839766,0,0,0,0.00617601,326
0,0.00979755,-0.07430726,-0.0372163,-0.04309977,327
0.0246458,0.00674951,0,0,-0.03825284,328
0,0,0,0,0.04549004,329
0,0,0.04727819,0.00509591,0.01364815,330
0,-0.00771482,0,0,0.08297516,331
-0.01459016,0,0,0,-0.16447206,332
0,-0.00141082,0,-0.00628562,0.04359934,333
0,-0.00600951,0,0,-0.05475379,334
0,-0.01226423,0,0,0.06952356,335
0,0,0,0.04813267,0.01751994,336
-0.03541458,0,0,0,-0.06420918,337
0,0.00131375,0,0.04135999,-0.02384351,338
0,0.00579906,0,0.00200779,0.04068856,339
0,0,-0.01569272,0.03753445,-0.03023703,340
0,0.00170241,0,0,-0.03431136,341
-0.02034494,0.01596281,0,0,-0.07966337,342
-0.04072286,0,0,-0.00397251,0.08122112,343
0,0,0,0,0.01294578,344
0,-0.00052231,0,0,-0.01542669,345
0,0,0,-0.02374931,-0.118541,346
0.02295689,-0.00252609,0,-0.02349849,-0.01558731,347
0,0,0,-0.03535852,-0.02563674,348
0,0,0,0,0.08272551,349
-0.00015591,0,0,-0.00870222,-0.01652844,350
0,-0.00046472,-0.01213213,0,-0.06971168,351
0,-0.00379384,0,-0.0140846,0.04080699,352
0,-0.01187811,-0.00625551,0,-0.00607202,353
0,-0.00663216,0,0,0.05323006,354
-0.02476649,0,0,0.02879807,-0.04862487,355
0,-0.00330267,0.03532092,0,-0.00455483,356
0,-0.03859436,0,0,0.13067687,357
0,-0.00178391,0.00571267,0,-0.05089997,358
0,0,0,0,0.05621244,359
-0.02126858,-0.01527424,0,0,0.03097997,360
0,0,0,0,-0.04588097,361
0,0,0,0,0.04969585,362
0,0.01423359,0,-0.00615202,-0.04466869,363
0.06171702,0,0,0,-0.02228085,364
0,0,0,0,0.05200499,365
0,0.01471317,0.01286459,-0.02444091,-0.07249614,366
0,0.00287563,0,-0.03377158,0.09140667,367
0,0,0,-0.02273856,-0.01018228,368
0,0,0,-0.02532327,-0.08850705,369
0.01269565,-0.00385614,-0.02284456,0,-0.06080947,370
0,0,0,0,0.12760519,371
0,0,0,0,-0.0220244,372
0.01420544,0,0,0.01183655,-0.00531601,373
0.01379668,-0.00992795,0,0.00022485,-0.01773582,374
0.0384678,-0.04251715,0,0.05196726,-0.07965847,375
0,-0.00424153,0.01273808,0.01859019,0.039632,376
0.02059433,0,0,0,-0.01014961,377
0,0,0,0.05532215,0.02360665,378
0,0.02430715,0,0.03416253,0.07584849,379
0,0.00610767,0,0.00331756,-0.0302452,380
0.00406535,0.01667492,0,0.02294185,0.02364722,381
0,0,0,0,-0.06740555,382
0,0,0,0,-0.01385614,383
0,-0.00594068,0,-0.00729338,-0.03950541,384
0,0,0,-0.01336062,-0.00769973,385
0,0,0,0,-0.04538441,386
0,0.00889962,0,-0.00657942,-0.00639489,387
0,0,0,0,0.02573066,388
-0.04069348,0,0,-0.01874494,0.07575103,389
0,-0.00316467,-0.00212508,-0.00376556,0.05550026,390
0,-0.00561434,0,-0.04869214,0.02604074,391
0.00589665,0,-0.03932655,0,-0.03841836,392
0.00502875,0,0,0,0.02080423,393
0,0.0028289,0,0,-0.01819346,394
0,0,0,0,-0.15048632,395
0,0,0,0,-0.03732151,396
0,0,0,0,0.10645195,397
0,0.0299856,0,0,0.08952115,398
-0.00297149,0,0,0,-0.02511731,399
0,0.00271299,0,0.02035969,0.02943365,400
0,0.00569076,0.00469845,0,-0.11589592,401
0,0.005999,0.02160838,0.03337281,0.08675601,402
-0.00893805,0,0.08469502,0.01491312,0.05829126,403
0,0.00396662,0,0,-0.05561215,404
-0.01089265,0,0,0,0.0351259,405
-0.00715925,0,-0.0425553,0,-0.04449201,406
-0.03135274,-0.00795895,-0.03351974,0,0.03386843,407
0,0,0,0,-0.01840608,408
-0.02736928,0,0,-0.01616697,-0.00823168,409
-0.05588714,-0.00455666,0,0,-0.04314198,410
-0.04348254,0,0,0,0.04116062,411
0,0,0.02731108,0.01692892,-0.00530131,412
0,-0.00976966,0,0.02955765,-0.00045927,413
0.00708167,0,0,0.00620635,0.01756704,414
0,-0.01376127,0,0,-0.01946372,415
0.02911779,0,0.04101923,0,0.01911661,416
0,0,0,0,-0.01084926,417
0,0,0,-0.02021407,0.04702165,418
0,-0.00148037,0,-0.00868582,-0.15812426,419
0.02623061,-0.01399599,-0.0551731,0,0.14939601,420
0.03012967,-0.00066213,0,0,0.00833078,421
0.01764662,-0.01027386,0,-0.02269365,-0.02075713,422
0.01852703,-0.03226683,0,-0.01784005,-0.03461164,423
0,-0.01563211,0,-0.01297955,0.04456007,424
0.00992847,0,0,0,-0.05355294,425
0.0434749,0,0,0,0.01649278,426
0.00101333,0.00767027,0,0.00814603,-0.04622317,427
0,0.02079475,0,0.07016923,0.02298676,428
0,0.01785647,-0.00371371,0.00269636,-0.04659342,429
0,0.00790933,0,0,-0.04106833,430
0,0,0,0,-0.06245651,431
-0.01882555,0.00420495,0,-0.01150654,0.04806515,432
-0.05109066,0,0,-0.01200667,0.00868605,433
0,0,0.00577557,0,0.06448823,434
0,-0.00699835,0,0,0.09203799,435
0,-0.00363737,0,0,0.00380835,436
0.0201199,-0.00472907,0,0,0.0445146,437
0,0,0,0,0.04202226,438
0,0,0,-0.00199586,-0.03887898,439
0,-0.00352291,0,0,-0.05764878,440
0,-0.00479174,0,0,0.07116707,441
0,0,0,0,0.06016862,442
-0.00537749,-0.00237178,-0.02825458,0.0007109,-0.04104057,443
-0.02570253,0,0,0.00053436,-0.06966104,444
0,-0.00022059,0,0.00196605,0.05067592,445
0,0,0,0,0.0039333,446
0.00873231,-0.01773766,-0.00578551,0,-0.10527724,447
0,0,0,0,-0.01170437,448
0,0,0,0,0.04056034,449
0,0,0,0,0.04015306,450
0,0,0.08173865,0,-0.04016123,451
-0.00039076,0,0,0.02606492,0.05403344,452
-0.01226001,0,0,0.00277204,0.00724019,453
-0.07811881,0,0.00399191,0,-0.01886017,454
0,0,0.06139245,0.00150965,-0.10293245,455
0,0.0166713,0,0.03608654,0.04371967,456
0,0,0,0,-0.0918643,457
0,0,0,0,0.09389248,458
0,0.01455633,0,-0.0062114,-0.02037572,459
0,0,0,0,0.03173761,460
-0.03537126,0,0,0,0.10198343,461
0,0,-0.12440127,-0.01303936,-0.00308311,462
0,0,0,0,-0.03956394,463
0,0,0,0,0.04030389,464
0.01643175,-0.03715202,0,0,-0.09854641,465
0,0,0,0,-0.02207177,466
0,0,0,-0.00719442,0.04140264,467
0.0229628,0.00792889,0,-0.00364347,-0.03390083,468
0,0,0,0,-0.01744371,469
0,0,0.01387278,0,0.01641165,470
-0.00230739,0.00909376,0,0.02968809,0.05390195,471
0,0.01813103,0,0,-0.06375482,472
0,0,0,0,0.01971391,473
0.06462732,0.00745728,0,-0.00492634,-0.01513321,474
0.00378677,0.00284411,0,-0.05215157,0.00484367,475
0,0.00752502,0,0,-0.0085434,476
0,0.00055093,0,-0.01127071,-0.02032536,477
-0.04559668,0,0,0,-0.05364223,478
0,0,0,0,-0.01207597,479
-0.06314863,-0.00350117,0,0.01610115,-0.01446624,480
0,-0.00143908,0,0.01469183,-0.02853935,481
0,-0.0071465,0,0,0.06570514,482
0.0506369,0,0,0,-0.04176608,483
0,0,0,-0.0042328,-0.01300894,484
0,0,-0.02780579,0,0.05409007,485
0,0,0,0,0.04333989,486
0,0,0,0.02038225,-0.02906668,487
-0.00039755,-0.00896736,0,0,0.03012324,488
0,0,0,0.02340631,0.00201375,489
0,0,0,0,0.08296536,490
0.04985422,0.00572227,0,0.06344454,0.03381479,491
0.05718904,0.01153401,0.02401506,0,-0.11493682,492
0,0,0,0,-0.04134248,493
0.02918007,0,0.02332132,0.00608231,-0.02393279,494
0.00701942,0,0,0,0.00510666,495
0,0,0,0,0.02089188,496
0,0.01136812,0,0,0.02516278,497
0,0,0,0.00115754,0.09756607,498
0,0,0,0,0.04776024,499
0,0,0,0.04265073,-0.10032495,500
0.02129562,0.00522386,-0.02428391,0,0.05085287,501
0,0.02365263,-0.05375109,0,-0.08379623,502
0,0.00391663,0,0,0.01452123,503
-0.02401177,0.01372469,0,0,-0.10982881,504
-0.00087382,0.00013728,0,0,0.10501753,505
0,0,0,-0.00204275,0.03014937,506
0,0,0,-0.00680624,-0.101357,507
0,0.02052708,0.06175138,0,0.09652449,508
0,0,0,0,-0.04072232,509
-0.01606789,0,0,0,-0.02039696,510
-0.00600375,0,-0.03135406,0,0.04053257,511
-0.00134628,-0.00815781,0,0,-0.03578799,512
-0.0120598,0,0,-0.01540639,0.04076479,513
-0.00533983,0,0,0,0.04052113,514
0,0.00479501,0,-0.00843388,0.01371649,515
0,0.01553684,0,0,-0.00717541,516
0.00575018,0.01110805,0,0,0.09466347,517
0.01840433,0.01058935,0,0,-0.02222913,518
0,0.00043755,0.04146261,-0.01840784,-0.08527775,519
0,0,0,-0.01243716,-0.02786937,520
-0.00965666,0,0,0,-0.04567489,521
0,0,0,0,0.03656686,522
0,-0.00344683,0,0,0.09891802,523
0,-0.00955849,0,0,-0.00880938,524
0,0,0,0.01341812,0.03596466,525
0,-0.00083092,0,0,-0.04128067,526
0.0136597,0,0,0,0.08557966,527
0,0,0,0,-0.03532545,528
0.02942567,0,0,0.02280145,0.03351779,529
0,0,-0.06771517,0,-0.06313983,530
0,0.00672307,0,0,0.00170231,531
-0.01484631,0,0,-0.02559093,-0.03991622,532
-0.02547163,0,0,-0.02090283,0.06006163,533
0,-0.00884855,0,0,0.0410245,534
0,-6.77E-05,0.05072937,-0.02220478,-0.01946236,535
0.02412362,0,0,0,0.04799191,536
0,0,0,0,-0.0149334,537
0,0,0,0,-0.02794233,538
0,0,0,0,-0.00134186,539
0,0.01249243,0,0.0565512,-0.00319037,540
0,0,0,0,0.05753688,541
0.0064198,0,0,0,0.01732501,542
0,-0.01700708,-0.01101609,-0.00934229,-0.0958624,543
0,-0.01843783,0,0,-0.05138673,544
0,-0.01323786,0,-0.05402167,0.01717936,545
-0.01437313,0,0,0,0.13457451,546
-0.00023059,0,0.00637279,0,-0.03575886,547
0,0,0,-0.04175361,-0.00282012,548
0,0,0,-0.02994002,-0.01764326,549
0,0,0,0,-0.10531781,550
0,0,0,0,-0.03932545,551
0,0.00046943,-0.01253348,0.00444929,0.03301142,552
0,0,0,0,0.01633079,553
0,0.00198819,0,0,-0.00840565,554
0,0,0.00269174,0,0.02439533,555
0,0,0.03426202,0,0.04427939,556
-0.00700125,0,0,-0.00787408,-0.0558264,557
0,0.00541331,0,-0.03876971,0.00369646,558
0,0,0,0,0.06088923,559
0,0,0,0,-0.10242962,560
0,-0.02740084,0,0.02829085,0.07223478,561
0,-0.0095085,0,0.0132649,-0.00780481,562
0.00181839,0,0,0.03099415,0.05678686,563
0.01651933,0,0,0.01140064,-0.02697534,564
0,0,-0.0689141,0,-0.03819594,565
0,0,0,0,-0.04297645,566
-0.0061506,0,-0.04041467,-0.01857803,0.09340735,567
0,0,0,0,-0.03125575,568
-0.02997017,0,0,0,-0.02243684,569
0,0,0.0310152,0.02023966,0.00813776,570
0,0,0.00574275,0,-0.0310189,571
0.01160793,-0.00485549,0.02447197,0,0.02306136,572
0.02301407,0,0,0,0.03414421,573
0,0,0,0,0.01104391,574
0,0,0,-0.00491338,0.00596666,575
-0.00581026,-0.00074942,0,0,-0.10699262,576
-0.01825857,-0.00263367,-0.03951272,0,0.13104847,577
0,0,0,0,-0.0436644,578
0,0,0,0,-0.00101899,579
0,0.00129456,0,0,-0.03686387,580
-0.03283197,0.00182194,0,0,0.03536955,581
0,0,0,-0.0037004,-0.00111972,582
0,0,0.00270362,0,-0.05766973,583
0.02036389,0.03183724,0.02839579,-0.01941907,0.02083172,584
0.02267052,0,0,0,0.03435029,585
0,0,0,0,-0.04700205,586
0,-0.01519238,0,0,-0.00429048,587
0,0,0,0,-0.02969964,588
0,0,0,0.00802644,-0.01573023,589
0,0,-0.00182242,0,-0.0851822,590
0.00034916,0.00290641,0,0,0.0189481,591
0,0,0,0,-0.01825335,592
0,0,0.01397448,0,0.01477114,593
0,0,0,0.03595752,0.06555731,594
0,0,0.02053305,0.00686184,0.02455759,595
0,0,0,0,-0.00751788,596
-0.00782635,0,0,0,-0.02597731,597
0,0,-0.01030876,-0.00159473,0.04897551,598
-0.02719368,-0.00024377,0,-0.02496584,0.02220135,599
-0.05666838,-0.02825711,-0.06683777,-0.0361967,-0.02783044,600
0,0,0,0,-0.01131969,601
0,0,0,-0.00479915,-0.09874759,602
0,0.00019488,0.03261953,0,-0.01257744,603
0,0.00609136,0,0,-0.0139841,604
0.01455906,0.01226062,0,-0.02146894,0.05218494,605
0.03677455,0.00437338,-0.014415,0,0.00746751,606
0.06169139,0,0,0,-0.02059161,607
0.05287388,0,0,0.02216702,0.04256592,608
0,-0.00400791,0,0,-0.04756041,609
0,-0.00076319,0,0,0.09484014,610
-0.01241726,0,0,0,-0.05575807,611
-0.00413291,0,0,0.01414885,-0.02759686,612
-0.03307541,0,0,0.00219791,0.01534393,613
-0.02028761,0,0.01066689,0.03516545,0.0550459,614
-0.01733364,-0.0053941,0,0.00100633,-0.00732949,615
