index,aesthetics,memory,quality,anomaly
70,0.628965534,,0.156699612,0.22259738
71,0.683136901,,0.21042912,0.180713859
72,0.663262994,,0.341772739,0.184813408
73,0.676221622,,0.145069747,0.32083677
74,0.620368901,,0.282746339,0.282434689
75,0.624287082,,0.142466379,0.168828385
76,0.670271772,,0.148929739,0.230206619
77,0.688974893,,0.114387951,0.256250174
78,0.738701868,,0.173812576,0.289935459
79,0.809886779,,0.202438266,0.182508382
80,0.817733378,,0.080454911,0.110987299
81,0.786957097,,0.132100991,0.140000929
82,0.737477238,,0.136828657,0.261219491
83,0.780569402,,0.026357863,0.231919701
84,0.78471219,,0.151250949,0.24662401
85,0.731782827,,0.191040667,0.21265465
86,0.85551093,,0.295477174,0.103543244
87,0.809829012,,0.161358047,0.065379234
88,0.790747105,,0.222191337,0.040876964
89,0.588475011,,0.238570862,0.113381674
90,0.643301266,,0.241601207,0.261940535
91,0.628525106,,0.231350033,0.326546683
92,0.636038412,,0.112645558,0.265159967
93,0.554342689,,0.145268036,0.221286692
94,0.537558858,,0.286904644,0.206047368
95,0.574528996,,0.34417208,0.310200023
96,0.55324466,,0.251409063,0.291770164
97,0.45179694,,0.199032708,0.250630761
98,0.564673807,,0.136075334,0.261795981
99,0.487661966,,0.223884699,0.225515628
100,0.571310314,,0.20664274,0.232514593
101,0.558950403,,0.194711448,0.108247677
102,0.625386948,,0.285062723,0.07584289
103,0.573469796,,0.118429769,0.125655236
104,0.62563819,,0.308368465,0.09924372
105,0.681277496,,0.275833617,0.152135113
106,0.570234638,,0.126148101,0.276041686
107,0.662799617,,0.158187114,0.349453183
108,0.647501927,,0.292292365,0.267488426
109,0.651371819,,0.233540781,0.237728666
110,0.518497117,,0.224670078,0.319543621
111,0.473065126,,0.278406676,0.344731498
112,0.53504275,,0.231013374,0.313414423
113,0.572005036,,0.338437806,0.275062947
114,0.575291491,,0.252962824,0.246755266
115,0.525550339,,0.104040538,0.205362121
116,0.594777974,,0.164127996,0.195877348
117,0.694839192,,0.085880019,0.233632567
118,0.716408906,,0.211791577,0.232557794
119,0.725818454,,0.138875857,0.235647982
120,0.653723294,,0.15965733,0.203611589
121,0.54899082,,0.287323556,0.288462318
122,0.533198831,,0.281767766,0.310403233
123,0.630504281,,0.212571938,0.300901424
124,0.58593749,,0.162338265,0.4433423
125,0.612694158,,0.192245264,0.480499609
126,0.533125314,,0.313989716,0.407571516
127,0.633029627,,0.186547239,0.288247033
128,0.63867308,,0.329325399,0.192469658
129,0.650797292,,0.246362413,0.178302376
130,0.665165629,,0.275549533,0.25086452
131,0.834181687,,0.176381905,0.316153758
132,0.579529596,,0.266363191,0.334846776
133,0.604502945,,0.109134699,0.277902341
134,0.701598717,,0.211065653,0.267246257
135,0.716010123,,0.323468212,0.290960993
136,0.654200403,,0.330775653,0.338837281
137,0.497123014,,0.401001473,0.391801634
138,0.372712484,,0.384468541,0.328369384
139,0.493658642,,0.36221736,0.339866841
140,0.488565612,,0.338096633,0.264562631
141,0.466851825,,0.367109481,0.266574308
142,0.448849323,,0.403583116,0.351005609
143,0.480572268,,0.435830064,0.269419237
144,0.596761374,,0.480827278,0.162083019
145,0.511831391,,0.2564144,0.11851905
146,0.536570549,,0.322134198,0.076932903
147,0.57988545,,0.396728526,0.034910506
148,0.504674355,,0.304122737,0.105186313
149,0.491106338,,0.356423502,0.148274785
150,0.556099416,,0.433347709,0.287781168
151,0.392864928,,0.402134982,0.301134464
152,0.530399068,,0.422242333,0.309792383
153,0.502681723,,0.390258741,0.327316247
154,0.379552757,,0.290776365,0.321359925
155,0.586481237,,0.334960376,0.192768901
156,0.522722386,,0.319049698,0.205226121
157,0.406538349,,0.28696816,0.240458081
158,0.366536775,,0.244453561,0.278065512
159,0.375684075,,0.271817801,0.240448737
160,0.44903615,,0.358700731,0.328547866
161,0.539635699,,0.285640934,0.224919227
162,0.460306823,,0.318161769,0.228290688
163,0.381352395,,0.200152904,0.184603874
164,0.421346786,,0.160384872,0.323027289
165,0.328731676,,0.243197017,0.424966496
166,0.542275025,,0.153060323,0.327481575
167,0.352577649,,0.294535226,0.388966769
168,0.42072876,,0.287270318,0.418845421
169,0.358725598,,0.439123333,0.355899378
170,0.450415145,,0.307622639,0.267885284
171,0.421470919,,0.330111216,0.365867339
172,0.50070352,,0.420558299,0.41563174
173,0.63253855,,0.340570947,0.410521895
174,0.418644756,,0.163074174,0.417921599
175,0.53529969,,0.230134145,0.309362459
176,0.542456594,,0.403643264,0.235739847
177,0.607071501,,0.300536926,0.151111232
178,0.532689019,,0.180388869,0.089930168
179,0.630722948,,0.28945252,0.174074374
180,0.538076392,,0.291866867,0.205212032
181,0.554702086,,0.419385769,0.285270129
182,0.652501429,,0.215868752,0.230990991
183,0.693599178,,0.249014191,0.217330402
184,0.588979342,,0.26576853,0.166498056
185,0.691230391,,0.405225916,0.139215982
186,0.645633766,,0.382468933,0.170814185
187,0.467715187,,0.322878726,0.231639219
188,0.738556964,,0.331827766,0.56527479
189,0.730303108,,0.41191512,0.863130951
190,0.75438797,,0.483740065,0.838722127
191,0.697666295,,0.302197625,0.717605493
192,0.544542967,,0.359838489,0.629345924
193,0.688050863,,0.350387757,0.531929362
194,0.590917658,,0.195719062,0.419148114
195,0.734238978,,0.002138117,0.560573089
196,0.754572529,,0.11517226,0.657267385
197,0.560664159,,0.208742046,0.557760579
198,0.571581484,,0.274405292,0.492580456
199,0.552638408,,0.270392217,0.511112819
200,0.596708387,,0.34152602,0.487619119
201,0.552975428,,0.375888586,0.435141763
202,0.472952942,,0.422913737,0.372359898
203,0.58364102,,0.335083577,0.44503964
204,0.365602389,,0.261704444,0.704706992
205,0.485820638,,0.262176786,0.770476184
206,0.456626217,,0.285605499,0.671886946
207,0.484375614,,0.176798986,0.603580838
208,0.503346713,,0.41878177,0.460916194
209,0.380011384,,0.468608117,0.26606855
210,0.465554556,,0.217808851,0.306777526
211,0.568684121,,0.286246622,0.271086961
212,0.574861678,,0.41579252,0.263522145
213,0.418187814,,0.379271577,0.339530076
214,0.569052981,,0.353146673,0.300639128
215,0.761173362,,0.384845731,0.266063446
216,0.696331138,,0.413925262,0.362161197
217,0.479249597,,0.435494453,0.356211847
218,0.496376507,,0.312054546,0.456540403
219,0.516774533,,0.390508083,0.396261382
220,0.427440999,,0.40770465,0.24465424
221,0.481211194,,0.428042025,0.186891289
222,0.494942728,,0.257564549,0.237583968
223,0.350552636,,0.204427687,0.216707261
224,0.435327497,,0.233057002,0.214255165
225,0.406501736,,0.212653406,0.173240188
226,0.436274584,,0.189981459,0.270546771
227,0.48045194,,0.115215502,0.385740292
228,0.569880863,,0.121921649,0.398403165
229,0.623056084,,0.187674422,0.34208295
230,0.476609258,,0.279717182,0.277188844
231,0.596867493,,0.138021057,0.370962664
232,0.615316072,,0.171496465,0.420161213
233,0.477271571,,0.128693474,0.307150951
234,0.538966293,,0.259323165,0.381130671
235,0.742000343,,0.148612327,0.368252513
236,0.722474404,,0.209305577,0.352524035
237,0.637132339,,0.111506315,0.239237891
238,0.587288725,,0.142667088,0.264486221
239,0.607729123,,0.189740784,0.143838542
240,0.741626026,,0.231800714,0.307623141
241,0.659439322,,0.237274147,0.28178948
242,0.640636827,,0.210852753,0.286096192
243,0.580219573,,0.285922483,0.385200534
244,0.495449304,,0.213065255,0.314114981
245,0.448637993,,0.108650526,0.393296483
246,0.595967696,,0.054983313,0.464321439
247,0.598253504,,0.221857676,0.381262286
248,0.603824335,,0.35952148,0.405170743
249,0.527174199,,0.172167505,0.316398443
250,0.523800269,,0.205496656,0.22865103
251,0.506873377,,0.146601594,0.131128443
252,0.561368649,,0.323966325,0.141640116
253,0.623179369,,0.164981094,0.235574735
254,0.54456467,,0.198175176,0.339995006
255,0.390786944,,0.216187759,0.302791262
256,0.450710905,,0.195521333,0.286161317
257,0.395211196,,0.082824343,0.4907285
258,0.504522706,,0.20121034,0.400473139
259,0.445678059,,0.095313768,0.35849574
260,0.460271032,,0.211973476,0.261276277
261,0.527519876,,0.205811451,0.322127188
262,0.581188572,,0.2123036,0.370969349
263,0.475650997,,0.213865739,0.406059056
264,0.471502345,,0.371883787,0.423233144
265,0.426648135,,0.337491109,0.331363251
266,0.4772036,,0.254629281,0.372010913
267,0.504620316,,0.204380799,0.564269023
268,0.488832769,,0.281441843,0.565518828
269,0.442975732,,0.278311949,0.450725328
270,0.443867089,,0.249976872,0.379723014
271,0.459186232,,0.295041177,0.451876008
272,0.565572208,,0.272686645,0.498779307
273,0.672826614,,0.470437067,0.557741242
274,0.415752451,,0.294862369,0.555224453
275,0.458079933,,0.304070917,0.472275063
276,0.548196827,,0.186330014,0.37152219
277,0.496401023,,0.350082609,0.255104238
278,0.429572676,,0.385538252,0.204607795
279,0.486622159,,0.440688871,0.169796989
280,0.578224785,,0.454562311,0.199912851
281,0.555263392,,0.402258497,0.156218561
282,0.450969931,,0.358230766,0.101298742
283,0.427529679,,0.4082892,0.152698161
284,0.535751712,,0.158732325,0.245282988
285,0.612824639,,0.224968828,0.393946077
286,0.670638444,,0.270201035,0.201651594
287,0.424239613,,0.224458474,0.218271907
288,0.460296628,,0.236748097,0.237745055
289,0.57319725,,0.33820691,0.269272239
290,0.451903121,,0.535969247,0.268054637
291,0.388988541,,0.614070824,0.160897907
292,0.363933619,,0.455278569,0.173555676
293,0.522907921,,0.464831901,0.266197865
294,0.507470747,,0.407451065,0.28404994
295,0.401543613,,0.350091887,0.199867278
296,0.305602757,,0.558081408,0.298822393
297,0.446522955,,0.421540232,0.350510848
298,0.542078566,,0.512544998,0.259133344
299,0.565646918,,0.455406683,0.161398634
300,0.527515159,,0.427834128,0.234567315
301,0.434547088,,0.474937577,0.115186908
302,0.530299108,,0.378073019,0.123999301
303,0.505948226,,0.218360548,0.233320385
304,0.607655563,,0.454336293,0.302130095
305,0.684638549,,0.302224222,0.256282377
306,0.535551853,,0.107250602,0.332963838
307,0.346487004,,0.261966853,0.381416113
308,0.446680756,,0.398994772,0.480928095
309,0.595567342,,0.176072133,0.517732033
310,0.607768919,,0.074542899,0.476833217
311,0.357904376,,0.193803246,0.556509624
312,0.526188416,,0.149236673,0.591318202
313,0.528170672,,0.25416246,0.76811969
314,0.460896698,,0.311929449,0.834082747
315,0.605904741,,0.268690525,0.877868542
316,0.627865336,,0.37592086,0.819070712
317,0.432762977,,0.36040361,0.615571259
318,0.498706906,,0.343408467,0.492701145
319,0.712057685,,0.301050273,0.296521392
320,0.613786629,,0.22804187,0.187148122
321,0.648999768,,0.295032589,0.308386308
322,0.625122165,,0.254876144,0.374215017
323,0.570495651,,0.21064416,0.288030597
324,0.71225234,,0.280221927,0.247926648
325,0.580664803,,0.481972619,0.307980608
326,0.683724868,,0.381033174,0.287439803
327,0.626058547,,0.59324011,0.247385883
328,0.584699613,,0.416131551,0.311659866
329,0.555238624,,0.462055529,0.33597582
330,0.443263797,,0.364579668,0.335046247
331,0.545981933,,0.521018787,0.425003227
332,0.569888197,,0.613563686,0.361478682
333,0.518107584,,0.502491142,0.43402343
334,0.605500971,,0.497689305,0.513655414
335,0.587846746,,0.617912665,0.318648839
336,0.548113761,,0.594375622,0.24936622
337,0.476891851,,0.404477845,0.46318873
338,0.602797443,,0.48683106,0.638318037
339,0.672904522,,0.494941891,0.655304299
340,0.645757966,,0.60924433,0.563187493
341,0.618624733,,0.510416315,0.599861901
342,0.516440269,,0.405279227,0.515694119
343,0.68520679,,0.500844418,0.632631415
344,0.833944136,,0.542178553,0.500266177
345,0.679767844,,0.393429791,0.426375375
346,0.655434838,,0.568335431,0.466061692
347,0.501496526,,0.39829232,0.471452019
348,0.616213441,,0.528547476,0.452325843
349,0.511255891,,0.106093608,0.306145472
350,0.498254025,,0.309334697,0.265551146
351,0.470699978,,0.373655392,0.374730408
352,0.587107875,,0.459895901,0.262721169
353,0.506914052,,0.4565671,0.336230712
354,0.414063433,,0.548354716,0.260498159
355,0.472150005,,0.529356576,0.065392245
356,0.547162236,,0.460747818,0.196926819
357,0.653974029,,0.513630531,0.124927795
358,0.514998258,,0.418044216,0.151756944
359,0.648484642,,0.371343362,0.216142559
360,0.58619967,,0.441510949,0.213059918
361,0.561712152,,0.337432663,0.334694315
362,0.555902468,,0.271240281,0.421964506
363,0.619795467,,0.381964001,0.353496808
364,0.657393105,,0.3502996,0.293714345
365,0.719236975,,0.400043073,0.286201715
366,0.377367254,,0.273447915,0.436595209
367,0.532939091,,0.295947245,0.382618188
368,0.490768116,,0.409862496,0.277437554
369,0.509717656,,0.449947328,0.212482996
370,0.589957237,,0.395305337,0.25552834
371,0.576773076,,0.39422695,0.21534568
372,0.638774436,,0.38997526,0.275001488
373,0.611948844,,0.381885778,0.479614459
374,0.636740284,,0.129534603,0.625597875
375,0.633677797,,0.443741145,0.685047455
376,0.517498645,,0.591820456,0.620187134
377,0.652685186,,0.375006495,0.635646559
378,0.80605471,,0.337146441,0.591961542
379,1,,0.489509654,0.587026728
380,0.889716524,,0.48718759,0.552929203
381,0.824195361,,0.625519097,0.493518655
382,0.784377648,,0.542160663,0.582978071
383,0.770511036,,0.622838461,0.661780469
384,0.785945378,,0.612501027,0.646520443
385,0.691733305,,0.541679142,0.524279797
386,0.847021029,,0.426470334,0.484726101
387,0.611282478,,0.328107354,0.483382203
388,0.77358485,,0.5491674,0.422534743
389,0.675483174,,0.607267475,0.387599006
390,0.792038924,,0.483275323,0.435879412
391,0.671011263,,0.543710906,0.428346511
392,0.684859687,,0.648467232,0.584118112
393,0.609853421,,0.491095629,0.424662293
394,0.561257604,,0.541324514,0.292952185
395,0.676467212,,0.576117005,0.297400863
396,0.669999588,,0.500743561,0.334562556
397,0.685480379,,0.648414171,0.205634983
398,0.70296276,,0.617310782,0.156260108
399,0.634423458,,0.584372908,0.158909663
400,0.575753825,,0.50648868,0.238081964
401,0.552026892,,0.465599306,0.410670474
402,0.606374908,,0.3587532,0.32805253
403,0.556615495,,0.311973995,0.449278999
404,0.496440146,,0.182248851,0.322470782
405,0.606259793,,0.208671031,0.247736737
406,0.588099183,,0.131082729,0.230088446
407,0.604836216,,0.076239332,0.184885865
408,0.438044181,,0.134606176,0.065908714
409,0.558661638,,0.279022397,0.055410123
410,0.557731018,,0.267416006,0.314327894
411,0.553914353,,0.270748935,0.314113903
412,0.57200057,,0.072764574,0.236187022
413,0.546091936,,0.22412523,0.234176566
414,0.526762573,,0.126791825,0.278241981
415,0.749067455,,0.438066286,0.302980957
416,0.419370356,,0.446704613,0.340407965
417,0.54406187,,0.336674053,0.372083873
418,0.61379433,,0.293058412,0.43350502
419,0.737983437,,0.169528453,0.439168785
420,0.779969321,,0.158872078,0.397614553
421,0.711317197,,0.303617707,0.362357074
422,0.682965786,,0.289192459,0.307588494
423,0.537173726,,0.375709852,0.285397504
424,0.546529999,,0.319263583,0.312686766
425,0.653791441,,0.324525406,0.348193386
426,0.565301528,,0.409009598,0.224942373
427,0.625158988,,0.389377125,0.198139245
428,0.559359732,,0.347728327,0.267565843
429,0.495216769,,0.432953164,0.171116735
430,0.607122165,,0.417703586,0.145517264
431,0.661186412,,0.335515086,0.096358753
432,0.748914642,,0.265018288,0.088214284
433,0.553567006,,0.357656551,0.130116997
434,0.589384957,,0.496520995,0.182228403
435,0.650775837,,0.350088945,0.192190758
436,0.499976143,,0.338896403,0.270359304
437,0.590345159,,0.274960364,0.338332744
438,0.621997253,,0.298214168,0.37271528
439,0.690989002,,0.557425333,0.359788171
440,0.761410116,,0.54389481,0.457793155
441,0.692833189,,0.498880301,0.376914961
442,0.693950113,,0.350129566,0.359252797
443,0.543211411,,0.44069031,0.438528895
444,0.413481961,,0.341697019,0.492116676
445,0.558811785,,0.421539687,0.496171444
446,0.402660209,,0.362921739,0.379281949
447,0.470813087,,0.383139468,0.286326932
448,0.447832447,,0.364906473,0.320244035
449,0.344240218,,0.284587765,0.348543665
450,0.487685394,,0.21698066,0.231846885
451,0.56852304,,0.293346819,0.254828932
452,0.51458632,,0.202946489,0.281186538
453,0.458964709,,0.230241526,0.291881796
454,0.446068367,,0.286398805,0.205837042
455,0.362890728,,0.236043098,0.160671696
456,0.583619367,,0.337237264,0.359678767
457,0.500951146,,0.159676647,0.453706904
458,0.524087429,,0.205125965,0.29314303
459,0.571694274,,0.220834716,0.309634747
460,0.532024112,,0.245926535,0.331403864
461,0.671635192,,0.242017581,0.240330994
462,0.544967794,,0.130094293,0.368918855
463,0.489294945,,0.173891097,0.442598973
464,0.690771689,,0.256691164,0.299182663
465,0.576911527,,0.284146165,0.092323825
466,0.591031734,,0.323100489,0.091264003
467,0.572413024,,0.279638904,0.118739798
468,0.592852158,,0.306246408,0.139587969
469,0.520412268,,0.19196845,0.303873367
470,0.515123754,,0.342507825,0.250922744
471,0.502807879,,0.335305096,0.076317812
472,0.448806972,,0.234276259,0.152426017
473,0.538654276,,0.131851038,0.1803464
474,0.446555057,,0.262979936,0.189343241
475,0.546084723,,0.317954597,0.260169301
476,0.610080931,,0.4086717,0.351008268
477,0.54546312,,0.343339251,0.360449697
478,0.662328297,,0.390888536,0.353151058
479,0.643704766,,0.277580473,0.328853722
480,0.662216629,,0.284337521,0.332091555
481,0.638458648,,0.274793115,0.278413347
482,0.55992172,,0.213755952,0.299372431
483,0.441236468,,0.313933928,0.277355322
484,0.45256069,,0.388077282,0.121014347
485,0.372391344,,0.201899585,0.19629081
486,0.302562417,,0.371073131,0.271048289
487,0.352472675,,0.374983734,0.345571578
488,0.405467743,,0.306793774,0.279487114
489,0.275326798,,0.271976312,0.378100216
490,0.355811957,,0.23449624,0.471687719
491,0.538028756,,0.365919425,0.385103206
492,0.516470092,,0.274542403,0.382423533
493,0.540588264,,0.224514276,0.370027485
494,0.430015563,,0.133806788,0.300089737
495,0.422835131,,0.193690727,0.27066933
496,0.527235936,,0.373975919,0.30123021
497,0.668493195,,0.392297703,0.404703513
498,0.503203207,,0.434365046,0.38214147
499,0.647062347,,0.35538143,0.428008308
500,0.530980172,,0.521046892,0.340405521
501,0.529865655,,0.461060477,0.289655624
502,0.478190551,,0.506586839,0.27167179
503,0.567515282,,0.487445268,0.267457374
504,0.535567847,,0.408774849,0.352806745
505,0.360464679,,0.336686523,0.427054081
506,0.42979868,,0.600748623,0.301252134
507,0.520197452,,0.611234993,0.245663744
508,0.484753852,,0.509580038,0.238240175
509,0.395386905,,0.29909701,0.337602859
510,0.410704567,,0.329840189,0.390840002
511,0.477494979,,0.3772618,0.255270285
512,0.370064955,,0.346480192,0.33057737
513,0.412241571,,0.312453652,0.239657392
514,0.44148154,,0.251048529,0.262342209
515,0.34864636,,0.272862564,0.129694981
516,0.455002802,,0.3649515,0.141779135
517,0.375717923,,0.295266444,0.1023145
518,0.416302176,,0.329951985,0.112066817
519,0.567515733,,0.3151516,0.212978332
520,0.569343029,,0.316014513,0.187882967
521,0.604754934,,0.305488606,0.197804708
522,0.424247702,,0.507175908,0.269062345
523,0.447052683,,0.595724885,0.393997113
524,0.460423063,,0.519814984,0.404377171
525,0.618243488,,0.243067146,0.275127209
526,0.625142544,,0.425463655,0.070703718
527,0.607798604,,0.399348952,0.178086659
528,0.549032606,,0.350228577,0.204486316
529,0.373242344,,0.304917835,0.214952344
530,0.481309327,,0.273992218,0.310688674
531,0.48027621,,0.183977103,0.445608367
532,0.644509629,,0.314749893,0.499080563
533,0.533986969,,0.387937188,0.596154394
534,0.57514701,,0.216688555,0.435296812
535,0.551814507,,0.492424186,0.274696566
536,0.570626337,,0.407058966,0.271997557
537,0.415872694,,0.378261901,0.279377135
538,0.507041843,,0.370580865,0.198749376
539,0.421691157,,0.398440973,0.312384217
540,0.372047583,,0.475232911,0.243389196
541,0.445479417,,0.354496822,0.208013185
542,0.482763884,,0.483802329,0.158621705
543,0.443574943,,0.466925019,0.164929026
544,0.434002788,,0.446593957,0.310664091
545,0.580604636,,0.295911151,0.351144556
546,0.65547401,,0.260038813,0.197853516
547,0.559564992,,0.299218934,0.331562363
548,0.356455268,,0.298317536,0.376370171
549,0.288138186,,0.372677904,0.373265821
550,0.390274816,,0.391007827,0.37262205
551,0.458470871,,0.208933955,0.444723648
552,0.482076902,,0.412649915,0.574146198
553,0.426681161,,0.384159024,0.600049368
554,0.575908835,,0.26414563,0.304401122
555,0.457531268,,0.385651018,0.471030434
556,0.737405337,,0.355977019,0.487632704
557,0.627960146,,0.514396746,0.74536637
558,0.413914497,,0.355209298,0.730170032
559,0.49388362,,0.525494582,0.758598833
560,0.467336147,,0.278778982,0.830804516
561,0.43311987,,0.233240603,0.900084547
562,0.481615879,,0.025968118,0.802502082
563,0.402564849,,0.276253488,0.636166766
564,0.420932789,,0.148668954,0.630003712
565,0.489146756,,0.351413158,0.654561547
566,0.502246632,,0.282351288,0.690485439
567,0.611637778,,0.251985856,0.841164519
568,0.52055712,,0.251130294,0.920572448
569,0.488849918,,0.340080469,0.795969198
570,0.40003747,,0.534577041,0.696473821
571,0.260056864,,0.26169575,0.646817027
572,0.385128639,,0.298362257,0.612337379
573,0.389744214,,0.32314049,0.658010137
574,0.324234043,,0.266010122,0.63317067
575,0.36770485,,0.097678489,0.691789874
576,0.258094947,,0.130682061,0.627032344
577,0.574217038,,0.204732957,0.598372874
578,0.447817359,,0.241723335,0.576330248
579,0.411537401,,0.17747132,0.628817666
580,0.622109473,,0.300444747,0.648887288
581,0.600233716,,0.341392206,0.74225318
582,0.68503686,,0.339383239,0.606975229
583,0.502682435,,0.294976234,0.546733515
584,0.456703853,,0.415140048,0.542505513
585,0.555160492,,0.369937322,0.421855246
586,0.626508368,,0.329094087,0.367599757
587,0.617030783,,0.292475194,0.391492184
588,0.739833257,,0.260494574,0.506947785
589,0.655874256,,0.070304326,0.391212277
590,0.576288249,,0.210643112,0.355927196
591,0.630599335,,0.328508403,0.365535174
592,0.467484982,,0.0822665,0.491447172
593,0.528705203,,0.156149921,0.468746613
594,0.510012416,,0.075696159,0.363298723
595,0.495837266,,0.324731834,0.330965962
596,0.544044011,,0.299128897,0.43031355
597,0.456047999,,0.202250792,0.433364492
598,0.618619261,,0.266897253,0.401940961
599,0.566410706,,0.480365747,0.478085394
600,0.530959068,,0.453730305,0.458579252
601,0.584111161,,0.397250491,0.38453146
602,0.437663425,,0.475103,0.47560203
603,0.592735418,,0.325223984,0.482824187
604,0.504070544,,0.324582468,0.48732232
605,0.622585942,,0.329840948,0.543086531
606,0.70147583,,0.259515817,0.493427652
607,0.605590198,,0.364284354,0.563195041
608,0.496773077,,0.303045803,0.442316622
609,0.427070749,,0.405763642,0.601546014
610,0.652639316,,0.360922241,0.541330249
611,0.643462968,,0.483704304,0.605087476
612,0.604385072,,0.220638237,0.497645232
613,0.575967416,,0.383257581,0.42763438
614,0.653989466,,0.304739997,0.369448335
615,0.650387128,,0.341620573,0.306325751
616,0.560686274,,0.500257441,0.425306136
617,0.59288974,,0.554054828,0.579576132
618,0.609714648,,0.483912761,0.439563486
619,0.561395346,,0.458971094,0.490356512
620,0.683546154,,0.536086312,0.625818695
621,0.899938356,,0.59601712,0.441392872
622,0.65612964,,0.523673959,0.490910935
623,0.86529025,,0.4368349,0.451052749
624,0.653025625,,0.344297387,0.447494755
625,0.644306164,,0.502476693,0.473020763
626,0.644070107,,0.480894531,0.354619095
627,0.667396177,,0.54955776,0.282778714
628,0.647293463,,0.45526868,0.173675934
629,0.628604598,,0.417533918,0.272469891
630,0.459809353,,0.485293431,0.172643284
631,0.502637171,,0.422363178,0.123079504
632,0.610301634,,0.40228838,0.255114949
633,0.601950126,,0.497766281,0.458100665
634,0.511146844,,0.511676357,0.382269275
635,0.481844396,,0.372467954,0.356224498
636,0.536641895,,0.268869846,0.383221059
637,0.518318741,,0.288082118,0.552436886
638,0.472675544,,0.238002915,0.600800171
639,0.71419687,,0.347652138,0.708733222
640,0.658074121,,0.231916874,0.543715998
641,0.767371917,,0.18155518,0.573960168
642,0.619794702,,0.154440528,0.600534784
643,0.631565242,,0.413717339,0.519066874
644,0.712463112,,0.21664221,0.433279528
645,0.67159989,,0.377781741,0.475404212
646,0.647717745,,0.38237139,0.643002703
647,0.646742722,,0.279759612,0.554653785
648,0.789501789,,0.35100499,0.666677832
649,0.814101813,,0.219967161,0.615932679
650,0.726165716,,0.170060062,0.690296103
651,0.507479683,,0.315878601,0.569617803
652,0.556394476,,0.18770769,0.3733055
653,0.48628224,,0.326561811,0.27614958
654,0.502615805,,0.223420757,0.342760218
655,0.38040676,,0.269904606,0.327676733
656,0.564459273,,0.268373219,0.302780695
657,0.470796423,,0.249216294,0.357296037
658,0.399856242,,0.443368426,0.532163552
659,0.344989609,,0.26086574,0.660655594
660,0.475198927,,0.423174856,0.632367178
661,0.542745858,,0.236416104,0.651617637
662,0.542581348,,0.392797356,0.688847043
663,0.605195582,,0.311475788,0.679627513
664,0.576005726,,0.310630265,0.605410799
