aesthetics,memory,motion,quality,visual_verbal
0,-0.02364144,0,0,-0.21629459
0,-0.02020616,-0.00010982,0,0.07170012
-0.0389316,0,0,0,-0.05455877
0,0,0,0,-0.03317508
0,0,0.04389269,0,0.06014007
-0.02580879,0,0,-0.00678078,0.04006873
0,-0.01695384,0,0,-0.01503046
0,0,-0.02006737,0,-0.09131068
0.03268802,0,-0.04935813,0,0.15845323
0.00659209,0,0,0,-0.06584398
0,0.01167257,0,0,0.02012175
0,0,0,0,-0.04494725
0,0,0,0,0.12253597
0,0,-0.03552032,0,-0.11043479
0,0,0,-0.00095966,0.03826877
0,0,0,0,-0.00868608
0,0,0,0,0.01684845
0.01036523,0.01665753,0,0,0.01144757
0,0,-0.00314198,-1.69E-05,-0.02925568
0,0,0,-0.01568705,-0.11399097
0,0,0,0,0.15457036
0,0,0.00066114,0,-0.04336133
0.01649221,0.02241038,0,0,-0.00408551
0.02012043,0,0.06833151,0.0349106,0.07028771
0.00867366,0.00137048,0,0,-0.11531709
0,0,0,0,0.00152385
0,0.02925718,0,-0.0271524,0.04518047
0,0.01895928,0,0,-0.01219321
0,0.01335727,0,0,0.03760889
0.02843952,0.0453263,-0.02806443,0,-0.00942056
0,0.00321276,0,0,0.02228044
0,0,0,0,-0.06208861
0,0,0,0,0.07850173
0.02779027,-0.04246083,0,0,-0.03645275
0,-0.05307388,0,-0.02610788,0.00643338
0,0,0,0,-0.00659136
0,0,0,0,0.04918084
0.01691701,0.02020104,0.00320539,0,0.05605205
0,0,0.03387084,0,-0.07688095
0,0,0,0,0.0670163
0.02887324,0.02310167,0,0,-0.13156963
0,0,-0.05189305,0,-0.03043551
0,0,-0.00186532,-0.06037578,0.06508644
0,0.00301864,0,0,0.02278181
-0.05057754,0.00582872,0,0,-0.12673471
-0.03578867,0.00580148,0,0,0.11370496
0,0,0.00252856,0,0.03180681
0,0,0,-0.02225932,-0.02720687
0,0,0,-0.0408922,-0.04641883
0,0,0,0,0.01255957
0,0,0.00890442,0,0.03094606
0,-0.00372808,0,0.00188392,-0.02395538
0,0,0,0,-0.01016945
0,0,0.01673943,0,0.02015786
0.0118875,0.03398449,0,0.02089558,0.08665346
0.02875417,0.02415094,0,0.03948641,-0.06076885
0,0,-0.00696006,0.08440527,0.0196236
0,0,-0.00982852,0,-0.02829591
0,-0.06268701,-0.00234953,0,0.07746611
-0.02935767,0,0,0,-0.13543258
0,0,0,0,0.02640905
-0.00836002,0,0,0,0.03708269
-0.00594674,-0.00288456,0,0,0.03071097
-7.10E-05,-0.02809107,0,0,-0.03888138
-0.00289898,-0.00816677,0.03082351,0,0.04643052
-0.00147488,0,0,-0.02026667,-0.08063621
0,0,0,0,-0.05145212
0,0,0,0,0.20909553
0,0,0,0.01262661,-0.12073227
0,-0.0130605,-0.01461281,0.00901252,0.0528975
0,-0.00169843,-0.00638122,0,0.01918943
0,0,0,0,-0.06756671
0,0,0,0,0.0566081
-0.02193962,0,0.00653416,0,-0.03431702
0,-0.01034817,0,0,-0.00600484
0,0,0,0,-0.05310337
0,0,0,-0.02848958,0.09547582
-0.00747389,0.02560707,0,-0.02061499,-0.08415274
0,0,0,-0.01500484,0.05549913
0,0,0,-0.00397229,-0.03217931
0,-0.00579707,-0.04819977,0,-0.02553141
0,0,0,0,0.03650493
0,0,0,0.00271361,-0.010022
0.00175664,0,0,0,0.01768874
0,0.00149501,0,0,-0.00145728
0,0,0.00852469,0,-0.11710326
0.01934835,0,0.01432646,0,0.13435229
0,0,0.01421251,0.01003823,-0.06884921
0,0,0,0.00477258,0.01440741
-0.01255588,0.01213319,0,0,0.1257308
0,0.03778752,0,0,-0.14799392
0,0,0,0,0.01455652
0,0,0,0,0.14193691
0.00227737,-0.02604885,-0.00041035,0,-0.03911344
0,0,0,0,0.01691753
0,0,0,0,-0.00091239
0.02939555,0.04131357,0,0,-0.06337424
0,0.04707105,0,-0.04831311,-0.04267275
0,0.01016802,-0.05587706,0,-0.06876459
0,0,0,-0.00347969,0.1815702
0,0,-0.01980754,0,-0.10079093
0,-0.00578845,0,0,0.10605325
0,0,0,0,-0.05315565
0,0,0.02179952,-0.00101459,-0.07578011
0.04478011,0.00797475,0,-0.01387318,0.02706319
0.0356153,0.0019675,0.01682434,0,-0.06637562
0,0,0,0,0.03361792
0.00123876,0,0,0.03877605,-0.0752036
0,0.00633264,0,0,0.04852221
0,0,0,0,0.02520554
-0.00547417,0,0,0,-0.04934508
-0.01964374,-0.0113651,0,0,-0.00142922
-0.01690654,-0.01383605,0,0,0.10904597
0,0,0,0.02536221,-0.08348096
0,0,0,0,0.04160426
0,0,0,0,-0.04946936
0.01673126,0,-0.00051979,-0.01815329,0.06052198
0,0,0,0,-0.0993107
0,0,0,0,0.03677424
0,0,0,0.03899528,-0.03342634
0,-0.02797724,0,0,0.12724652
0,0,0,0,-0.04008803
0,0,0,0,-0.03363221
0.02822516,-0.01356186,0.05331071,-0.01540173,-0.01299667
0,-0.01070267,0,0,0.03885592
0,0,0,0,0.00864998
-0.02153761,0,0,0.00662848,0.04299309
0,0.02036979,0,0,0.07753769
0,0,0,0,-0.06309491
0.04390765,0,0,0,-0.01561082
0,-0.00420569,0,0,-0.10981467
0,-0.04835053,0,0,0.09928639
-0.04889655,-0.00596465,0,0,-0.02621987
0,0,0.04082594,0,0.01886293
0,0,0,0.03526056,-0.0303683
0,0,0,0,-0.03708707
0,0,0,0,-0.0160978
0,0,0.01234506,0,0.06786149
0,0.00069222,0,0,0.00648315
0,0,0,0,-0.00831597
0,0,0,0,0.05062497
0,-0.0027079,0,0,-0.02242297
0,0,0,0,0.04949116
-0.02093165,0,0,0,-0.08305367
0,0.00081581,0,0,0.1305434
-0.01988704,0.01892646,0,0,-0.12093063
0,0,0,0,-0.02168473
0,0,-0.06378682,0,0.06826884
0.01843682,0.00072504,0,0,-0.03246292
0,0,0,0,-0.00524239
0,0,0,0,-0.04237296
0,0,0,0,0.06606967
-0.03896546,0,0.01253343,0,-0.06492282
0,0,0,0,0.07125916
0,0.00207876,0,-0.00899036,-0.06025704
0.05388338,0,0,-0.0200762,0.12139225
0.02512713,0,0.02644882,0,-0.13516765
0.00226503,0,0,0,0.02876922
0.00433708,0,0,0,0.05034951
0.00518092,0,0,0,-0.07853346
0,0,0,0,0.03983238
0,-0.00458276,0,0.01026802,-0.00188697
0,0,0,0,0.09041134
0,0,0,0,-0.07505992
0,0.01510644,0,-0.00330761,-0.08832465
0,0,0,0,0.045844
0.00035279,0,0.02717103,0,0.12438496
0,0,0,-0.03916687,0.01750844
0,0,0,-0.00158937,-0.12327735
-0.0037347,0.01435044,0,0,0.12805509
0,0,-0.00017925,0,-0.13182715
0,0,0,0,0.02630324
0,-0.00461139,0,0.00156727,-0.17889898
0,-0.01670409,0,0.02480941,0.19844099
0,0,0,0.01307125,-0.05756578
0,0,-0.07409688,0,0.0308534
-0.0236841,0.00066359,0,0,0.1362976
0,0,0,-0.01813794,-0.09790883
0,0,0.00944947,0,-0.002841
0,0,0,0,-0.05229741
0,0,0.01482697,0.00333516,-0.02991733
0,0,0,0,0.02896644
0,0.0197609,0,0,-0.12256269
-0.07123242,0.0149328,0,0,0.09662017
0,0.00394292,-0.00202067,0,-0.00715357
0,0,0,0,0.0134538
0.02401684,0,0,0,-0.07100852
0.03538052,0,0,0,0.12111793
0,0,0,0.00515412,0.00542582
0,-0.00619299,0,0,-0.03918742
0,0,0,0.00907415,0.05264008
0.0018716,0,0,0.03381577,-0.06557341
0.03802005,0,0,0,-0.01334435
0,0.02194347,0,0,0.06664806
0,0,0,0,-0.04973502
-0.02444574,0,0,0,-0.12253712
0,0,0,-0.09029295,0.1345662
0,0,0,0,-0.00399348
0.00683382,0,0,0,-0.00251148
0,0,0,0,0.02397782
0,0,0,-0.01970335,0.03111395
0,0.01188251,-0.03550759,0,0.0120968
0,0.01788185,0,0,-0.15559534
0,0.01188786,0,0.03620643,0.18819328
0.03200591,0,0,0.03093037,-0.03402152
0,0.01001929,0,0,-0.11252388
0,0,0,0,0.00305803
-0.03304899,0,0,0,0.02000979
-0.00180979,-0.01216392,0,0.00767531,-0.03306812
0,-0.00471543,0,0,0.01860979
0,0,0,0,-0.02845827
0,0,0,-0.01258815,0.01698222
-0.02481716,0,0.02105441,-0.03084222,0.096196
0,0,0,0,-0.00099012
-0.00675903,0,0,0,0.0231779
0,0,-0.02910787,0.00342153,-0.07774721
0,0,0,0,0.10467986
0.05853392,0,0,0,-0.07344967
0,0,0.0167269,0,-0.0588078
0,0,0.00420581,0,-0.00358247
0,0,0,0.00279287,0.05593769
0,-0.07880199,0,0.03252796,0.02917971
0,0,0,0,0.0043492
0.00756414,0,0,0,-0.10805959
0,0,0,0,-0.02655638
0,0,0,0,0.05546688
-0.01127867,0.00728764,0,-0.03620556,0.05309283
0,0.05067438,-0.03154244,-0.0256471,-0.00621143
-0.00732767,0,0,0,-0.03715803
-0.00247507,0,0,0,0.06400741
0,-0.00446755,0.0566697,0,-0.07703517
0,0,0,0,-0.05670577
0.00611133,-0.00074529,0,0,0.07238368
0,-0.01576817,-0.00765593,0.01884671,0.07885129
0,-0.00297278,-0.02561439,0.01486737,-0.11906557
0,-0.00389776,0,0,0.08477035
0.02694015,0,0,0,-0.0279259
0,0,0,0,0.02984825
0.00548025,0,0,0,-0.10739534
0,-0.00250261,0,0,0.03007103
0,-0.00797824,0,0,0.04010232
0,0,0,0,-0.08763441
-0.03276845,0,0.00891459,0,0.08025995
-0.01668743,0,0,0,-0.04024402
0,-0.00146777,0,0,0.06246863
0,0,0,-0.00717351,-0.00529905
0,0,0,0,-0.02343793
0,0,0.02901578,0,0.0243379
0,0,0,0,0.06439547
-0.02538287,0,0,0,-0.0201877
-0.00368428,0.01653883,0,0,0.00631151
-0.00582334,0.01355535,0,0.00755406,-0.03286789
0,0,0,0,-0.05217982
0,0.00637057,0,0,0.07619624
0,0,0,-0.01036386,-0.01199986
0,0,0,0,-0.00639665
0,0,0,-0.0057065,-0.01870684
0,0,0,0,-0.00894663
0,0,0,0,0.03044354
0.00272491,0.00117334,0,0,-0.05666904
0,0,0.07056612,0,0.04628319
0,0,0,0,0.0187373
0,-0.02310679,0,0,0.04589252
-0.00080247,-0.03025455,0,-0.01673204,-0.08903931
-0.02141118,0,0,-0.02615556,-0.03846651
0,0,-0.05716869,0,-0.03978021
0,0,-0.00351471,0,0.07822251
0,0,0,0,-0.00721826
0,0,0,0,0.05974513
0,0,0.05274801,0,-0.08081965
0.01558827,0,0,0,0.08130349
0,0,0,0,-0.01831126
0,0,0,0.03307212,0.0104132
0,0.02992752,-0.02402137,0,-0.00623001
0,0.00184344,0,0,-0.03680722
0,0.00523007,-0.04630887,0,0.03729544
0,0.00251425,0,0,-0.04288978
0.01698177,0,-0.04957364,0,0.044528
0.02160978,0.01409348,0,-0.01525091,0.03652423
0.0032631,0.00401903,0,0,-0.0360913
0,0,0,0,-0.0165972
0,0,0,0.02022977,0.07812474
0,0,-0.01065181,0,-0.10186308
0,0,0,0.00952235,0.05875813
0.01245027,-0.00929355,0,0,-0.00249217
0,0,0.00158178,0,0.04486702
0,0,0.00396953,-0.00207465,0.00640228
-0.03082245,0,0,0,-0.06018421
-0.0120595,0,0,0,0.05706138
0,0,0,0,-0.03264208
0,-0.00531456,0.04525424,0,0.07441559
0,-0.02150519,0,0,-0.01591801
-0.02197627,-0.01278375,0,0.02975773,-0.04381595
0,0,-0.02010927,0.02092752,0.01250291
-0.06413856,0,0,0,-0.10964115
0,0,0,0.00725386,0.06509259
-0.01636112,-0.00713518,0.01715933,0,-0.02049426
0,-0.00659194,0,0,0.05041847
0,0,0,0,-0.05858648
0,0,0,0,-0.00593638
0.00527339,0,0,-0.06859926,0.0819833
0,0,0,-0.00212393,-0.14994183
0,0,0.07255549,0,0.0555681
0,0,0,0,-0.05959957
0.03498309,-0.05555694,0,0,0.12146801
0,-0.01696733,0,0.04138379,-0.0060353
0,0,0,0.05468253,0.02981538
0.07052152,0,0,0.00501817,-0.06645596
0,0.01922276,-0.02702655,0,0.06933368
0,0.01765071,0,0,-0.12160678
0,0,0,0.00206738,0.17069925
0,0.02151776,0.00252771,0,-0.11569701
0.00141658,0,0,0.06148585,0.00698067
0,0,0,0,-0.02132829
0,0.01609845,0,0,-0.06227403
0,0,-0.00771105,0,0.02783638
0,0,0,0,0.06868497
0,0,0,-0.0604255,-0.18702597
-0.03225693,0.01867741,0,0,0.11753493
0,0,0,0,0.0224739
0,0,0,0.01210685,0.02752042
0,0,0,0,-0.06153944
-0.00943957,0,0,0,0.05861257
0,-0.01091238,0,0,-0.02777044
0,-0.00373949,-0.02298731,0,0.10234828
0,0,-0.01926396,0.08260428,-0.23302419
0,0,0,0,0.13493631
0,0,0,0,0.10169331
0.0343943,0,0,0,-0.02612032
0.00953473,0,0,-0.01019898,-0.03167001
0,0,0,-0.03455112,-0.06523565
0,0,0,0,0.10939364
0,-1.58E-05,0,0,-0.04907702
-0.00231467,-0.00946766,0.05271723,0,0.00631339
0,-0.02824584,0,0,-0.0751867
-0.00105437,0,0.00264167,0,0.07416547
-0.02478509,0,0,0.06959194,0.03438475
-0.0198157,0,0,0.04345089,-0.11610499
0,-0.0157698,0,0,0.0708039
0,0,0,0,-0.06372307
0,0,0,0,0.03625179
0,0.04336765,0,0,-0.03780976
0,0,0,0,0.03510807
0,0.00142983,0,-0.01550468,-0.00482439
0,0,0,-0.03759844,-0.00231802
0,0,0,-0.06578249,0.09783861
0.0439004,0.01899349,0,-0.0331002,-0.09923484
0,0.00634637,0,0,-0.03694965
0,0,-0.06043814,0,-0.02878978
0.00572382,0.00555779,0,-0.00985132,0.0804869
0.01685159,0,0,0,-0.0642666
0.00796445,0,0,0,0.06747217
0,0,-0.00412983,0,0.02942722
0,0,0,0,0.01018187
0,0,0,0,-0.08506388
0,0,0.00827711,0,0.00352331
0.00745726,-0.01595484,0,0,0.03214081
0.02873843,0,0,0.00444883,0.02170205
0,-0.01473566,0,0.11347922,0.03096286
0.02830975,0,0,0,0.05022325
0,0,0,0,0.0355005
0.00179815,0,0,0,-0.13008073
0,0.00229942,0,-0.03275269,0.00016351
0,0.00646275,0,-0.03765616,0.05026676
0,0,0,0,-0.06971924
0,0,0,0,-0.06959423
0.03497045,-0.03781824,0,0,0.19160775
0,0,0,0,-0.14961231
0,0,0,0,0.03247294
0,0,0,0,-0.02729712
-0.00526631,0.01769005,0.06185425,0,0.12201853
0,0.00699018,0,-0.01583252,-0.06342704
0,0,0,0,-0.04017505
0,0,-0.06732168,0,0.10399641
0,-0.00963268,0,0,-0.13860821
0,0,0,0,0.05697185
-0.06773387,0,0,-0.00182449,0.02030957
-0.0004177,0.03056178,0,-0.02242317,0.03702926
0,0,-0.04151376,-0.01678734,-0.06018295
0,0,-0.00222521,0,0.02480432
0,-0.00140143,-0.01368556,0,0.03399293
0,0,0,0,0.0021228
0,-0.01157178,0,-0.02219402,-0.03248421
0.01737288,0,0.02149653,-0.01803673,0.00171657
0.02270348,0,0,-0.00409277,-0.02321213
0,0.00637058,0,0,0.02805154
0,0.00410631,0,-0.02610698,0.10087921
-0.02656008,0.02453569,0,0,-0.13824999
-0.04539543,0,0.01523627,0,-0.00249958
0,0,0.03226786,0.05473139,0.0685631
0,-0.05799531,0.0712708,0,0.09745482
0.00172381,0,0,0,-0.11443642
0,-0.00947999,0,0,-0.01088212
0.00861039,0,0,0,-0.13949076
0,0,0,0,0.07065532
0.00665299,0.02874814,0,0.02336537,0.03080916
0,0,0,0.02187377,-0.01291528
0.00884655,0,0,0,0.01396457
0,0,0,0,0.02464573
0,0,0,0,-0.07588153
0,0,0,0,0.04680313
-0.02322106,0,-0.00556035,0,0.01993393
0,0.00249679,0,0,0.06337915
-0.01873414,0.01144889,0,-0.01051944,-0.03534253
0,0,0,-0.03097453,0.01471523
0,0,0,0,-0.02127612
0,0.03786525,0,0,0.01298801
0.01887121,0,0,0.00833207,-0.13519926
0,0,-0.05375619,0,0.0683279
0,-0.00786534,0,0,0.03579413
-0.0045251,-0.01287011,0,0,0.03114317
0,0,-0.0461159,0,0.03491597
0,-0.00797637,-0.02541635,0,-0.05630018
-0.01705305,0,-0.00838667,0,0.00537855
-0.00495558,0,0,-0.00245249,-0.09953712
0,0.01497633,0,0,0.06983986
-0.02154549,0.00047273,0.02078992,0,-0.03835893
-0.01538294,0,0.00898224,-0.02378947,0.06635203
-0.01872594,0.01932121,0,-0.00744206,0.03678552
-0.00190523,0.00396154,0,0,-0.13708321
0,0.00108442,0,0,0.1058479
0,0.00387006,0,0.05335121,-0.04106073
0,0,0.00081095,0,-0.00220971
0,0,0,0,-0.0043157
0,-0.00059795,0,-0.01833767,-0.00174955
0.00778793,-0.01293272,0,-0.00725769,-0.03255183
0,0,0,0,0.04643981
0,-0.01708861,0,0,-0.02941104
0.03611091,0,0,0,-0.03453532
0,0,0.00015654,0,0.07448832
0,0,0,0,-0.02565453
0,0,0,0,-0.00053487
0,0,0,0,-0.04958257
0.0066827,0,0.00206224,-0.00325578,-0.05739487
0,-0.00141772,0.01037517,-0.05022284,0.05641163
0,-9.96E-05,0,0,0.05061495
-0.00935661,0,0,0,0.04664641
-0.00379722,0,0,0,-0.14859786
0,0,0.00586189,0,0.11147407
0,0,0.00089917,0,-0.00033464
0,0,0,0,-0.03655532
0,0,0.05692466,0,-0.09783297
0.01891789,0,0,0.01897407,0.14193242
2.46E-05,0,0,0,-0.12049781
0,0,0,0,0.14286172
0,-0.00854221,0,0,0.04205023
-0.00132215,-0.00381048,0,0.00346135,0.03982675
-0.02384638,0,0,0.00974192,-0.09101894
0,0,0,0,0.00182791
0,0,0,0,0.00476094
0,0,-0.06425972,0,0.0090804
0,0.01621949,0,0,0.08610493
0,0.01264061,0,0,-0.11503651
0,0,0,0,-0.01105752
0,0.0014126,0,0,0.08247967
0,0,0.00253488,0,-0.02458854
0,0,0,0,0.06976212
0,0,0.04801542,0,-0.04985376
0,0,0,0,0.00751627
0.00206079,0,0.02031288,-0.02905605,-0.04529994
0.0007267,-0.02400802,0,0,-8.39E-05
0,0,0,0,-0.01398565
0.01234359,0,0.05462122,0,-0.06373183
0,-0.00349416,0,0,0.01108424
0,0,0,0.01443076,0.05642154
0,0,-0.05708308,0,-0.03933487
0,0,0,0,0.02404313
0.00528202,0,-0.05977932,0,0.05994662
0.01181309,-0.01459624,0,0,-0.03602484
0.00861274,0,0,0,0.02308222
0,0,0.06890026,0,0.0099088
0,0.00321951,0,0.02805713,0.06456711
0,0,0,0,-0.07104275
0,0,-0.02325681,0.03107532,0.01092876
0,0.02486387,0,0.00087509,-0.11060832
0,0.02728526,0,0.03088244,0.0350272
0,0,0,0,-0.01474497
0,0,0,0,-0.08630714
-0.01013432,-0.00866185,0,-0.00969323,0.07321646
0,-0.0007418,0,0,0.03977019
0,0,0,-0.03498012,0.04643929
0,0,0.04510444,-0.00960752,-0.1061503
-0.02272537,0,0,0,0.06839709
0,0,0,0,0.02764908
0,0,-0.00044208,0,-0.03048455
0,-0.00930914,-0.00546803,0,0.07215789
0.05237916,-0.00369247,0,0,0.07279229
0,-0.00979887,0,0,-0.18438636
0,0,0,0,0.04092821
-0.02453069,0,-0.05026524,0,0.01315475
-0.0432917,0.00846936,-0.02860224,0,0.05384036
-0.02516994,0,0,0,0.06817681
0,0,0,0,-0.11087012
0,0,0,-0.03227098,0.00816613
0.0769692,0.02454593,0,-0.00793313,-0.11478587
0,0,0,-0.02933538,0.0715434
0.02279205,0,0,0,0.12509399
0.01770028,-0.01021667,-0.01416306,0,-0.06466968
0,0,0,0.02677124,-0.10161756
0,0,0,0.00245844,-0.01841133
0.03714542,0,0.04554452,0,0.05150001
0,0.00171636,0,0,0.05047566
0,0,0,0,-0.02633308
0,0,-0.01320566,0,-0.12814337
0,0,0,0,0.06491103
0.01917698,0,0,0,-0.00379449
0,0.00884875,0,0,-0.03628915
0,0.00853522,0,-0.00611684,0.16538288
0,0,0,0,-0.1029012
0,0,-0.01973542,-0.05358403,0.01123605
0,0,0,0,-0.11614861
0,0.00399925,0,0,0.0722182
0,0.01204823,0,0,0.01716315
0,0.01021109,0,0.02636688,-0.03777
0,0,-0.00801399,0.0488658,0.13934957
0,0,0,0,-0.11977824
-0.06182573,-0.00907546,0,0,-0.01912787
0,-0.00393058,0.02061114,0,0.01227596
0,-0.01551028,0,0,0.09254769
0.03485336,0,0,0,-0.11747149
0,0,0,0,0.05037496
0,-0.00892858,0,-0.01769685,-0.00869536
0,0,-0.00498737,0,0.05575466
0,0,0,0,0.00810582
0,0,0,0.02753938,0.05139932
0,0,0.05443423,0,-0.08483933
0,0,0,0,0.00841552
0,0,0,-0.02957456,-0.00535926
-0.01318308,-0.00013826,0,-0.0135038,-0.08898651
0,-0.00542582,0,-0.02409372,0.06520894
0,0,-0.05623075,0,0.07234633
0.02153569,0,-0.03169864,0,0.04967345
0,0.00444312,-0.00358252,0,-0.05501841
0,0.00355397,0,0,-0.00147272
-0.01633208,0,0,0.04119383,0.01060039
0,0,0,0,-0.01900912
-0.01695171,-0.00029979,0,0,-0.01706049
-0.0066975,0,0,0,-0.00278694
-0.028711,0,0,0,0.09334624
0,0,0,0,-0.15566816
0,0,-0.01756348,0,0.03002
0.015917,0,0,0,0.01308014
0.01409126,0.02530193,0,-0.04976818,0.11983105
0.02160981,0.00732093,0,0,-0.09460005
0.00263775,0,0,0,-0.03660949
0,0,0,0.01953988,0.01432832
0,0.01490906,0,0.04138688,0.08407688
-0.00711032,0.03053293,0,0.00681836,-0.11113015
-0.01292495,0.011039,0,0,0.03938453
0,0.02348781,0.00811113,0,-0.08171524
0,0,0.00198455,0,0.19396616
0,0,0,0,-0.17640566
-0.04790879,-0.00074669,0,0.0233188,-0.02744759
0,-0.0464049,0,0.00438932,0.02357233
