aesthetics,memory,motion,quality,visual_verbal
0.04584641,0,-0.00132168,-0.03017564,0.05534177
0,0,0,0,0.0306957
0,0,0,-0.0115797,-0.03463643
0.01327522,0,0,0,-0.07815815
0,0,0,0,0.02872618
0,-0.01484553,0.00967024,0.07590618,0.0399972
0,0,0.0633741,0,0.03041489
-0.01066379,0,0.04670072,0,-0.02431006
-0.004833,0,0,-0.10491567,0.06076949
0,0,0.24970209,0,-0.03158675
0,0,0,-0.17010936,-0.01247063
0,0,0,-0.00132825,-0.01528817
0,0,0,-0.03504596,-0.00885375
0,-0.00213157,0,0,0.02728721
0.04206132,0,0,0,-0.04447972
0,0,0,0,0.0021896
0,-0.01620174,0,0,-0.02329677
0,-0.06373463,0,0.02489426,-0.02066499
0,0,0,0,0.17563033
-0.14613966,0,0,0,-0.06028474
0,0,0,0,-0.03567782
0,-0.00226943,0,-0.02454125,-0.09198695
0,-0.02375568,0,0,0.0429457
0,-0.06967737,0.24194817,0,-0.01160601
-0.04299431,0,0.07331557,0.01417344,-0.0241945
0,0,0,0.06412421,0.01977004
0,0.01402004,0.02634729,0,0.01553802
0.01526643,0,0,0,-0.05865399
0.08357656,0,0,0,0.14486442
0.03356056,-0.0398983,-0.30520986,0,-0.00365389
0,0,-0.11560295,0,0.04496058
0.01644589,0,-0.08259972,0.01082553,-0.04837945
0,0,0,0,0.00725017
0,0.04989004,0,0,-0.06508443
0,0.03216073,0.01951695,0,-0.01807521
-0.10616822,0.10261592,0.04700455,-0.02752744,0.01401559
0,0.07001246,0.07030622,0,-0.0212155
0,0.07543267,0.06956442,0,0.02947237
0,0.00757056,0,0,0.02500422
-0.05069076,0,0,0,-0.02918821
0,0.02206274,-0.03288261,0.06797826,0.02349135
-0.0290475,0,-0.10646074,0,-0.03331637
0,0,-0.06447365,0.09981465,0.05124069
0,0.01892533,-0.02206026,0.16175257,0.01883865
-0.01093567,0,0,0,-0.05427274
0,0,-0.04635487,0,0.12438185
-0.00092337,-0.00918287,-0.05666075,-0.00813755,-0.14751058
0,0,-0.00655722,0,-0.01877336
0,0,0,0,0.01372104
0,0.04347571,0,0.03554771,-0.03053647
0,0.0082296,0.02778598,0,0.09949365
0,0.00765747,0,0.10839709,-0.05175262
0,0,0,0,-0.05880098
0,0,0.0066422,0,0.00032617
0,-0.0053717,0,0,-0.01427823
0.02000183,-0.02591313,0.05281052,0,0.13904087
0,0,0.08569928,0,0.0467284
0,0,0.03799663,-0.01400682,-0.10143776
0.03098566,-0.01003479,0.05574887,0,0.06290372
0,0,0.00648671,0,-0.00410265
0,-0.08612266,0,-0.02247294,-0.13286751
0,0,0,-0.00768173,-0.05096107
0,0,-0.02575975,-0.04258367,0.1449081
0,0.01224345,-0.13637944,-0.04037037,-0.03016551
0,0,-0.08355098,0,0.03852791
0.00634846,0.10794948,-0.02678834,0,-0.02423531
0,0,0,0.01027025,0.05789556
0,0,0,0,0.00352228
0,-0.00884232,0,0,0.04617391
0,0,0.0107055,-0.00160284,-0.03278292
0,0,0,0,0.06107739
-0.00772401,-0.00815931,0.02077254,0,-0.02082868
0,-0.02801392,0.0422362,0,-0.04113865
0,-0.03255223,0,0,0.00237137
0,0,0,-0.06873232,0.09346394
0,0,-0.03906404,0,-0.09612336
-0.00059409,0,-0.05394365,0,0.03905143
0,0,-0.05495736,0,-0.01000966
0,0,0,0,-0.07747493
0.10168473,0,0,0,0.01123634
0,0,0,-0.00616944,-0.03599127
0,0,0.03167867,-0.03630564,0.10791735
0,0.02653485,0.04634409,0,-0.06945297
0,0,0.06823062,0,-0.06094801
0,0,0.0201417,0.00059245,0.03011134
0,-0.00616396,0,0,0.07356629
-0.02809129,0,0,0,0.01181004
0,0,-0.04908747,0,-0.06768024
0,0,0,0,-0.00748128
0,0,0,0,0.05059169
0,-0.04619821,0.02960259,-0.0068144,-0.0869185
0.06371431,0,0.03280146,0,0.09828468
0.05219047,0,0.01236831,-0.00968538,-0.01107377
0,0.03069337,0,0,-0.09079895
0.06953231,0,0.00358069,0,0.01175365
0.00267574,0.02044881,0,0,0.04383796
0,0.01481774,0.00604229,-0.01542277,0.00918705
0,0.00029696,0.04287741,0,-0.08960445
0,0,0.03877419,0,0.02639783
0,0.0459996,0.07399936,0,0.06214094
0,0,0,0,0.01236119
0,0,0,0.0507662,-0.01602119
0,-0.03010789,0,0,0.08788319
-0.10325073,-0.07162886,0,0.00857071,-0.18240734
0,-0.04988623,-0.00786415,0,0.10440175
0,-0.01895583,0,0,0.01074213
-0.00412226,0,-0.2155204,0,0.03066028
0,0,0,0,0.03849258
0,0.03603156,-0.04359621,0,-0.01596527
0,0,-0.00132624,-0.00386929,0.02896823
-0.01120238,0,0,0,-0.19550702
0,-0.01094719,-0.01033287,0,0.12194463
0,-0.01873053,-0.01149403,0.01525172,0.04675214
-0.0098863,-0.03965746,-0.01326881,0,0.01953401
0,-0.03207056,-0.00806635,0,-0.06603242
-0.07132569,0,0,0,0.00578367
0,0,0,0,-0.0096924
0,0,0.00407436,-0.00594852,-0.05972968
0.01437914,0.01705066,0,-0.01681977,0.04014373
0,0.02037307,0,0,0.05243194
0,0,0,0,-0.03553185
0,0,0,0.0078397,0.03547602
0.03002773,-0.04906427,0,0,-0.01774626
0,0,0,0,-0.05063602
0,0,0.02890394,-0.00891177,0.02314199
0,0.00943677,0,0,0.05174037
0,0,0,0,-0.09390668
0,0,-0.01084679,0,-0.01877837
0.00956473,0.01213067,-0.00318621,0,0.12677975
0,0,0,-0.04518545,-0.02531602
0,0,0,0,0.01151874
0.00546393,-0.05351486,-0.03756538,0,-0.02352946
0,0,0,0,0.02387715
0,0,0,0.00177649,-0.10159367
0,0,0,0,0.02492911
0.0077237,0.01079163,0.03081296,0,0.07220699
0,0.05478715,0,0,-0.02078277
0,0.0286972,0.02296435,0,-0.0315403
0,0,0.00584206,0.00340148,-0.00568137
0,0,0.00033333,0,0.02358808
0.03665815,-0.01633305,0,0,-0.13265968
0,0,0.03243182,0,0.04923026
0.00259625,0,0.02550819,0.03239346,0.05545388
0,0,0,0,0.0437429
0,-0.01720786,0.00893664,0,0.01679279
0,-0.00065004,0.01441298,-0.01543932,0.00202369
0.01097669,0,0,0,-0.12617229
0,0,0,0,0.03236067
0,0,0,-0.00318172,0.05531404
-0.0143753,0,0,-0.03915923,0.04526133
0,0,0,-0.00053623,0.00233382
0,0,0,-0.02994179,-0.20535801
0,0.03538451,0,0,0.10374394
0.02774532,0,0,0,0.09695367
0.08019506,0,-0.03114226,0.05710871,-0.16149139
0,0,0,0.01821821,0.07040708
0.00428598,0,0,0,-0.00652661
0,0.04014813,0,0,-0.01296261
0.02228889,0.03619122,-0.00640686,-0.05534205,0.04563832
0.00027463,0,0,0,0.04604018
0,0.01002307,-0.04185444,0,0.04654764
0,0,0,-0.07796848,-0.02797878
-0.12822261,0,0,0,0.00407892
0,0.00266119,0,0,-0.07372098
0,0,0,0.05074588,-0.03286472
0.00107697,0,0,0,0.09143802
0.03889385,0.00830016,0.00956894,0.02169205,-0.05226723
0,0,0.03275848,0,-0.04766869
0.03999848,0.07219798,0.02013573,0,0.00160422
0,0,0,0.01774224,-0.0912275
0,0,0,0,0.08901805
0,0,-0.02997171,0.00527782,0.05471651
0,-0.09336903,-0.00513358,0,0.01193561
0,0,0,0,-0.10759462
0,0,0,0.05382738,0.00683951
0,0,0.02573441,0,0.00338466
0,0,0.03567436,0,-0.13028497
-0.00086833,0.03442717,0,0,0.12452505
0,0,0,0,0.0246748
-0.00163965,0,-0.01873345,0,0.10356041
0,0,-0.05026571,0,-0.00757142
0,0.09332979,-0.02405774,-0.00856641,-0.03813544
0,0,-0.01887108,0,-0.05069287
0,0,0,-0.03857762,0.02036701
-0.01021861,-0.02347534,0,0,-0.00010285
-0.05882914,-0.00681863,0,0,0.06600701
0,-0.00460751,0,0,-0.01199412
0,-0.05955594,-0.03349465,0,-0.00182578
0.02505006,0,-0.01620153,0,-0.1466455
0,-0.06978253,0,-0.05504094,0.1191946
0,0,0,-0.05028002,0.09503997
-0.03460797,0,0,0,-0.08022283
0,0.06187713,0,0,0.04536753
0,0.03736979,0,0.04505028,-0.06522929
-0.04273772,0,0,0,0.15133241
0,0,0,0,-0.05235505
0,0,0,0,-0.20015916
0,-0.0406298,0,0,0.14201645
0,-0.00495351,0,0,-0.03178791
0,-0.01922392,-0.01422652,0,0.01398359
0,0,0,-0.00056922,0.06793842
0,0,0,-0.00628378,-0.13816317
0,0.0165412,0.00487864,0,0.062927
0,0,0.03485501,0,-0.04099008
0,0,0.03653035,0,-0.08331878
0.04935922,0,0.01155824,0.00302175,0.14072411
0,0.05388838,0,0,-0.11607369
0,0,0.00656077,0.07588496,0.04838511
0,0,0,0.023866,0.00351181
0.01545406,0,0.02640626,0,0.16119008
0,-0.00762805,0.01445445,0,-0.05178517
0,0,0.0058886,0,-0.04472623
0,0,0,0,-0.07494209
0,0,0,0,0.09744613
0,0,-0.03081728,0,-0.00948949
0,-0.04950591,-0.05774436,0,0.00675717
0,0,-0.00029966,-0.00915469,-0.01360216
0.00654632,0,0,0,0.07245786
0,0,0,0,-0.09550757
0.08622404,-0.04053717,0,0,-0.06311713
0.00806074,0,-0.02213518,0.0330828,0.24838894
0,0,0,0,-0.23910562
0,0,0,0,0.02324262
-0.01829829,0,0.02465746,0,-0.00950163
0,-0.00457373,0.04374866,0,0.02999301
-0.01833771,0,0.06164346,0,-0.04847953
0,0,0.08380274,-0.01864666,0.00490143
0,0,0,0,0.05684258
0,0,0,0,-0.03127997
0.01375317,-0.00661893,0,0,0.02206185
0,0,-0.03105098,0.03942873,-0.06802801
0.01781325,0,-0.01307472,0,0.06189332
0,0.0379806,0,0,-0.06024597
0,0,0,-0.03742073,-0.03691164
-0.05038943,0,0.00413543,0,0.09256399
0,-0.01523594,0.02353902,0,-0.02817112
-0.02540705,0,0.05225938,-0.06627522,-0.02413859
0,0,0.0350812,0,-0.04675056
-0.05624313,0.04009637,0,0,0.1072972
-0.02734245,0,0,-0.02691939,-0.03533839
0,0,-0.04166084,-0.05984714,-0.04315362
-0.03807093,0,-0.01264304,0,0.15804534
0,-0.10289162,-0.01441906,0,-0.12864754
-0.06399788,-0.05747859,-0.06641435,0,0.08328948
0,0,-0.08075011,0,-0.00866252
-0.02608638,0,-0.03774843,0,-0.09595866
-0.01594755,-0.02242809,-0.02624274,-0.08269794,-0.02433983
0,0,0,0,0.06052345
0,0,0,0,0.15760093
0.06695054,0,0.00636321,0.13299617,-0.05057397
0.04152344,0,0,0,-0.06268375
0,-0.01573505,0,0,-0.0186988
0,0,0,0.04324741,0.02195464
0,0,0,0.0172161,-0.0831934
0.05064893,0,0.04635384,0,0.15818307
0,0,0.06255852,0.01650182,-0.1053222
0,0,0.0444411,0,-0.08196236
0,0,0.02599338,0,-0.00917166
0,0,0,0,0.01467516
0.01693158,0,0,-0.01430225,0.01104835
0,0.04153731,0,0,0.02361349
0.01021192,0.00864452,0,-0.0075838,0.1199751
0,0,-0.06985269,-0.02990452,-0.143467
0,0,-0.01023943,-0.01319589,0.07919739
0,0.04963504,-0.01248106,0,0.06052401
7.87E-05,0,0,0,-0.05253535
0,0,0,0,0.09412732
0,0,0.0029577,0,-0.09094168
0,0.01056986,0.0382381,0,0.01175754
0,0.0098359,0.07137749,0,0.03373871
0,0.0130586,0.02879197,0,-0.00378539
0,0.04047261,0,0.02172766,-0.13044856
0,0,0,0.04080449,0.00872391
0,0,-0.01957161,0.0158346,0.06788259
0,0.04145448,-0.02603841,0.00097502,0.06153117
0,0,-0.03866788,0,-0.14993333
0,0.0052224,-0.03059916,0,0.05603936
0,0,-0.05532322,0.0042034,0.08585885
0,0,0,0,-0.12814851
0,-0.07694143,0,0,0.103346
-0.02235489,0,0,-0.01105584,0.03913045
0,0,-0.01893589,0,-0.06069039
0,0,-0.05704391,0,0.01231473
0,-0.01452814,0,0.00265006,0.0013222
-0.02452307,-0.01185169,0,0,0.02267328
0,0,0.03555877,0,-0.07551698
0,0,0,0,0.12827398
0,0,0.03648234,0,-0.00404914
-0.05907096,0.00567302,0.01428221,0,0.01084989
0,0.01420965,0,0,-0.05440592
0,0.03032613,0,0,-0.00502134
-0.03777563,0,-0.00125283,0,0.01867051
0,0,0,0,-0.02849228
0,0,0,0.02629079,-0.08743266
0.01152347,0.020606,0.06045392,0,0.03165919
0,0,0.06613818,0.05016352,0.07713438
0,0.03654729,0.06660916,0,-0.06705841
0.0680167,0,0.04559661,0.01156029,0.04139907
0,0,0,0,-0.12680238
0,0,0,0.01275948,0.09365462
-0.02615975,0,-0.0095501,0.01057277,-0.00839941
0,0,-0.04368775,0,0.0024234
0,-0.01227833,-0.01214564,0.0170231,0.07529858
0.01819343,-0.01470386,-0.03168127,0,-0.01334563
0,0,-0.04096842,0,-0.10469694
0,0,-0.02433863,0,0.0392371
0.09125033,0,-0.04507187,0,-0.00498267
0.04168727,0,0,0,0.02923078
0,0.00380326,0,-0.1052801,-0.04479476
0,0,-0.10476998,-0.01123315,0.13398021
-0.01404023,0,0,0,-0.06959505
0,0,0,0,0.00145603
-0.06859797,0,0,0,-0.00823359
0,-0.00130662,0,0,0.01638594
0,-0.0020888,0,0,-0.08813739
0.05287264,0,-0.002138,0.00261374,0.03713606
0,0,0,0,0.04699698
0.03240638,0,0,0,-0.06703624
0,0,0,0,0.01871039
0,0,0,0,-0.04803076
0,0,-0.0153782,0,-0.01007606
0,-0.02239539,0,0,0.06243056
0.0080151,0,0,0,-0.01381221
0,-0.03802337,0,0.0136714,-0.03432909
0,0,0,0.0348788,0.00926459
-0.05712248,0,0,0,-0.0232863
0,0,0,0,0.1522512
0,0,0,0.05077157,-0.08529174
0,0,0.00340182,0.00380589,-0.01685085
0,0,0,0,-0.02596223
0,0,0,0,-0.00469082
0,0,-0.01750673,0,0.04079097
0,-0.01497848,0,0,-0.02794391
0,0,0,0,-0.01537433
0,0,0.0025394,-0.02399268,-0.03660596
0,0,0.06202124,-9.06E-05,0.05267677
0,0.02239811,0,0,-0.00370915
0,0.00707227,0,0,0.09083994
0,0,0,0,-0.12842098
0,0,0,-0.00031947,0.0516979
0,0,0,0,0.06038916
0.01243162,-0.00412882,0,0,-0.01485813
0,-0.00448628,0,0,0.02860403
0,-0.01820608,-0.04176953,0,0.04689802
-0.04260571,0,0,-0.03361823,-0.13592766
0,0,0,0,0.01502608
0,0,0,0,0.03865516
0,0,0.01743049,0.03437901,-0.03247122
-0.01474932,0.02111765,0,0,0.07158618
-0.00980018,0,0.00802973,0,0.05219035
0,0.02770416,0.00665511,0,0.0108179
0,0,0,0,-0.20086288
-0.00095895,0,0,0,0.03695857
0,0,-0.04672724,0,-0.0297211
-0.00734092,0,0,0,0.00414476
0,0,0,0,0.03218261
0,-0.00361991,0.13663674,0,-0.02263841
0,-0.00720032,0.01639362,0,0.03311187
0,-0.01149043,0,-0.01049826,0.01753843
0,-0.00834293,0,-0.01970455,0.0403997
0,0,0.00898632,0,-0.02869187
0,0,0.040486,0,-0.03233183
0,-0.02190282,0,0.00747562,-0.00785994
0,-0.06047816,0,0,-0.01673529
0.03805183,-0.05274903,-0.0909767,0,0.07910725
0,0,-0.01123365,0.03680854,0.03210471
0,0,0,0.01101865,-0.05322413
-0.01589984,0.04772524,0,0,-0.01037395
0,0,0.11129717,0,-0.07962409
0,0,0.09772287,-0.00232369,-0.02795282
0,0,0.02588697,0,-0.01042977
0,0.03656064,0,0,0.13093776
0,0.06311946,0,0.03807206,-0.07524498
0,0,-0.02297512,0,0.01793258
0,0,-0.10264049,0,0.07715988
-0.02307628,0.00366595,-0.034456,-0.05500283,0.03515764
0,0.00902703,0,-0.00866752,-0.12112323
-0.01799148,0,0,0,0.04154337
-0.09428576,0,-0.01268194,-0.10672171,-0.01172434
0,0,-0.02102187,-0.00603719,-0.03790887
0,0.02006249,-0.04890084,-0.01053089,0.11095154
0.0387186,0.01413746,-0.0216482,0,-0.0168093
0,0,-0.02189246,0,-0.0521373
0,0.03769372,-0.00041556,0,-0.04451515
0.03070171,0,-0.05208866,0,0.02404964
0,0,0,0,-0.02620215
0.04736397,-0.00133741,0,0.01847403,-0.01545668
0.02427824,-0.0579747,0.00209485,0.03636193,0.02651663
0.06125789,-0.00067838,0,0.06134501,0.02688815
0.03127777,-0.01176641,0.00912563,0.01056233,0.0159548
0,-0.005524,0,0,0.0823272
0,-0.00602283,0.00330183,0,0.03279729
0,0,0,0,-0.04631598
0,-0.00246014,0,0.00611894,-0.04718885
0,0,-0.03267613,0.00281915,0.03131252
-0.03471997,0,0,0,0.00031235
0,0,0,0,0.0328227
0,0.0168022,0,0,9.90E-05
0,0.00076746,0,0,-0.04619932
0,0,0.00961875,0,-0.07178798
-0.00843238,0,0.00804723,0,-0.01374757
0,0,0.05292808,0,0.04596171
0,0,0,0,-0.05375358
