aesthetics,memory,quality,anomaly
0.400371447,0.473282443,0.962421569,0.099481086
0.343415843,0.389312977,0.874736139,0.234310379
0.410184839,0.435114504,0.857396925,0.138288238
0.43349572,0.389312977,0.858912803,0.140577791
0.286562182,0.374045802,0.864698944,0.16424763
0.235185234,0.366412214,0.844643851,0.14278754
0.255543776,0.404580153,0.864549749,0.162521786
0.285057903,0.351145038,0.825619556,0.099983438
0.376284015,0.381679389,0.889118631,0.093567901
0.295321079,0.366412214,0.888000985,0.160710436
0.326296977,0.34351145,0.877997629,0.11902805
0.256426381,0.404580153,0.844392819,0.030093046
0.424173926,0.389312977,0.837288846,0.04993311
0.331814012,0.351145038,0.830713221,0.053946849
0.341855628,0.236641221,0.901321005,0.111480122
0.294737605,0.236641221,0.827654309,0.268655852
0.387450333,0.229007634,0.804804226,0.23356395
0.3976734,0.312977099,0.84357649,0.129863499
0.406970651,0.282442748,0.833135371,0.037890336
0.408167959,0.312977099,0.820813313,0.026148435
0.451649479,0.282442748,0.819491299,0.042611328
0.283587979,0.335877863,0.857974566,0.044205029
0.356039791,0.305343511,0.843742088,0.030268719
0.337069396,0.328244275,0.802435844,0.056017096
0.40871965,0.34351145,0.809737002,0.047951684
0.282725065,0.297709924,0.8794981,0.080997694
0.416881337,0.290076336,0.837588081,0.042039225
0.283817267,0.297709924,0.863879118,0.06494543
0.419527654,0.251908397,0.869865583,0.053197
0.369858949,0.351145038,0.897386197,0.086050858
0.325623189,0.290076336,0.869371211,0.108568718
0.385504224,0.312977099,0.837229067,0.101842152
0.342571742,0.267175573,0.829473716,0.059766963
0.389122868,0.335877863,0.835355547,0.075245776
0.395880778,0.251908397,0.835648454,0.032104631
0.444310533,0.305343511,0.797319921,0.116645531
0.458728505,0.328244275,0.866937306,0.223481771
0.481297697,0.297709924,0.841688603,0.159119533
0.4698391,0.312977099,0.814767075,0.158869652
0.40638071,0.259541985,0.809513597,0.21539107
0.383329007,0.190839695,0.810251898,0.15271861
0.267977962,0.221374046,0.847522886,0.090998411
0.372311168,0.213740458,0.83412629,0.097755137
0.412172265,0.13740458,0.793273424,0.121417618
0.404401572,0.183206107,0.779890332,0.128180459
0.334546552,0.229007634,0.859484868,0.122635928
0.355449267,0.259541985,0.866296063,0.1029164
0.428378467,0.27480916,0.836999596,0.096763595
0.395981459,0.244274809,0.790696884,0.118512639
0.474866046,0.236641221,0.768668256,0.114476824
0.478469991,0.366412214,0.715709274,0.188718725
0.507587737,0.389312977,0.756866212,0.170867549
0.416647736,0.312977099,0.781342813,0.149342475
0.467459639,0.320610687,0.765396829,0.066337652
0.428173899,0.320610687,0.773743823,0.008198074
0.486803763,0.335877863,0.777955571,0.010773782
0.47881795,0.335877863,0.760675827,0.025513732
0.462181284,0.312977099,0.771625361,0
0.466590646,0.328244275,0.793799202,0.01645854
0.444799645,0.335877863,0.723239456,0.021972289
0.481921255,0.328244275,0.801002628,0.002262503
0.429100544,0.320610687,0.726040618,0.001754243
0.397752183,0.282442748,0.75554677,0.039266182
0.444661484,0.290076336,0.749948969,0.02342597
0.472769052,0.27480916,0.730789363,0.028735751
0.505348772,0.297709924,0.756446814,0.0374112
0.402123091,0.312977099,0.71569157,0.104297843
0.212670874,0.358778626,0.678391754,0.446345006
0.022070984,0.358778626,0.603744579,0.776130298
0.086891252,0.374045802,0.481271479,0.727283044
0.834418589,0.946564885,0.214688794,0.651138589
0.281339326,0.389312977,0.399601204,0.658354345
0.312448889,0.267175573,0.299854348,0.581927258
0.224005542,0.526717557,0.25596358,0.803013139
0.60272211,0.671755725,0.276388428,0.670819148
0.485041183,0.419847328,0.267409401,0.748370646
0.248534061,0.007633588,0.179308355,0.480401525
0,0,0,0.475882739
0.511715004,0.41221374,0.311603274,0.611753011
0.416939713,0.442748092,0.233315587,0.221516617
0.427123557,0.41221374,0.276390937,0.057096215
0.472631596,0.335877863,0.255034545,0.087012344
0.432532096,0.435114504,0.279490752,0.09510149
0.391072413,0.465648855,0.274266038,0.09563421
0.427442759,0.450381679,0.256759424,0.088490796
0.480145421,0.458015267,0.327327539,0.078424059
0.463076723,0.465648855,0.289860316,0.07450681
0.444316836,0.427480916,0.320844156,0.075093319
0.401561139,0.442748092,0.274438576,0.076310697
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
0.451795869,0.419847328,0.2765815,0.076188503
