Air,BaseJump,BearPark,Bike,Bus
0,0,0.07590618,0,-0.01540173
0,-0.00626105,0,0.02197349,0
0,0,0,0.05896592,0
0,0,-0.10491567,0.02697036,0.00662848
0,-0.02379548,0,0,0
0.0270297,-0.01617164,-0.17010936,0,0
0,0,-0.00132825,0,0
0,0,-0.03504596,-0.04016946,0
0,0,0,-0.02615198,0
0.02827035,0,0,0,0
0,0.0127855,0,0,0
0,0.01639257,0,0.010887,0.03526056
0.00794876,0,0.02489426,0,0
0,0,0,0,0
0.01442133,-0.0234632,0,0.03145258,0
0.01892957,0,0,0.01311527,0
0,-0.06188781,-0.02454125,0,0
0.01497367,-0.01089186,0,0.11173768,0
0.00277642,0,0,0,0
0,0,0.01417344,0,0
0.06975376,0.0022419,0.06412421,0,0
0,0.03344016,0,0,0
0,0.02146331,0,0,0
-0.02655384,0.00828892,0,0,0
0,0,0,0.01118824,0
-0.00988179,0.00436449,0,0,0
0,0,0.01082553,0.03261262,0
0,0,0,0.02572065,0
0,0,0,0,0
-0.00171444,0,0,0,0
-0.03187879,0,-0.02752744,-0.03027598,0
-0.03229305,-0.01664711,0,-0.04448906,-0.00899036
-0.0217867,0,0,0,-0.0200762
-0.00562468,0,0,0,0
-0.00850841,0,0,0,0
0,-0.00891854,0.06797826,0,0
0,0,0,0,0
0,0,0.09981465,0,0
0.02722512,0,0.16175257,0,0.01026802
0.01747688,-0.02520168,0,0,0
0,-0.01923033,0,0.00902657,0
0,0,-0.00813755,0.00143991,-0.00330761
-0.03090785,0,0,0,0
0,-0.01118958,0,0,0
0,-0.02567082,0.03554771,-0.00157896,-0.03916687
0,0,0,0,-0.00158937
0,0,0.10839709,0,0
0,0.04094229,0,0,0
0.00188927,0,0,0,0
0,0,0,-0.02617001,0.00156727
0.0234267,0,0,-0.0991825,0.02480941
0,0,0,-0.1366583,0.01307125
0,0.03648358,-0.01400682,-0.01769087,0
0,0,0,-0.11920594,0
0,0,0,0,-0.01813794
0.00206393,-0.14968479,-0.02247294,0,0
0.00521572,0,-0.00768173,0,0
0,0,-0.04258367,0,0.00333516
0,0,-0.04037037,0,0
0,-0.03583831,0,0,0
0,-0.00176664,0,0,0
-0.0372163,0,0.01027025,0,0
0,0,0,0,0
0,0.08066948,0,0,0
0.00509591,0,-0.00160284,0.01639674,0
0,0,0,0,0.00515412
0,0,0,0.07120231,0
-0.00628562,0,0,0.00431416,0.00907415
0,0,0,0.02809266,0.03381577
0,-0.000873,-0.06873232,0,0
0.04813267,0,0,0,0
0,0,0,0.03290384,0
0.04135999,0,0,0.02024205,0
0.00200779,-0.04484239,0,0,-0.09029295
0.03753445,0,0,0.04325242,0
0,-0.05232143,-0.00616944,0,0
0,0,-0.03630564,0.10110058,0
-0.00397251,-0.03319227,0,0,-0.01970335
0,0,0,0,0
0,-0.00977559,0.00059245,0,0
-0.02374931,0,0,0.08993323,0.03620643
-0.02349849,0,0,0.0170591,0.03093037
-0.03535852,0.00105789,0,0,0
0,0,0,0,0
-0.00870222,0.00035181,0,0,0
0,0.04032878,-0.0068144,0,0.00767531
-0.0140846,0,0,0,0
0,0.00575596,-0.00968538,0,0
0,0,0,0,-0.01258815
0.02879807,0,0,0,-0.03084222
0,0,0,0.03333381,0
0,0,-0.01542277,0,0
0,0,0,0,0.00342153
0,0,0,0,0
0,0.03776451,0,0,0
0,0,0,0.01107777,0
0,0,0.0507662,0,0
-0.00615202,0,0,0,0.00279287
0,0,0.00857071,0,0.03252796
0,0,0,-0.00955202,0
-0.02444091,0,0,0,0
-0.03377158,0,0,0,0
-0.02273856,0,0,0,0
-0.02532327,0.01078883,0,0,-0.03620556
0,0.04456681,-0.00386929,0,-0.0256471
0,0,0,0,0
0,0,0,-0.00374766,0
0.01183655,-0.0127699,0.01525172,0,0
0.00022485,0,0,-0.05217074,0
0.05196726,0,0,0,0
0.01859019,0.00237865,0,0,0.01884671
0,0,0,0,0.01486737
0.05532215,0.05712246,-0.00594852,0,0
0.03416253,0,-0.01681977,0,0
0.00331756,0,0,0,0
0.02294185,-0.07352322,0,-0.09236014,0
0,0,0.0078397,-0.00180703,0
0,0,0,0,0
-0.00729338,0,0,0,0
-0.01336062,-0.02279284,-0.00891177,0,0
0,0,0,0,0
-0.00657942,-0.02157373,0,0,0
0,-0.03787042,0,0,-0.00717351
-0.01874494,0,0,0,0
-0.00376556,0,-0.04518545,0.01876567,0
-0.04869214,0.02174863,0,0.02712154,0
0,0,0,0,0
0,0.01811858,0,0,0
0,0,0.00177649,0,0.00755406
0,0,0,0,0
0,0.00930965,0,-0.00158434,0
0,0,0,0,-0.01036386
0,0,0,0,0
0,0,0.00340148,0,-0.0057065
0.02035969,0,0,0,0
0,0,0,0,0
0.03337281,0,0,-0.01959475,0
0.01491312,-0.00162371,0.03239346,-0.00427782,0
0,0,0,-0.00035903,0
0,-0.01021288,0,0,0
0,-0.00202185,-0.01543932,0,-0.01673204
0,0,0,0,-0.02615556
0,0,0,0,0
-0.01616697,0.02510619,-0.00318172,0.01565368,0
0,0.00886528,-0.03915923,0,0
0,0.01103576,-0.00053623,0,0
0.01692892,0,-0.02994179,0.02230005,0
0.02955765,0,0,0,0
0.00620635,0,0,0,0
0,0,0.05710871,0,0.03307212
0,0,0.01821821,0,0
0,0,0,0.01047734,0
-0.02021407,0,0,0,0
-0.00868582,0,-0.05534205,0,0
0,-0.0699568,0,-0.0248261,0
0,0,0,-0.00916199,-0.01525091
-0.02269365,0,-0.07796848,-0.00214117,0
-0.01784005,0,0,0,0
-0.01297955,0.05668237,0,0,0.02022977
0,0,0.05074588,0,0
0,0,0,0,0.00952235
0.00814603,-0.06844987,0.02169205,0,0
0.07016923,0,0,0,0
0.00269636,0,0,0,-0.00207465
0,0.05356982,0.01774224,0,0
0,0.06630935,0,0,0
-0.01150654,0,0.00527782,0,0
-0.01200667,0,0,0,0
0,-0.03882528,0,0,0
0,0,0.05382738,0.01097336,0.02975773
0,0,0,0,0.02092752
0,0.01739782,0,0.00339392,0
0,0,0,0,0.00725386
-0.00199586,0,0,0,0
0,-0.00712976,0,0,0
0,0,0,0,0
0,0,-0.00856641,0,0
0.0007109,-0.01687269,0,-0.02349448,-0.06859926
0.00053436,-0.00173273,-0.03857762,0,-0.00212393
0.00196605,-0.00356643,0,0,0
0,0,0,0.01652817,0
0,0,0,0,0
0,0,0,0,0.04138379
0,0,0,-0.0143046,0.05468253
0,0,-0.05504094,-0.02525245,0.00501817
0,0,-0.05028002,-0.02977038,0
0.02606492,0,0,-0.01504622,0
0.00277204,0,0,0,0.00206738
0,0.08052483,0.04505028,0,0
0.00150965,0,0,0.01409406,0.06148585
0.03608654,0.01397721,0,0,0
0,0.07893253,0,0,0
0,0,0,0.02165464,0
-0.0062114,0,0,0,0
0,0,0,0,-0.0604255
0,0.01187949,-0.00056922,0,0
-0.01303936,0.01549212,-0.00628378,0.04928189,0
0,0,0,0,0.01210685
0,0,0,0,0
0,0.04326683,0,0,0
0,0.12491636,0.00302175,0,0
-0.00719442,0,0,0,0
-0.00364347,0,0.07588496,0,0.08260428
0,0,0.023866,0,0
0,0,0,0,0
0.02968809,-0.01030352,0,-0.04011811,0
0,-0.00077141,0,-0.03694225,-0.01019898
0,0,0,0,-0.03455112
-0.00492634,0,0,0,0
-0.05215157,0.04590508,0,0,0
0,0,0,0.01219207,0
-0.01127071,0,-0.00915469,0,0
0,-0.08319095,0,0.03865882,0
0,0,0,0.03042032,0.06959194
0.01610115,0,0,0,0.04345089
0.01469183,0,0.0330828,0,0
0,0,0,-0.016746,0
0,0,0,-0.0256824,0
-0.0042328,0.0056089,0,-0.01572428,0
0,0.04545089,0,-0.01259287,0
0,0,0,-0.01705551,-0.01550468
0.02038225,0.00025895,-0.01864666,0,-0.03759844
0,0.04556295,0,0,-0.06578249
0.02340631,0,0,0,-0.0331002
0,0.02628012,0,0.01008427,0
0.06344454,0,0.03942873,0,0
0,0.00381715,0,0.04238739,-0.00985132
0,0.00109964,0,0,0
0.00608231,0.03875193,-0.03742073,0,0
0,0,0,0.00402464,0
0,0,0,0,0
0,0,-0.06627522,0,0
0.00115754,0,0,0,0
0,0,0,0,0
0.04265073,0,-0.02691939,-0.06846615,0.00444883
0,0,-0.05984714,-0.0329392,0.11347922
0,0,0,0,0
0,0,0,0,0
0,-0.01552077,0,0,0
0,0,0,0,-0.03275269
-0.00204275,0,0,0,-0.03765616
-0.00680624,0,-0.08269794,0,0
0,0,0,0,0
0,0.00197066,0,0.02044271,0
0,0,0.13299617,0.01399868,0
0,0,0,0,0
0,0,0,0,0
-0.01540639,0,0.04324741,0,0
0,-0.00580102,0.0172161,-0.03369691,-0.01583252
-0.00843388,0,0,0,0
0,0,0.01650182,0,0
0,0,0,0.01476158,0
0,-0.05697972,0,0.00149562,0
-0.01840784,-0.00285149,0,0,-0.00182449
-0.01243716,0,-0.01430225,0,-0.02242317
0,0,0,0,-0.01678734
0,0.00967268,-0.0075838,0.00602191,0
0,0,-0.02990452,0,0
0,0.02062453,-0.01319589,0,0
0.01341812,0,0,0.0220289,-0.02219402
0,0,0,0,-0.01803673
0,0,0,0.01200296,-0.00409277
0,0,0,0,0
0.02280145,0,0,0,-0.02610698
0,-0.01920381,0,0,0
0,0,0,0,0
-0.02559093,0,0.02172766,0,0.05473139
-0.02090283,0.01911391,0.04080449,0.05000915,0
0,0,0.0158346,0,0
-0.02220478,0,0.00097502,0.00756417,0
0,-0.00446065,0,0,0
0,-0.00536477,0,0,0
0,-0.05627119,0.0042034,0,0.02336537
0,0,0,0,0.02187377
0.0565512,0,0,0,0
0,0.01792445,-0.01105584,0,0
0,0,0,0,0
-0.00934229,0.00898345,0,0,0
0,0,0.00265006,0,0
-0.05402167,0,0,-0.00660216,0
0,0,0,0,-0.01051944
0,0,0,0,-0.03097453
-0.04175361,0.00662288,0,0,0
-0.02994002,0.00978399,0,0,0
0,0.00422991,0,0,0.00833207
0,0.05033724,0,0.00645828,0
0.00444929,0.00633889,0,0.0131785,0
0,0.06168235,0,0,0
0,0.01865833,0.02629079,0.01399962,0
0,0,0,0,0
0,0,0.05016352,0,0
-0.00787408,-0.00516652,0,0.01831618,-0.00245249
-0.03876971,0,0.01156029,0,0
0,-0.01102702,0,0.00261116,0
0,-0.02613208,0.01275948,0.0036908,-0.02378947
0.02829085,-0.00363336,0.01057277,0.01163071,-0.00744206
0.0132649,0,0,0,0
0.03099415,0,0.0170231,0,0
0.01140064,0,0,0,0.05335121
0,0,0,0,0
0,0,0,-0.02517776,0
-0.01857803,0,0,-0.0403288,-0.01833767
0,0.03453654,0,0,-0.00725769
0,0.00516203,-0.1052801,0,0
0.02023966,0,-0.01123315,0,0
0,0.01153648,0,0,0
0,0,0,0,0
0,0,0,-0.00028016,0
0,-0.0030261,0,0,0
-0.00491338,0,0,-0.01066254,0
0,0,0.00261374,0,-0.00325578
0,0,0,-0.00465574,-0.05022284
0,-0.01272745,0,0,0
0,-0.00969924,0,0,0
0,-0.00410015,0,0.00362867,0
0,0,0,0.01482752,0
-0.0037004,0,0,0,0
0,0,0,0.0113802,0
-0.01941907,0,0.0136714,0,0
0,0,0.0348788,0,0.01897407
0,0,0,-0.01121779,0
0,0,0,0,0
0,-0.05263139,0.05077157,0,0
0.00802644,-0.03188076,0.00380589,0,0.00346135
0,-0.01549617,0,0.03781633,0.00974192
0,0,0,0,0
0,0,0,0,0
0,0.02487474,0,0,0
0.03595752,0.04527153,0,0,0
0.00686184,0,-0.02399268,-0.01014831,0
0,0,-9.06E-05,0,0
0,0.00900188,0,0,0
-0.00159473,0,0,0,0
-0.02496584,0.01490812,0,0,0
-0.0361967,0,-0.00031947,0,0
0,0,0,0,0
-0.00479915,-0.02595853,0,0.00084555,-0.02905605
0,0,0,0.02584974,0
0,0,0,0,0
-0.02146894,0.0268288,-0.03361823,0,0
0,0,0,-0.01404803,0
0,0,0,0,0.01443076
0.02216702,0,0.03437901,0,0
0,-0.00542741,0,0,0
0,0,0,-0.01410745,0
0,0,0,-0.01805237,0
0.01414885,-0.01110697,0,0,0
0.00219791,0,0,0,0
0.03516545,0,0,0,0.02805713
0.00100633,0.02501939,0,0,0
0.01955375,0,0,0,0.03107532
0,0,0,0,0.00087509
0,0.01834198,0,0,0.03088244
0,0.00020918,-0.01049826,0.02595326,0
-0.03264694,0,-0.01970455,0,0
-0.0065945,0,0,0.02238203,-0.00969323
-0.01137344,0,0,0,0
0,0,0.00747562,0,-0.03498012
0,0,0,0,-0.00960752
0,0,0,0.02025293,0
0.00259925,0,0.03680854,0,0
0,0.01154618,0.01101865,0,0
0.01369654,0,0,-0.00901815,0
0,0,0,-0.05291665,0
0,0,-0.00232369,-0.01762951,0
0,-0.00975828,0,0,0
0,-0.00117847,0,0,0
-0.00381863,0,0.03807206,0,0
-0.02012661,0,0,0.00772728,0
-0.00795926,0.01130894,0,0.01599987,0
-0.0369329,0,-0.05500283,0,-0.03227098
0,0,-0.00866752,0,-0.00793313
0,0.00945001,0,-0.01067648,-0.02933538
0.02367592,0,-0.10672171,-0.00704766,0
0,0,-0.00603719,-0.01856496,0
0,0,-0.01053089,-0.02725238,0.02677124
-0.01218466,-0.0051246,0,0,0.00245844
0,-0.01274456,0,-0.03188305,0
0,0,0,0,0
0.00039815,0,0,0,0
0.02604603,0,0,0,0
0,-0.01927185,0.01847403,0,0
0,0,0.03636193,0,0
0,0,0.06134501,0.01155165,0
0,0.03337674,0.01056233,0,-0.00611684
0,0,0,0,0
-0.03467872,0,0,0,-0.05358403
0,-0.00391828,0,0.02702292,0
0,0,0.00611894,0.02760262,0
0,-0.04431939,0.00281915,0,0
0,-0.04061555,0,0,0.02636688
0,0,0,0,0.0488658
0,0,0,0,0
0,0,0,0,0
0.02534741,-0.01446977,0,0,0
0,0,0,-0.00612546,0
0,0,0,-0.00536851,0
0.00015133,0,0,0,0
0.00910151,-0.00262951,0,0,-0.01769685
0,-0.02682748,-0.01698719,0,0
0,-0.00802352,0,0.01319307,0
-0.02355842,0,0,0,0.02753938
0,0,0,0,0
0,0.01949005,0,0,0
0,0.00038719,0,0,-0.02957456
0,0,0,0.02624336,-0.0135038
-0.02865852,0,0,0,-0.02409372
-0.00102686,-0.0330458,0,0,0
0,0,0,-0.02997108,0
-0.03907234,-0.01189602,0,0,0
-0.01466435,0,0,-0.02162611,0
0,0,-0.02669624,0,0.04119383
0,-0.00173015,-0.07770136,-0.00535455,0
0,0,0,0,0
0,0,0,0,0
0.0103272,0.02026364,-0.01598821,0,0
0,0.00345277,0,0,0
0,0.01941043,0,0,0
0.01878397,0.03469581,-0.03226862,0,0
0,0.01862178,0,0,-0.04976818
0,0,0,0,0
0,0.0184184,0,0,0
0,0,0,0,0.01953988
0.01114224,0,0.00531224,0.04492847,0.04138688
0,-0.04226057,0,0,0.00681836
0,0,0,0,0
0,-0.00956921,0.04395129,-0.02822582,0
0,0,0,-0.10717957,0
0,-0.0107579,0.01516993,-0.09911113,0
0,0,0,-0.03124385,0.0233188
0,0,0.06468984,-0.08958678,0.00438932
0,0.03717855,0,0,0
0,0.01323743,0.0286697,0,0
0,0,0,-0.10819751,0
0,0,0,0,-0.02288454
0,-0.04657546,0.03898314,0,0
-0.00875245,0,0,0.15593806,0
-0.01329166,0,0,0.13759202,0
-0.02768629,0.03639107,0,0,0
0,0,-0.0786302,0,0
0,0,0,0,0
0,0.02486357,0,0.03998678,0
0,0,0,0.12022507,0.00940303
0,0,0,0,0
0,0,0,0,0
-0.00665323,-0.00468581,0,-0.00177162,0
-0.00048479,0,0,-0.02172059,0
-0.00349426,0,-0.01522797,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0.02297031,-0.02133266,0
0,0,0,0,0
0,0,0,-0.01286617,-0.00225838
0,0,0,-0.05560154,0
0,0,0,-0.10429056,0
0,0,0,-0.12430565,0
0,0,-0.00754838,-0.02773473,-0.02952418
0,0,-0.00752376,0,-0.02067887
0,0,-0.01301028,0,0
0.0198172,0,-0.01451199,0.0217184,0
0,0,0,0.26648208,0
0.02974953,-0.02179072,0,0.03637517,0
0,-0.06766571,0,0.01048627,0
0,0,0,0,0
-0.02380098,0,0,0,0
0,0.01031799,0,0.00872693,0
-0.00839139,0,0,0,0
-0.01452825,0.00333645,0,0,0
0,0,0,0.02377768,-0.00156667
0,0,0,0.10587419,0
0,0,0,0.00459029,0
-0.0414499,0,0,0,0.00821131
0,0,0,0,0.00729056
0,0,0,-0.06000071,0
0,0.04582753,0,0,0
0,0,0.01070614,0,0
0,0,0,0.04366294,4.50E-05
0,-0.01772029,0,0,0
0,-0.00904978,-0.01075329,0,0
-0.07241761,0,0,0,0
-0.00118429,0,-0.06483268,0,0
0,0.01246713,-0.0010161,0,0
0,0.00157104,0,0,0.02123111
0.02472262,0.02654041,0,0,0
0.11440777,0,0.01740103,0,0
0,0,0,0,-0.02105671
0.00535328,0.03236987,0,0.01163449,-0.01755865
0.00953411,0,-0.02646737,0.01120604,0
0.02808827,0,0,0.04193676,0
0,0.01675344,0,0,0
0,0,0.02873719,0,0
0,0,0,0.00211156,0
0,0,0,0.00112538,0
0,-0.0551931,0.00373969,0,-0.00502675
0,0,0,0,0
0,-0.00772609,0,0,-0.01457927
0,-0.00166627,-0.00865356,0,-0.01948388
0,0,0,-0.08885802,0
0,0,-0.00950106,-0.01804655,-0.00081152
0.02293933,0.01411678,0,-0.01956027,0
0,0,0,-0.02621811,0
0,0.02126372,-0.07395471,0,0.01123763
-0.00609976,0,0,0,0.01189057
0,0.01796365,0,0,0
0,0.01155648,0,0,0
0,0,0,-0.00616329,0
0,0,-0.00284651,-0.04181368,0
0,-0.02076073,0,0,0.0044999
0.0079342,-0.00389611,0,0,0
0,-0.00254088,0.00869455,0,0.02017522
0.01360796,0,0.04650698,0.01199594,0.03153839
0,0,0,0.00195142,0
0,0,0,0,0
-0.00977512,0,-0.07390831,0.08262803,0
0,-0.02882049,0,0,-0.01945009
0,0,0,0,0
0.01548984,-0.04900662,0.02106556,0.02591483,0
0.00416627,-0.04153287,0.05374823,0.00404595,0
0.00159162,-0.00320387,0.07890408,0,0
0,-0.01988644,0,0.07835897,-0.00096219
0,0,0,0.04189908,0
0,0,0.01255013,0,0
0,0,0.01564787,0,0
0,0,0,0,0
-0.02511349,0,0,0,0
0,-0.02138721,-0.07350665,0,0
0,-0.00788416,-0.06680034,0.04275521,0
0,0,0,0,0
0,-0.00799774,0,0.07106609,0
0.00936483,0,0,0,0
0.01874867,0,0,0,0
0,0,0.00942302,0,0
0,0,0.02295918,0,-0.01785524
-0.00117625,-0.02932878,0,0,-0.00931268
