aesthetics,memory,quality,anomaly
0.490252505,0.363636364,0.770693149,0.206166881
0.501029646,0.284090909,0.746752647,0.141668042
0.58232765,0.306818182,0.772772792,0.177886346
0.569289638,0.329545455,0.817211523,0.130953512
0.538610542,0.295454545,0.777644789,0.105270986
0.47843957,0.295454545,0.786737516,0.144027715
0.614167511,0.386363636,0.781744503,0.19917228
0.628067729,0.443181818,0.824145793,0.217234616
0.624569034,0.431818182,0.800861907,0.212411985
0.558954998,0.420454545,0.880399842,0.160057169
0.572850768,0.431818182,0.744702533,0.13422169
0.598931253,0.431818182,0.836795353,0.083428786
0.565614668,0.363636364,0.710503504,0.094241424
0.620215998,0.284090909,0.741785551,0.107388549
0.602402386,0.409090909,0.857079423,0.130747118
0.613229962,0.477272727,0.825610215,0.162009318
0.628235902,0.465909091,0.820354883,0.14315396
0.683075152,0.534090909,0.809933508,0.141025604
0.652979522,0.534090909,0.791896184,0.17698723
0.621524189,0.5,0.793207837,0.146884069
0.646869358,0.363636364,0.911869161,0.145339707
0.674643786,0.329545455,0.877369649,0.153212714
0.665732135,0.363636364,0.860756993,0.186063415
0.523348009,0.261363636,0.667896476,0.30112235
0.613922661,0.431818182,0.782757292,0.460281895
0.606239305,0.295454545,0.818893887,0.330073931
0.653797754,0.431818182,0.682071791,0.245349386
0.63815199,0.488636364,0.669189087,0.217317279
0.705687123,0.465909091,0.889200312,0.271801768
0.710274549,0.477272727,0.847115384,0.291171532
0.69369453,0.409090909,0.811261826,0.252514754
0.579300028,0.545454545,0.67754962,0.35158969
0.596102608,0.465909091,0.670489923,0.375782612
0.477852201,0.375,0.937553038,0.47217749
0.42600117,0.352272727,0.868041112,0.76629348
0.390431513,0.363636364,0.752604097,0.920685241
0.275556234,0.420454545,0.664540992,0.95528819
0.290297354,0.5,0.654168669,0.78895222
0.436518249,0.602272727,0.822164486,0.756351614
0.220764874,0.511363636,0.755625698,0.676882673
0.253885635,0.443181818,0.737994171,0.671946139
0.456419686,0.818181818,0.482576862,0.796441834
0.621881623,0.568181818,0.535465807,0.772532617
0.524660977,0.488636364,0.493378162,0.510669732
0.597397106,0.5,0.493126911,0.193813392
0.58226652,0.443181818,0.493709466,0.156113207
0.5377582,0.431818182,0.490336933,0.158967104
0.515677195,0.443181818,0.562178829,0.165812525
0.546459373,0.465909091,0.501082389,0.148050041
0.707799189,0.420454545,0.568586152,0.149754551
0.610684255,0.443181818,0.463291454,0.139243608
0.571920361,0.465909091,0.500870373,0.093507021
0.598843583,0.534090909,0.489031469,0.087888384
0.607494976,0.431818182,0.503639751,0.111344183
0.574877523,0.409090909,0.576628846,0.133899637
0.615646135,0.420454545,0.5419975,0.156132249
0.593145423,0.511363636,0.533924986,0.137101562
0.655166162,0.545454545,0.520032652,0.096811002
0.637180244,0.488636364,0.457824664,0.083652732
0.55876852,0.488636364,0.533311856,0.037439296
0.577246597,0.522727273,0.437163346,0.536628592
0,0.306818182,0.583861628,0.95179791
0.171810569,0.238636364,0.297750623,0.98857283
0.327612578,0.363636364,0.216818652,0.934796945
0.301498671,0.363636364,0.436124685,0.920650052
0.545834579,0.284090909,0.546259162,0.955736432
0.79540148,0.840909091,0.243459754,1
0.736386383,0.602272727,0,0.847128733
0.696521737,0.761363636,0.040554723,0.625781055
0.810147481,0.863636364,0.099184118,0.502440888
0.782611261,0.806818182,0.14723328,0.370674083
0.81857818,1,0.1262292,0.293318317
0.885564338,0.909090909,0.105089085,0.13245233
0.89184591,0.965909091,0.075710894,0.018856674
0.823067071,0.954545455,0.021174896,0.04292332
0.834435029,0.931818182,0.072633899,0.011154522
0.87610501,0.977272727,0.018635147,0.047215222
0.797254158,0.977272727,0.026096636,0.03376491
0.815324683,0.897727273,0.059985393,0.00287838
0.826101289,0.897727273,0.072995553,0.005216553
0.806245638,0.931818182,0.078071813,0.031497817
0.763666304,0.954545455,0.053214506,0.006115844
0.856302941,0.931818182,0.050657623,0
0.856302941,0.931818182,0.050657623,0
