Air,BaseJump,BearPark,Bike,Bus
0,0,0.03002773,0,0
0,0,0,0,0
0,0,0,0,-0.03276845
0,0,0,0,-0.01668743
0,0,0,0.00826381,0
0,-0.00282338,0,0,0
-0.04069348,0,0.00956473,0,0
0,0,0,0.01696232,0
0,-0.00158989,0,0.01085404,0
0.00589665,-0.01290805,0.00546393,0,-0.02538287
0.00502875,-0.01020495,0,0.02097405,-0.00368428
0,-0.03521787,0,0,-0.00582334
0,-0.01849614,0,0,0
0,-0.01333429,0.0077237,0,0
0,0,0,0,0
0,0,0,0.0149077,0
-0.00297149,0,0,0,0
0,0,0,0,0
0,0.00562784,0.03665815,0,0
0,0,0,-0.01053989,0.00272491
-0.00893805,0.02843249,0.00259625,0,0
0,0,0,0,0
-0.01089265,0,0,0,0
-0.00715925,-0.02198514,0,-0.05159463,-0.00080247
-0.03135274,-0.00445237,0.01097669,0,-0.02141118
0,0,0,-0.02103277,0
-0.02736928,0,0,0,0
-0.05588714,-0.04197626,-0.0143753,0,0
-0.04348254,0,0,-0.00380783,0
0,0,0,0,0
0,-0.02518574,0,0,0.01558827
0.00708167,-0.03149823,0.02774532,0.05767418,0
0,-0.02189768,0.08019506,0,0
0.02911779,0,0,0,0
0,0,0.00428598,0,0
0,0.0247411,0,0,0
0,0,0.02228889,0,0
0.02623061,0,0.00027463,0,0.01698177
0.03012967,0.02586272,0,0,0.02160978
0.01764662,0.00918351,0,0,0.0032631
0.01852703,0,-0.12822261,0,0
0,0,0,0,0
0.00992847,-0.04260851,0,0,0
0.0434749,0,0.00107697,0,0
0.00101333,0,0.03889385,0,0.01245027
0,0,0,0,0
0,0,0.03999848,0,0
0,0,0,0,-0.03082245
0,0.01039612,0,-0.01673903,-0.0120595
-0.01882555,0.03471489,0,0,0
-0.05109066,0,0,0,0
0,0,0,0.00433343,0
0,0,0,0,-0.02197627
0,0,0,0,0
0.0201199,0,0,0.01083093,-0.06413856
0,-0.03491415,-0.00086833,0,0
0,0,0,0,-0.01636112
0,-0.03913567,-0.00163965,-0.00283029,0
0,0,0,0,0
0,0,0,-0.03382526,0
-0.00537749,0,0,0,0.00527339
-0.02570253,0,0,0,0
0,0,-0.01021861,0.03840692,0
0,-0.09017998,-0.05882914,0,0
0.00873231,0,0,0,0.03498309
0,0,0,-0.02979641,0
0,0,0.02505006,0,0
0,-0.15766227,0,-0.00560837,0.07052152
0,-0.00786994,0,0,0
-0.00039076,0,-0.03460797,0,0
-0.01226001,0,0,0.01665382,0
-0.07811881,0.03406475,0,0.01546333,0
0,0.03725188,-0.04273772,0,0.00141658
0,0.00909167,0,0,0
0,0.05353485,0,0,0
0,0,0,0,0
0,0.00237967,0,0,0
0,0,0,0,0
-0.03537126,0,0,0,-0.03225693
0,0.00933782,0,0,0
0,0,0,0,0
0,0.08668363,0,0,0
0.01643175,0,0,0,-0.00943957
0,0,0.04935922,0.02209047,0
0,0,0,0,0
0.0229628,0,0,0,0
0,0.04039139,0,-0.02415609,0
0,0.01183454,0.01545406,0,0
-0.00230739,0,0,0,0.0343943
0,0,0,0,0.00953473
0,0,0,0,0
0.06462732,0.0057195,0,0,0
0.00378677,0,0,0,0
0,0.01304205,0,0,-0.00231467
0,0.01169658,0,0,0
-0.04559668,0.03232823,0.00654632,0.00096645,-0.00105437
0,0.00541999,0,0,-0.02478509
-0.06314863,0,0.08622404,0,-0.0198157
0,0,0.00806074,-0.00731199,0
0,0,0,0,0
0.0506369,0,0,0,0
0,0.0251753,-0.01829829,0.04670826,0
0,0,0,0.00387074,0
0,0.0585853,-0.01833771,0,0
0,0,0,0,0
-0.00039755,0,0,-0.00176534,0
0,-0.00344665,0,0,0.0439004
0,-0.01766725,0.01375317,0,0
0.04985422,-0.00740886,0,0.04805651,0
0.05718904,0,0.01781325,0,0.00572382
0,0,0,0,0.01685159
0.02918007,0,0,-0.00014409,0.00796445
0.00701942,0,-0.05038943,-0.04124777,0
0,0,0,0,0
0,0,-0.02540705,0,0
0,0,0,0,0
0,0.05334923,-0.05624313,0,0.00745726
0,0.02398725,-0.02734245,-0.02901658,0.02873843
0.02129562,0,0,-0.03020968,0
0,0,-0.03807093,0,0.02830975
0,-0.06479588,0,0,0
-0.02401177,0,-0.06399788,0,0.00179815
-0.00087382,0,0,0,0
0,0.00688929,-0.02608638,0,0
0,0,-0.01594755,0,0
0,0.06410802,0,0,0
0,0,0,0,0.03497045
-0.01606789,0,0.06695054,0.00195794,0
-0.00600375,0,0.04152344,0,0
-0.00134628,-0.02315785,0,0,0
-0.0120598,0,0,-0.01063855,-0.00526631
-0.00533983,0,0,-0.01064267,0
0,0.00757786,0.05064893,0,0
0,0.04099289,0,0,0
0.00575018,0.01261969,0,0,0
0.01840433,0.03435279,0,0,0
0,0.008672,0,0,-0.06773387
0,0.00355219,0.01693158,0.03183337,-0.0004177
-0.00965666,0,0,0.01371123,0
0,0,0.01021192,0,0
0,0,0,0,0
0,-0.01314182,0,-0.03295894,0
0,0,0,0,0
0,0,7.87E-05,-0.01912582,0.01737288
0.0136597,0,0,0,0.02270348
0,-0.00834533,0,0,0
0.02942567,0,0,0.00942144,0
0,0,0,0,-0.02656008
0,0.00117491,0,0,-0.04539543
-0.01484631,0.02114478,0,0,0
-0.02547163,0,0,0,0
0,0,0,0.0008847,0.00172381
0,0,0,0,0
0.02412362,-0.07956823,0,0,0.00861039
0,-0.00831664,0,0,0
0,0,0,0.00377455,0.00665299
0,-0.00885951,0,0,0
0,0,0,0.06443628,0.00884655
0,0,-0.02235489,0,0
0.0064198,0,0,0,0
0,0,0,0,0
0,0,0,-0.01633706,-0.02322106
0,0,-0.02452307,-0.00123636,0
-0.01437313,0,0,0,-0.01873414
-0.00023059,-0.03463198,0,0,0
0,0,0,0.02963024,0
0,0,-0.05907096,0,0
0,0.001728,0,0,0.01887121
0,0,0,0.00357722,0
0,0,-0.03777563,0,0
0,0.08047416,0,0,-0.0045251
0,0,0,0.00388813,0
0,0,0.01152347,0,0
0,0,0,0.0051933,-0.01705305
-0.00700125,0,0,0,-0.00495558
0,-0.00534478,0.0680167,0,0
0,0,0,-0.06285424,-0.02154549
0,-0.07769792,0,0,-0.01538294
0,0,-0.02615975,0,-0.01872594
0,0,0,0.0427734,-0.00190523
0.00181839,0,0,0.02342059,0
0.01651933,0,0.01819343,0.0222302,0
0,0,0,0,0
0,0,0,0,0
-0.0061506,0,0.09125033,-0.0011331,0
0,0.06172757,0.04168727,-0.02504845,0.00778793
-0.02997017,0.01826768,0,-0.05377544,0
0,0,0,0,0
0,0,-0.01404023,0,0.03611091
0.01160793,0,0,0,0
0.02301407,0,-0.06859797,0.01388658,0
0,0.00454152,0,0.00048405,0
0,0,0,0,0
-0.00581026,0.04379629,0.05287264,0,0.0066827
-0.01825857,0.01361324,0,-0.02286239,0
0,0,0.03240638,-0.01026374,0
0,0,0,0,-0.00935661
0,-0.03264278,0,-0.00461982,-0.00379722
-0.03283197,0,0,0,0
0,0,0,0,0
0,0,0.0080151,0.04549474,0
0.02036389,-0.00440296,0,0.02974667,0
0.02267052,-0.02212326,0,0,0.01891789
0,-0.01615277,-0.05712248,0,2.46E-05
0,0,0,0,0
0,0,0,0,0
0,0,0,-0.03085468,-0.00132215
0,-0.03429326,0,0,-0.02384638
0.00034916,0,0,0,0
0,0,0,0,0
0,0,0,-0.00328758,0
0,0,0,0,0
0,0.00741708,0,0,0
0,0,0,0,0
-0.00782635,0,0,0.01395097,0
0,-0.02782986,0,0.00327848,0
-0.02719368,0,0,0.01669813,0
-0.05666838,0,0,0,0
0,0.05471548,0,0,0
0,0.00919214,0.01243162,0,0.00206079
0,0,0,0.03099567,0.0007267
0,0,0,0,0
0.01455906,0,-0.04260571,0,0.01234359
0.03677455,0,0,-0.04161889,0
0.06169139,0.01168071,0,0,0
0.05287388,0,0,-0.00053852,0
0,0,-0.01474932,0,0
0,0,-0.00980018,0,0.00528202
-0.01241726,0,0,0.01726332,0.01181309
-0.00413291,0,0,0,0.00861274
-0.03307541,0.00186957,-0.00095895,0,0
-0.02028761,0,0,-0.02191812,0
-0.01733364,0.02355871,-0.00734092,-0.0241482,0
0,0,0,0,0
-0.00302911,0,0,-0.02256648,0
-0.01491531,0,0,0,0
0,0,0,0,0
0,0,0,0.07200671,0
0.02601188,0,0,0.00443849,-0.01013432
0.02117077,0,0,0,0
0,0,0,0.00499663,0
0,-0.01854143,0,0,0
0.02550992,-0.00440896,0.03805183,0,-0.02272537
0,0,0,-0.04426041,0
0,0,0,0,0
0,-0.0019921,-0.01589984,0,0
0,0,0,0.00924529,0.05237916
0,0,0,0,0
0,0,0,0,0
0,-0.02101793,0,-0.00019383,-0.02453069
0.02786875,0,0,0,-0.0432917
0,0,0,0,-0.02516994
0,0.03116548,0,0.00175206,0
0,0,-0.02307628,0,0
0.00531587,0,0,0,0.0769692
0.00835608,0,-0.01799148,0,0
0,0,-0.09428576,0,0.02279205
0,0,0,0,0.01770028
0,0.01885208,0,0,0
0,0,0.0387186,0,0
0,0.00790537,0,0,0.03714542
0,0.00548693,0,0,0
-0.01114349,0.00397487,0.03070171,0,0
-0.05735614,0,0,-0.00332075,0
-0.01623661,0,0.04736397,0,0
0,-0.03355862,0.02427824,0,0.01917698
0,0,0.06125789,0,0
0,0,0.03127777,0,0
-0.01815125,0.00815205,0,0.01379242,0
0,0,0,0,0
0,0,0,0,0
0.02519272,0,0,0,0
0.02007885,0,0,0,0
0,0,-0.03471997,0,0
0,0,0,0.02839495,0
0.01604851,0,0,0.02370917,0
0,0,0,0,-0.06182573
0,0,0,0,0
-0.01579331,0,-0.00843238,-0.04961861,0
0,0.02295976,0,0,0.03485336
0,0,0,0,0
0.02137253,0,0.00167104,0,0
0,-0.02347515,0,0,0
0,-0.00864671,0,0,0
0,0,0,-0.00572797,0
0.00991318,0,0,-0.03705062,0
0,0.00156327,0,-0.00278008,0
0,0,0,-0.03841581,0
0.02856357,0,-0.05866909,-0.01856061,-0.01318308
0,0,-0.00436902,0,0
0.03071941,0,-0.03983688,-0.0004553,0
0,0,0,0,0.02153569
0,0,0,0,0
-0.00694326,0,0.03394982,0,0
-0.03696649,0,0,0,-0.01633208
-0.00099873,0,0,0,0
0,0,-0.04641717,0,-0.01695171
-0.02690759,0.01211839,0,-0.00823735,-0.0066975
0,0.00629366,0,0,-0.028711
0,0,0.02031162,0,0
0,0.00108585,0,0.03302248,0
-0.00823885,0,0,0,0.015917
-0.03984662,0,-0.05144306,0,0.01409126
0,-0.00720211,0,0,0.02160981
0,0,0,0,0.00263775
0.00480118,0,0,0.01943733,0
0,0.01981606,0.00430758,0,0
0.02070581,0.01343765,0,0,-0.00711032
0,0,0,0,-0.01292495
0,0.01657025,0,-0.13335136,0
0.00987939,0,0,-0.24190645,0
0.00053453,0,0,-0.08349509,0
0.03590276,-0.04357019,-0.0248479,0,-0.04790879
0,-0.01841786,-0.11841655,0,0
0,0,0,0,0
0,0,0,-0.02019578,0
0,0,0.06358414,0,-0.01907444
0,0,0.05495206,0,-0.00404533
0,0,0.02673257,0,0
0.02553278,0.02174438,0,0.09532485,0
0,0.02628261,0,0.34500287,0
0,0,-0.01180114,0,0.01762009
-0.014142,0,0,0,0.00126738
-0.09805037,0,0,0,0.03382462
-0.02388109,-0.02201872,0.00331205,0,0
0,0,0,0.01365437,0
0,0,0,0.06335527,0
0.02244203,0,0,0,0
0,0,0.07288496,0,-0.01839569
0,0,0,0.02290533,-0.02164316
0,-0.03338161,0,0,-0.00148452
0,0,-0.00216406,0,0
0.04850436,0,0,0,-0.00419493
0.0087016,0.00102518,0,0,0
0,0,0.02970011,0.03716311,0
0,0,0,0,0
-0.01969677,-0.01234907,0,0,0
0,0,0.01335093,-0.35001234,0.0050412
0,-0.01625952,0.00821144,0,0
0.02404329,0,0,0,0.00137512
0,0,0,0,0
0.03458485,0,0,0,0
0,0.01382649,0,0.0968238,0
0,0.06853198,0,0.18322596,0
0.01766415,0,0,0,0.00862953
0.03444702,0,-0.00660939,0,0.03133608
0.01430322,0,0,-0.12847915,0.01186732
0.00517579,0,-0.00035854,-0.15978613,0.00819702
0,0,0,-0.04347563,0
0,0,0,0,0
0,0,-0.00725865,0,-0.01936593
0,0.0141403,0,0,-0.00731366
0,0,-0.01207226,0,-0.01372282
0.03210423,0,0,0.13810378,0
0,0,0,0.22091525,0
0,-0.00026863,0.06309757,0,0.0168808
-0.03920928,-0.02631252,0,0.00880348,0.01697406
0,0,0,0,0
0,0,0,0,0.01808752
0.01069759,-0.00366699,0,0,0.04040134
0,-0.00522144,0,0,0
0.01922936,0,0,-0.00544184,0
0,0,-0.01086228,-0.08999685,-0.00066234
0,-0.02018676,0,-0.05792439,0
0.01233714,-0.03655775,-0.00857463,0,0
0,0,0,-0.02462313,0
0,0,0,0,0.00028611
0,0.03596956,0.03243064,-0.04295162,0.05422374
0,0,0,0,0
0,0,0,-0.0639809,0
-0.02651314,0.00887191,0.0105402,-0.00679277,-0.0108715
-0.01608997,0,0,0,0
-0.00015299,0,0,0,0
-0.01113352,-0.02782854,0,0.04831572,-0.0168252
-0.03692324,0,0,0.02099088,0
-0.00094827,-0.02066558,0.08973296,0.0553043,-0.0126646
0,0,0,0.01558237,0
0,0,0,0.0373743,0
0,0.01365146,-0.03065766,0,0
0,0,0,0,0
0,0,0,-0.0057709,-0.01742931
0.00275229,0.00405109,0,-0.05299247,0
0.04398049,0.00963334,0,-0.01693527,0
0,0,0,0,0
0.01210153,0,-0.01224482,0,-0.01639852
0,0,-0.04694418,0.03567526,0
0,0.01059759,-0.00110995,0,0
0,0,-0.03966174,0,0.00142154
0,0,0,0,0
0,0,-0.0094441,0,0
0,0.02409665,0,-0.00574639,-0.02023208
0.06272267,0,-0.01774674,0,0
0,0,-0.03416432,-0.01340715,0
0,-0.00023541,-0.01446378,0,0.04908442
0,0,0,0,0
0.00681847,-0.00895368,0,0,0
0.03104189,0,-0.06746938,0.01692139,-0.05917422
0,0,-0.04313986,0,0
0,0.015235,0,0.06876857,0
0,0,0,0.02764206,0
0,0.02601621,0.04053882,0.00087462,0
0.0349074,0,0,0.00138852,0
0,0,0,0,-0.02784143
0.06235128,0,0,0,0
