viewname,viewnum,frame,value,path
HC3,1,31,0.306660412,C:\Users\lit\Desktop\Auditorium\view-HC3\031.jpg
HC3,1,32,0.308833679,C:\Users\lit\Desktop\Auditorium\view-HC3\032.jpg
HC3,1,33,0.235885254,C:\Users\lit\Desktop\Auditorium\view-HC3\033.jpg
HC3,1,34,0.181038496,C:\Users\lit\Desktop\Auditorium\view-HC3\034.jpg
HC3,1,35,0.39678501,C:\Users\lit\Desktop\Auditorium\view-HC3\035.jpg
HC3,1,36,0.333864884,C:\Users\lit\Desktop\Auditorium\view-HC3\036.jpg
HC3,1,37,0.549096037,C:\Users\lit\Desktop\Auditorium\view-HC3\037.jpg
HC3,1,38,0.491959283,C:\Users\lit\Desktop\Auditorium\view-HC3\038.jpg
HC3,1,39,0.497092985,C:\Users\lit\Desktop\Auditorium\view-HC3\039.jpg
HC3,1,40,0.346809818,C:\Users\lit\Desktop\Auditorium\view-HC3\040.jpg
HC3,1,41,0.30726638,C:\Users\lit\Desktop\Auditorium\view-HC3\041.jpg
HC3,1,42,0.284975984,C:\Users\lit\Desktop\Auditorium\view-HC3\042.jpg
HC3,1,43,0.270412623,C:\Users\lit\Desktop\Auditorium\view-HC3\043.jpg
HC3,1,44,0.272154141,C:\Users\lit\Desktop\Auditorium\view-HC3\044.jpg
HC3,1,45,0.240732455,C:\Users\lit\Desktop\Auditorium\view-HC3\045.jpg
HC3,1,46,0.23950267,C:\Users\lit\Desktop\Auditorium\view-HC3\046.jpg
HC3,1,47,0.245901625,C:\Users\lit\Desktop\Auditorium\view-HC3\047.jpg
HC3,1,48,0.273062142,C:\Users\lit\Desktop\Auditorium\view-HC3\048.jpg
HC3,1,49,0.225302092,C:\Users\lit\Desktop\Auditorium\view-HC3\049.jpg
HC3,1,50,0.249859024,C:\Users\lit\Desktop\Auditorium\view-HC3\050.jpg
HC3,1,51,0.255672378,C:\Users\lit\Desktop\Auditorium\view-HC3\051.jpg
HC3,1,52,0.220646018,C:\Users\lit\Desktop\Auditorium\view-HC3\052.jpg
HC3,1,53,0.221089608,C:\Users\lit\Desktop\Auditorium\view-HC3\053.jpg
HC3,1,54,0.205206135,C:\Users\lit\Desktop\Auditorium\view-HC3\054.jpg
HC3,1,55,0.225390658,C:\Users\lit\Desktop\Auditorium\view-HC3\055.jpg
HC3,1,56,0.203778592,C:\Users\lit\Desktop\Auditorium\view-HC3\056.jpg
HC3,1,57,0.20043562,C:\Users\lit\Desktop\Auditorium\view-HC3\057.jpg
HC3,1,58,0.212079855,C:\Users\lit\Desktop\Auditorium\view-HC3\058.jpg
HC3,1,59,0.23338267,C:\Users\lit\Desktop\Auditorium\view-HC3\059.jpg
HC3,1,60,0.245165094,C:\Users\lit\Desktop\Auditorium\view-HC3\060.jpg
HC3,1,61,0.247931737,C:\Users\lit\Desktop\Auditorium\view-HC3\061.jpg
HC3,1,62,0.261989729,C:\Users\lit\Desktop\Auditorium\view-HC3\062.jpg
HC3,1,63,0.246121839,C:\Users\lit\Desktop\Auditorium\view-HC3\063.jpg
HC3,1,64,0.215474952,C:\Users\lit\Desktop\Auditorium\view-HC3\064.jpg
HC3,1,65,0.232606585,C:\Users\lit\Desktop\Auditorium\view-HC3\065.jpg
HC3,1,66,0.2383068,C:\Users\lit\Desktop\Auditorium\view-HC3\066.jpg
HC3,1,67,0.218169311,C:\Users\lit\Desktop\Auditorium\view-HC3\067.jpg
HC3,1,68,0.267763505,C:\Users\lit\Desktop\Auditorium\view-HC3\068.jpg
HC3,1,69,0.255234371,C:\Users\lit\Desktop\Auditorium\view-HC3\069.jpg
HC3,1,70,0.239388785,C:\Users\lit\Desktop\Auditorium\view-HC3\070.jpg
HC3,1,71,0.242708834,C:\Users\lit\Desktop\Auditorium\view-HC3\071.jpg
HC3,1,72,0.249280825,C:\Users\lit\Desktop\Auditorium\view-HC3\072.jpg
HC3,1,73,0.243659418,C:\Users\lit\Desktop\Auditorium\view-HC3\073.jpg
HC3,1,74,0.246865866,C:\Users\lit\Desktop\Auditorium\view-HC3\074.jpg
HC3,1,75,0.235245666,C:\Users\lit\Desktop\Auditorium\view-HC3\075.jpg
HC3,1,76,0.257384,C:\Users\lit\Desktop\Auditorium\view-HC3\076.jpg
HC3,1,77,0.254346632,C:\Users\lit\Desktop\Auditorium\view-HC3\077.jpg
HC3,1,78,0.289152195,C:\Users\lit\Desktop\Auditorium\view-HC3\078.jpg
HC3,1,79,0.2299503,C:\Users\lit\Desktop\Auditorium\view-HC3\079.jpg
HC3,1,80,0.246071807,C:\Users\lit\Desktop\Auditorium\view-HC3\080.jpg
HC3,1,81,0.246379613,C:\Users\lit\Desktop\Auditorium\view-HC3\081.jpg
HC3,1,82,0.225277659,C:\Users\lit\Desktop\Auditorium\view-HC3\082.jpg
HC3,1,83,0.240319351,C:\Users\lit\Desktop\Auditorium\view-HC3\083.jpg
HC3,1,84,0.233008018,C:\Users\lit\Desktop\Auditorium\view-HC3\084.jpg
HC3,1,85,0.237483225,C:\Users\lit\Desktop\Auditorium\view-HC3\085.jpg
HC3,1,86,0.273080783,C:\Users\lit\Desktop\Auditorium\view-HC3\086.jpg
HC3,1,87,0.231994802,C:\Users\lit\Desktop\Auditorium\view-HC3\087.jpg
HC3,1,88,0.252832021,C:\Users\lit\Desktop\Auditorium\view-HC3\088.jpg
HC3,1,89,0.248341248,C:\Users\lit\Desktop\Auditorium\view-HC3\089.jpg
HC3,1,90,0.28860195,C:\Users\lit\Desktop\Auditorium\view-HC3\090.jpg
HC3,1,91,0.276661292,C:\Users\lit\Desktop\Auditorium\view-HC3\091.jpg
HC3,1,92,0.274521677,C:\Users\lit\Desktop\Auditorium\view-HC3\092.jpg
HC3,1,93,0.278974778,C:\Users\lit\Desktop\Auditorium\view-HC3\093.jpg
HC3,1,94,0.243678736,C:\Users\lit\Desktop\Auditorium\view-HC3\094.jpg
HC3,1,95,0.243563084,C:\Users\lit\Desktop\Auditorium\view-HC3\095.jpg
HC3,1,96,0.252705386,C:\Users\lit\Desktop\Auditorium\view-HC3\096.jpg
HC3,1,97,0.262609516,C:\Users\lit\Desktop\Auditorium\view-HC3\097.jpg
HC3,1,98,0.28107088,C:\Users\lit\Desktop\Auditorium\view-HC3\098.jpg
HC3,1,99,0.246396127,C:\Users\lit\Desktop\Auditorium\view-HC3\099.jpg
HC3,1,100,0.272694637,C:\Users\lit\Desktop\Auditorium\view-HC3\100.jpg
HC3,1,101,0.236148757,C:\Users\lit\Desktop\Auditorium\view-HC3\101.jpg
HC3,1,102,0.231270238,C:\Users\lit\Desktop\Auditorium\view-HC3\102.jpg
HC3,1,103,0.228373815,C:\Users\lit\Desktop\Auditorium\view-HC3\103.jpg
HC3,1,104,0.192396473,C:\Users\lit\Desktop\Auditorium\view-HC3\104.jpg
HC3,1,105,0.218161211,C:\Users\lit\Desktop\Auditorium\view-HC3\105.jpg
HC3,1,106,0.217263248,C:\Users\lit\Desktop\Auditorium\view-HC3\106.jpg
HC3,1,107,0.23059443,C:\Users\lit\Desktop\Auditorium\view-HC3\107.jpg
HC3,1,108,0.206514713,C:\Users\lit\Desktop\Auditorium\view-HC3\108.jpg
HC3,1,109,0.211659221,C:\Users\lit\Desktop\Auditorium\view-HC3\109.jpg
HC3,1,110,0.217929451,C:\Users\lit\Desktop\Auditorium\view-HC3\110.jpg
HC3,1,111,0.249137441,C:\Users\lit\Desktop\Auditorium\view-HC3\111.jpg
HC3,1,112,0.222838748,C:\Users\lit\Desktop\Auditorium\view-HC3\112.jpg
HC3,1,113,0.23809816,C:\Users\lit\Desktop\Auditorium\view-HC3\113.jpg
HC3,1,114,0.248951724,C:\Users\lit\Desktop\Auditorium\view-HC3\114.jpg
HC3,1,115,0.193119446,C:\Users\lit\Desktop\Auditorium\view-HC3\115.jpg
HC3,1,116,0.192487715,C:\Users\lit\Desktop\Auditorium\view-HC3\116.jpg
HC3,1,117,0.202844165,C:\Users\lit\Desktop\Auditorium\view-HC3\117.jpg
HC3,1,118,0.268306253,C:\Users\lit\Desktop\Auditorium\view-HC3\118.jpg
HC3,1,119,0.283837307,C:\Users\lit\Desktop\Auditorium\view-HC3\119.jpg
HC3,1,120,0.258965604,C:\Users\lit\Desktop\Auditorium\view-HC3\120.jpg
HC3,1,121,0.26206271,C:\Users\lit\Desktop\Auditorium\view-HC3\121.jpg
HC3,1,122,0.266367017,C:\Users\lit\Desktop\Auditorium\view-HC3\122.jpg
HC3,1,123,0.269184191,C:\Users\lit\Desktop\Auditorium\view-HC3\123.jpg
HC3,1,124,0.253830015,C:\Users\lit\Desktop\Auditorium\view-HC3\124.jpg
HC3,1,125,0.261766726,C:\Users\lit\Desktop\Auditorium\view-HC3\125.jpg
HC3,1,126,0.264464583,C:\Users\lit\Desktop\Auditorium\view-HC3\126.jpg
HC3,1,127,0.233606978,C:\Users\lit\Desktop\Auditorium\view-HC3\127.jpg
HC3,1,128,0.242780747,C:\Users\lit\Desktop\Auditorium\view-HC3\128.jpg
HC3,1,129,0.266175259,C:\Users\lit\Desktop\Auditorium\view-HC3\129.jpg
HC3,1,130,0.268954345,C:\Users\lit\Desktop\Auditorium\view-HC3\130.jpg
HC3,1,131,0.241669294,C:\Users\lit\Desktop\Auditorium\view-HC3\131.jpg
HC3,1,132,0.230298711,C:\Users\lit\Desktop\Auditorium\view-HC3\132.jpg
HC3,1,133,0.191787982,C:\Users\lit\Desktop\Auditorium\view-HC3\133.jpg
HC3,1,134,0.26012287,C:\Users\lit\Desktop\Auditorium\view-HC3\134.jpg
HC3,1,135,0.248399636,C:\Users\lit\Desktop\Auditorium\view-HC3\135.jpg
HC3,1,136,0.24088558,C:\Users\lit\Desktop\Auditorium\view-HC3\136.jpg
HC3,1,137,0.267943946,C:\Users\lit\Desktop\Auditorium\view-HC3\137.jpg
HC3,1,138,0.259357292,C:\Users\lit\Desktop\Auditorium\view-HC3\138.jpg
HC3,1,139,0.279010015,C:\Users\lit\Desktop\Auditorium\view-HC3\139.jpg
HC3,1,140,0.253779003,C:\Users\lit\Desktop\Auditorium\view-HC3\140.jpg
HC3,1,141,0.263471004,C:\Users\lit\Desktop\Auditorium\view-HC3\141.jpg
HC3,1,142,0.222841851,C:\Users\lit\Desktop\Auditorium\view-HC3\142.jpg
HC3,1,143,0.251141568,C:\Users\lit\Desktop\Auditorium\view-HC3\143.jpg
HC3,1,144,0.245754536,C:\Users\lit\Desktop\Auditorium\view-HC3\144.jpg
HC3,1,145,0.243050024,C:\Users\lit\Desktop\Auditorium\view-HC3\145.jpg
HC3,1,146,0.232677873,C:\Users\lit\Desktop\Auditorium\view-HC3\146.jpg
HC3,1,147,0.257822356,C:\Users\lit\Desktop\Auditorium\view-HC3\147.jpg
HC3,1,148,0.263189341,C:\Users\lit\Desktop\Auditorium\view-HC3\148.jpg
HC3,1,149,0.253091211,C:\Users\lit\Desktop\Auditorium\view-HC3\149.jpg
HC3,1,150,0.235442273,C:\Users\lit\Desktop\Auditorium\view-HC3\150.jpg
HC3,1,151,0.258716846,C:\Users\lit\Desktop\Auditorium\view-HC3\151.jpg
HC3,1,152,0.233908988,C:\Users\lit\Desktop\Auditorium\view-HC3\152.jpg
HC3,1,153,0.2394147,C:\Users\lit\Desktop\Auditorium\view-HC3\153.jpg
HC3,1,154,0.226226349,C:\Users\lit\Desktop\Auditorium\view-HC3\154.jpg
HC3,1,155,0.18351925,C:\Users\lit\Desktop\Auditorium\view-HC3\155.jpg
HC3,1,156,0.238414212,C:\Users\lit\Desktop\Auditorium\view-HC3\156.jpg
HC3,1,157,0.202153772,C:\Users\lit\Desktop\Auditorium\view-HC3\157.jpg
HC3,1,158,0.228800385,C:\Users\lit\Desktop\Auditorium\view-HC3\158.jpg
HC3,1,159,0.223724512,C:\Users\lit\Desktop\Auditorium\view-HC3\159.jpg
HC3,1,160,0.310920664,C:\Users\lit\Desktop\Auditorium\view-HC3\160.jpg
HC3,1,161,0.286696118,C:\Users\lit\Desktop\Auditorium\view-HC3\161.jpg
HC3,1,162,0.34092876,C:\Users\lit\Desktop\Auditorium\view-HC3\162.jpg
HC3,1,163,0.325815528,C:\Users\lit\Desktop\Auditorium\view-HC3\163.jpg
HC3,1,164,0.305609738,C:\Users\lit\Desktop\Auditorium\view-HC3\164.jpg
HC3,1,165,0.57744428,C:\Users\lit\Desktop\Auditorium\view-HC3\165.jpg
HC3,1,166,0.77997309,C:\Users\lit\Desktop\Auditorium\view-HC3\166.jpg
HC3,1,167,0.56766347,C:\Users\lit\Desktop\Auditorium\view-HC3\167.jpg
HC3,1,168,0.636427841,C:\Users\lit\Desktop\Auditorium\view-HC3\168.jpg
HC3,1,169,0.508700996,C:\Users\lit\Desktop\Auditorium\view-HC3\169.jpg
HC3,1,170,0.541253587,C:\Users\lit\Desktop\Auditorium\view-HC3\170.jpg
HC3,1,171,0.60366163,C:\Users\lit\Desktop\Auditorium\view-HC3\171.jpg
HC3,1,172,0.566536075,C:\Users\lit\Desktop\Auditorium\view-HC3\172.jpg
HC3,1,173,0.495754519,C:\Users\lit\Desktop\Auditorium\view-HC3\173.jpg
HC3,1,174,0.881280026,C:\Users\lit\Desktop\Auditorium\view-HC3\174.jpg
HC3,1,175,0.642066428,C:\Users\lit\Desktop\Auditorium\view-HC3\175.jpg
HC3,1,176,0.628431246,C:\Users\lit\Desktop\Auditorium\view-HC3\176.jpg
HC3,1,177,0.511276769,C:\Users\lit\Desktop\Auditorium\view-HC3\177.jpg
HC3,1,178,0.544681265,C:\Users\lit\Desktop\Auditorium\view-HC3\178.jpg
HC3,1,179,0.504725985,C:\Users\lit\Desktop\Auditorium\view-HC3\179.jpg
HC3,1,180,0.301669262,C:\Users\lit\Desktop\Auditorium\view-HC3\180.jpg
HC3,1,181,0.336263218,C:\Users\lit\Desktop\Auditorium\view-HC3\181.jpg
HC3,1,182,0.336263218,C:\Users\lit\Desktop\Auditorium\view-HC3\182.jpg
