aesthetics,memory,quality,anomaly
0.323711893,0.102602065,0.24075767,0.26233411
0.42457503,0.168088707,0.319628412,0.248934079
0.486793012,0.227527193,0.350994126,0.308789005
0.557247521,0.217473392,0.350977868,0.23378978
0.417291937,0.31683489,0.439447704,0.237678611
0.558423816,0.38910194,0.492679457,0.249260832
0.678889542,0.285269823,0.531589489,0.272205849
0.679457999,0.315678487,0.440340048,0.29396788
0.524262046,0.330256826,0.40226238,0.294965627
0.415199911,0.485658031,0.452906728,0.326617285
0.481236045,0.51796951,0.540907219,0.308016644
0.540643719,0.473734115,0.533010069,0.31277125
0.527068026,0.429666835,0.678925464,0.294514057
0.405232771,0.428430406,0.617760372,0.30387142
0.407866568,0.488011282,0.74631894,0.326871294
0.414797602,0.3290482,0.718628759,0.343123451
0.492691463,0.35767358,0.662921955,0.375654399
0.401190058,0.421595774,0.706485316,0.373679574
0.572731419,0.458387406,0.696951063,0.357979557
0.310387532,0.25776357,0.619715464,0.427476462
0.500266934,0.258843433,0.686222915,0.386836329
0.557425843,0.354407358,0.873639608,0.377926561
0.296057773,0.338127306,0.859909932,0.410955588
0.28937738,0.326509132,0.928845148,0.341265494
0.433896018,0.323262803,0.643936268,0.382668446
0.522340712,0.236238442,0.712756433,0.376264973
0.496290572,0.288731799,0.730124527,0.395079076
0.498754986,0.234704244,0.724660585,0.387787568
0.506310618,0.220425718,0.802800807,0.397239936
0.557052908,0.294870848,0.795275181,0.419329911
0.721118224,0.285039162,0.751063172,0.465474749
0.727841563,0.253061137,0.776494321,0.463968985
0.670065828,0.276620398,0.514790066,0.587333931
0.466908374,0.389542448,0.456504591,0.56129987
0.645343367,0.440213083,0.419647354,0.643943194
0.638059829,0.482637128,0.487420795,0.684300698
0.725248665,0.592298095,0.323501071,0.683914319
0.615900025,0.78694021,0.355055641,0.692000846
0.571542004,0.714981266,0.426900423,0.781808475
0.50303704,0.464948306,0.378903615,0.782409509
0.470348432,0.465926124,0.446991429,0.800816961
0.391483064,0.366857555,0.448548213,0.869696931
0.401116276,0.242646442,0.462756375,0.928280622
0.496996156,0.404181394,0.601458347,0.867718529
0.356028513,0.296515158,0.684092728,0.928500445
0.389285717,0.253572742,0.759266972,1
0.408326653,0.242149572,0.736051868,0.87976186
0.270062794,0.109289696,0.65722185,0.921553179
0.334593937,0.08311999,0.760898128,0.958742933
0.241406688,0.124897362,0.752783772,0.982124813
0.292054413,0.117147746,0.683209674,0.85439959
0.330449143,0.143200764,0.74316407,0.440551727
0.26157021,0.165728138,0.692585439,0.391093253
0.267617489,0.152883479,0.696277684,0.378283127
0.267617489,0.152883479,0.696277684,0.378283127
0.267617489,0.152883479,0.696277684,0.378283127
0.267617489,0.152883479,0.696277684,0.378283127
0.267617489,0.152883479,0.696277684,0.378283127
0.267617489,0.152883479,0.696277684,0.378283127
